Date,Strain ID,Receptor,Condition,Plate,File name/#,Area,Mean,Mode,Min,Max,Integrated Density,Median,Raw Integrated Density,Ch,Mean 1,Mean 2,Mean 3,Backsub Mean Fluorescence,Average Background mean fluorescence,RAW CTCF or corrected total cell fluorescence = Raw integrated density - (area of ROI X mean fluoresence of background readings),CTCF or corrected total cell fluorescence = Integrated density - (area of ROI X mean fluoresence of background readings),,ECTOPIC EXPRESSION (NOT IN AWA) TRUE/FALSE,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult.Project Maximum Z_XY1634057892_Z0_T0_merged.tif:2,34.445,4597.873,3105,1990,14892,158372.453,4147,3535764,2,1304.071,,,3293.802,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult.Project Maximum Z_XY1634057892_Z0_T0_merged.tif:2,34.355,4768.887,3736,1906,15384,163835.772,4517,3657736,2,1304.071,,,3464.816,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 1.Project Maximum Z_XY1634057981_Z0_T0_merged.tif:2,39.999,6957.361,7539,2182,45100,278286.633,5405,6212923,2,1287.737,,,5669.624,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 2.Project Maximum Z_XY1634058055_Z0_T0_merged.tif:2,43.493,4861.901,3865,2157,19639,211456.835,3941,4720906,2,1326.347,,,3535.554,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 2.Project Maximum Z_XY1634058055_Z0_T0_merged.tif:2,45.105,4926.248,2763,2273,29378,222199.02,4222,4960732,2,1326.347,,,3599.901,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 3.Project Maximum Z_XY1634058123_Z0_T0_merged.tif:2,39.954,8091.358,6489,4852,32789,323282.82,7186,7217491,2,1684.633,,,6406.725,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 3.Project Maximum Z_XY1634058123_Z0_T0_merged.tif:2,49.002,8093.988,4011,3370,39316,396621.506,5540,8854823,2,1684.633,,,6409.355,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 4.Project Maximum Z_XY1634058204_Z0_T0_merged.tif:2,51.152,3783.566,3074,2473,17702,193536.889,3282,4320832,2,1296.028,,,2487.538,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 5.Project Maximum Z_XY1634058257_Z0_T0_merged.tif:2,53.257,5842.865,3408,2780,27069,311174.536,4880,6947166,2,1327.07,,,4515.795,,,,,,,,,,,,,,,,,,,,,,
20211012,PHX2465,srd-27,Post-dauer,NGM,20211012_PHX2465_srd-27-t2A-mNG_TKR01_PD_adult - 5.Project Maximum Z_XY1634058257_Z0_T0_merged.tif:2,37.67,4275.935,3718,2554,15340,161073.251,3720,3596061,2,1327.07,,,2948.865,,,,,,,,,,,,,,,,,,,,,,
