	X6665	X6666	X6667	X6668	X6669	X6670	X6671	X6672	X6673	X6674	X6675	X6676	D22_243	D22_244	D22_245	D22_246
21ur-1214	0	0	0	0	0	0	0	0	1.83376632534248	0	0	0	5.25677251110986	0	0	0
21ur-12187	0	3.22550720801182	2.0926868894642	0	0.244659327752527	0	4.13174706014917	18.538702316452	9.16883162671241	0	0	0.490545016180259	1.16817166913552	7.59681971337188	2.75158964606266	6.92043895420758
21ur-12188	0	0	0	0	0	0	0	0	1.83376632534248	0	0	0	0	2.17051991810625	0	2.18540177501292
21ur-12279	25.1825526788244	16.1275360400591	6.27806066839259	91.2558711553018	45.0173163064649	55.4209428594387	78.5031941428342	92.6935115822598	25.6727285547948	117.001114564194	129.32581197133	115.768623818541	10.5135450222197	18.7207342936664	30.878950472481	19.6686159751163
21ur-1229	0	0	0	12.8146542473403	17.3708122704294	16.0720734292372	0	0	0	26.0476933883789	8.91902151526414	19.1312556310301	62.4971842987506	842.704358204752	131.15910646232	0
21ur-12364	56.1764636681467	0	0	184.453356590504	446.747932476114	731.556445744591	1.37724902004972	0	706.000035256856	102.909739452448	215.330662297091	154.521680096781	251.156908864138	0	0	0
21ur-12556	0	599.944340690198	0	3.49490570382007	15.1688783206567	6.09630371453826	0	0	0	0.854022734045211	1.91121889612803	2.45272508090129	0	0	0	0
21ur-12572	0	0	0	64.0732712367013	69.4832490817176	64.2882937169489	246.5275745889	0	0	86.6833075055889	15.9268241344002	67.6952122328757	0	0	0	0
21ur-12715	1.93711943683265	0	0	0	0	0	1.37724902004972	6.17956743881732	1.83376632534248	0	0	0	0.584085834567762	0.813944969289844	0	3.6423362916882
21ur-1280	1.93711943683265	3.22550720801182	6.27806066839259	0	0	1.10841885718877	1.37724902004972	0	1.83376632534248	0	0	0.490545016180259	1.16817166913552	3.79840985668594	0	2.91386903335056
21ur-12830	0	0	0	33.3957656142807	34.7416245408588	23.8310054295587	0	0	0	35.0149320958537	19.7492619266563	42.1868713915022	0	0	89.8852617713804	0
