animal,animal_num,genotype,cue,food,neuron,mean_pulse_delF,signal,MeanGCaMP,time,fitted,correction,delF
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,-0.0015175500093877465,294.61,0.25,0,raw,0.01897100855213006
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.0028117451365764616,294.834,0.5,0,raw,0.02330030369809427
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.002352403476527277,295.238,0.75,0,raw,0.022840962038045087
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.0020767984804980276,295.016,1,0,raw,0.022565357042015836
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.005188838227331391,295.342,1.25,0,raw,0.0256773967888492
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,3.0833308930835736e-4,294.927,1.5,0,raw,0.020796891650826165
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.0022260845200137757,294.968,1.75,0,raw,0.022714643081531583
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,0.004740980108783167,295.263,2,0,raw,0.025229538670300977
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,9.761010275881571e-6,294.868,2.25,0,raw,0.02049831957179369
06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5/06052020_CX14887_kyIs598_DIA106_11uM_Control_adult_Animal_5_ImageJ_data.csv,1,WT_CON_DIA_106,DIA,OP50,GCAMP,-0.02048855856151781,-1.3206072726691885e-5,294.741,2.5,0,raw,0.020475352488791117
