animal,animal_num,genotype,cue,food,neuron,mean_pulse_delF,signal,MeanGCaMP,time,fitted,correction,delF
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.04624776557920851,324.538,0.25,0.028573741005671116,nls,0.01291961853550881
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.038690983913042744,323.5,0.5,0.024482637334503843,nls,0.009453940540510316
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.034807880170035964,322.739,0.75,0.02044038957264721,nls,0.009613084559360168
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.021073036818368078,321.403,1,0.016446414283438182,nls,-1.2778350309868881e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.01739935889520885,320.782,1.25,0.012500134997606938,nls,1.448178595733294e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.005985651713517865,319.687,1.5,0.008600982130072543,nls,-0.0073697364545832625
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.007346919542526723,319.611,1.75,0.0047483928977321566,nls,-0.0021558793932340186
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.00598565171351737,319.739,2,9.418112382316712e-4,nls,2.8943443725711407e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.00486871400766391,319.746,2.25,-0.0028193122702933615,nls,0.002933620239928687
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.003962074729240732,318.661,2.5,-0.006535520488518132,nls,-0.0021809602787511853
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,0.0018058613923937954,319.187,2.75,-0.01020734979428245,nls,0.00725880514864766
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.008534538462578845,318.055,3,-0.013835330160008652,nls,5.463856594012228e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.01157993892619516,317.528,3.25,-0.017419985229194856,nls,0.0010856402649711116
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.011004017921614385,318.026,3.5,-0.020961832391995172,nls,0.005203408432352202
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.013874896868691488,317.282,3.75,-0.024461382859896796,nls,0.005832079953176724
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.014799860906351438,317.14,4,-0.02791914173950577,nls,0.008364874795125748
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.01895347299999444,316.633,4.25,-0.03133560810545122,nls,0.007627729067428193
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.030820936124688624,315.415,4.5,-0.03471127507241928,nls,-8.640670902979302e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.03548938669212349,314.964,4.75,-0.038046629866326676,nls,-0.0021971628638253974
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.03519270011400645,314.955,5,-0.04134215389464413,nls,0.001395047742609094
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.03915433853945594,314.4,5.25,-0.0445983228158805,nls,6.895782383959711e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.036571420094669106,314.673,5.5,-0.04781560660823647,nls,0.006489780475538781
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.04982632927585372,313.457,5.75,-0.05099446963743898,nls,-0.003586265676443325
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.04877920017661594,313.566,6,-0.054135370723765175,nls,6.017645091206513e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.054756562118097776,312.761,6.25,-0.05723876320826615,nls,-0.0022722049478602086
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.05067275863107071,313.173,6.5,-0.06030509501819975,nls,0.004877930349100458
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.05975660356695802,312.211,6.75,-0.06333480873168224,nls,-0.0011762008733043703
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.05792412764329192,312.18,7,-0.06632834164156717,nls,0.00364980796024667
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.05905851750079942,311.915,7.25,-0.06928612581856264,nls,0.005473202279734633
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.06821217104330292,311.111,7.5,-0.07220858817359338,nls,-7.579889077381236e-4
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.07252285250183134,310.6,7.75,-0.07509615051941937,nls,-0.002181108020440555
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.08099587212983027,309.801,8,-0.07794922963151779,nls,-0.0078010485363410615
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.08392783360769554,309.194,8.25,-0.08076823730823815,nls,-0.007914002337485975
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.08500114093441413,309.095,8.5,-0.0835535804302393,nls,-0.006201966542203412
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.08920710948301927,308.63,8.75,-0.08630566101921619,nls,-0.007655854501831665
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.0941635205527444,308.225,9,-0.08902487629592579,nls,-0.009893050294847204
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.0978633767033847,307.801,9.25,-0.09171161873751962,nls,-0.010906164003893661
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.10179883690135288,307.206,9.5,-0.09436627613419202,nls,-0.012186966805189452
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.10720027783825418,306.415,9.75,-0.09698923164515152,nls,-0.014965452231131245
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.10782855529779735,306.405,10,-0.09958086385392423,nls,-0.013002097481901705
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.11651972682147012,305.68,10.25,-0.10214154682299642,nls,-0.01913258603650228
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.11916372779704562,305.453,10.5,-0.10467165014780488,nls,-0.01924648368726932
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.12234001939806678,304.945,10.75,-0.10717153901008217,nls,-0.019922886426013198
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.12651108364336333,304.735,11,-0.10964157423056517,nls,-0.021623915450826744
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.13007132258077175,304.076,11.25,-0.11208211232107401,nls,-0.022743616297726324
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.1351062683329401,303.344,11.5,-0.11449350553596907,nls,-0.025367168834999607
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.133177805575177,303.341,11.75,-0.1168761019229935,nls,-0.021056109690212085
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.13700855286322214,303.472,12,-0.11923024537350871,nls,-0.022532713527742013
06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1/06232020_CX14887_kyIs598_DIA105_115uM_Control_adult_Animal__1_ImageJ_data.csv,1,WT_CON_DIA_105,DIA,OP50,GCAMP,0.004754406038028585,-0.1367293184367584,303.057,12.25,-0.1215562756721296,nls,-0.019927448802657385
