animal,animal_num,genotype,cue,food,neuron,mean_pulse_delF,signal,MeanGCaMP,time,fitted,correction,delF
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.020329282377209466,317.55,0.25,0.008156600753864485,nls,0.010329821181979252
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.02081877739844475,317.39,0.5,0.006949043281951978,nls,0.012026873675127043
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.008128849866797325,315.959,0.75,0.005749146982505476,nls,5.368424429261205e-4
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.007131388314091636,316.011,1,0.0045568632503323325,nls,7.316646223935752e-4
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.004305247248091437,315.922,1.25,0.0033721437886084227,nls,-9.097569818827141e-4
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.004757799248855956,315.781,1.5,0.00219494060692188,nls,7.199982005683472e-4
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.004296011492973746,315.74,1.75,0.001025206019328928,nls,0.0014279450322790892
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,0.004332954513444249,315.673,2,-1.3710735757765935e-4,nls,0.0026272014296561796
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,-0.0023352606814969583,314.874,2.25,-0.0012920466065879654,nls,-0.0028860745162747215
06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1/06052020_CX14887_kyIs598_DIA108_114nM_SDS_PD_adult_Animal_1_ImageJ_data.csv,1,WT_PD_DIA_108,DIA,OP50,GCAMP,0.0018428604413657285,2.599865065617414e-4,315.736,2.5,-0.0024396585117821556,nls,8.567845769781688e-4
