,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
21ur-10153,55.52111147,-1.96827559,2.402650039,-0.819627071,NA,NA
21ur-10191,13.92657978,-6.008627885,2.459693313,-7.597118718,NA,NA
21ur-1024,0.768408358,-0.087510239,1.89204354,-0.046764361,0.962701034,NA
21ur-10296,9.584088555,-5.58337267,2.461368163,-7.426900711,NA,NA
21ur-10350,0.619430953,1.274687706,2.124360825,0.59246705,0.553537879,NA
21ur-10432,1.547875649,1.199027801,1.81033833,0.657681042,0.510743107,NA
21ur-10437,0.303849421,0.906753319,2.248184571,0.398126917,0.690536634,NA
21ur-10697,1.346945505,-3.36655668,2.48115559,-1.411433358,NA,NA
21ur-10754,0.599337539,0.985869777,1.986860798,0.500332012,0.616841317,NA
21ur-10763,0.434295444,-0.278274819,2.117085066,-0.131928295,0.895041008,NA
21ur-10895,12.59940214,-2.076414184,2.411709305,-0.860163312,NA,NA
21ur-10957,24.4852897,6.532413221,2.458826906,7.572673791,NA,NA
21ur-10983,0.790378244,-1.31375176,2.42775832,-0.532879656,0.594116888,NA
21ur-11188,1.318584645,1.196037533,1.786152174,0.673029017,0.500928831,NA
21ur-11344,1.094393223,-3.135855242,2.485320955,-1.31299561,NA,NA
21ur-1139,6.329613911,-0.431469658,1.505066827,-0.286637127,0.774390183,0.988447238
21ur-11435,30.85347047,-6.915777088,2.45701151,-7.800307814,NA,NA
21ur-11459,1.98357644,-0.150233926,1.655503332,-0.090835554,0.927623259,NA
21ur-1152,0.425479859,0.477626073,2.109078094,0.221736898,0.824518705,NA
21ur-11744,7.739152597,-0.146666992,2.411213678,-0.060833895,NA,NA
21ur-11781,5.06154873,2.528823987,1.747616336,1.438956705,0.15016279,0.434123058
21ur-11817,1.011043447,-0.786149791,2.005864716,-0.388625411,0.697553266,NA
21ur-11897,6.886798617,-1.700963612,1.792780105,-0.949563121,0.342334285,0.758895767
21ur-11898,0.632123254,-0.620130158,2.45347347,-0.247884862,0.804223493,NA
21ur-11983,0.262356238,-0.343678658,2.249298553,-0.149063597,0.88150345,NA
21ur-12005,0.670937206,1.144278106,2.122571135,0.562641374,0.573679113,NA
21ur-12084,1.070436745,0.277983086,1.871804697,0.149442225,0.881204695,NA
21ur-1214,0.529287443,-1.332815606,2.501656728,-0.556523892,0.577852766,NA
21ur-12187,4.107197435,1.457731637,1.61597924,0.900871124,0.367656846,0.788719988
21ur-12188,0.468069681,0.41336964,2.387078489,0.17138532,0.863920797,NA
21ur-12279,23.68282471,1.676950938,1.398477343,1.19898127,0.230535229,0.593107017
21ur-1229,73.87375389,-2.224603583,2.402277059,-0.926827974,NA,NA
21ur-12364,79.97349644,1.164173367,2.401447841,0.484919694,NA,NA
21ur-12556,41.06885326,-7.239212382,2.456255142,-8.086990902,NA,NA
21ur-12572,18.03648912,6.18245619,2.459855075,7.430643611,NA,NA
21ur-12715,1.200396119,1.5850028,1.911791139,0.831929177,0.405448922,NA
21ur-1280,1.637320469,-1.123709142,1.782618379,-0.627640957,0.530239172,NA
21ur-12830,6.820513398,5.078788494,2.464299518,6.977951415,NA,NA
21ur-1292,0.794803407,1.532582886,2.268645426,0.67194839,0.501616553,NA
21ur-12944,4.636806013,-4.727690225,2.466107546,-1.991937059,NA,NA
21ur-13151,1.090405285,-3.145311879,2.485137237,-1.316004899,NA,NA
21ur-13215,70.27775251,-0.0429861,2.401350926,-0.017904738,0.985714849,0.996962678
21ur-13272,0.552640525,0.606496481,2.096178582,0.288449409,0.773002751,NA
21ur-13334,0.779626609,-0.254343996,2.121715966,-0.119621253,0.904783183,NA
21ur-13353,1.14328655,1.684871763,1.852627301,0.912790869,0.361352541,NA
21ur-13400,6.93920875,-2.589823802,2.427060383,-1.067387952,NA,NA
21ur-13659,1.069261311,0.376627738,1.959075607,0.190233099,0.849126475,NA
21ur-13666,0.511887413,2.224327131,2.334645352,0.960668082,0.336719085,NA
21ur-13719,0.63176335,0.37361532,2.129999207,0.172119159,0.863343851,NA
21ur-13750,2.103412828,3.750369475,2.474570288,1.550230439,0.121086216,NA
21ur-13798,4.129426479,4.5104174,2.467748951,1.872503277,NA,NA
21ur-13886,4.357424602,-0.710337344,1.543176007,-0.461076813,0.644743497,0.973926826
21ur-13893,8.390410881,-5.413396957,2.462142806,-2.279697266,NA,NA
21ur-13915,4.872122883,-1.609904884,2.298281852,-0.698414854,0.48491779,0.903568083
21ur-13920,0.656218596,-0.432914056,1.977618868,-0.221270789,0.824881593,NA
21ur-13922,16.7120802,-6.210880975,2.459005632,-7.677162766,NA,NA
21ur-13952,368.273376,-0.562593369,1.376999935,-0.408562995,0.682860392,0.981588929
21ur-14053,420.1814457,1.499306442,1.406278761,1.066172305,0.286345759,0.685483811
21ur-14060,8.967863304,5.383033957,2.46283799,7.103348228,NA,NA
21ur-14107,6.672571445,-0.939298356,1.654032688,-0.567393981,0.570446538,0.959015721
21ur-14159,22.38049659,-0.933962339,2.404424703,-0.388310467,NA,NA
21ur-14229,8.138578116,0.421926814,1.451828052,0.290563749,0.771384989,0.988447238
21ur-14264,0.784692705,0.59855152,2.254992656,0.269631639,0.787443657,NA
21ur-14295,13.46945505,-5.96923944,2.459834654,-7.582301317,NA,NA
21ur-14449,57.10257898,5.23839386,2.420590932,2.166448518,0.03027693,0.123820028
21ur-14713,16.50008244,-6.200742164,2.459038669,-7.669894679,NA,NA
21ur-14742,0.42085818,-2.16184741,2.508254104,-0.889326885,NA,NA
21ur-14760,18.66033944,5.48154618,2.453640051,2.244466943,NA,NA
21ur-14903,0.510378554,2.210395352,2.502137963,0.88691022,NA,NA
21ur-15006,55.20007158,-7.578681298,2.455540504,-8.197048121,NA,NA
21ur-15020,5.541239805,1.756659258,2.423929724,0.726566961,0.467491274,0.892256073
21ur-15030,29.36643808,-6.854141145,2.457165374,-7.933992735,NA,NA
21ur-15182,19.20222132,0.005553538,2.246995164,0.002476296,0.998024203,0.999350305
21ur-15244,37.83952579,7.031808063,2.457559738,7.774706689,7.56E-15,1.10E-13
21ur-15261,5.761817298,4.887437479,2.465343339,2.031841513,NA,NA
21ur-15413,0.541448528,-0.488344359,2.1034208,-0.230245099,0.817901319,NA
21ur-15418,15.14515748,-1.017002939,2.406608723,-0.422694003,NA,NA
21ur-15445,15.59136114,-6.167139312,2.438395523,-2.614312468,0.008940723,0.042789448
21ur-15498,0.433481638,0.813564638,2.104217307,0.385141954,0.700132246,NA
21ur-15499,24.53966342,-6.654037011,2.457689276,-7.854248305,NA,NA
21ur-15510,0.579975629,2.337388584,2.500003771,0.944762585,NA,NA
21ur-15514,122.2310225,1.636228332,2.401158058,0.681819136,0.495353322,0.911890504
21ur-15588,288.5609261,0.15173723,2.031898091,0.074687282,0.940463527,0.99561292
21ur-15673,553.1900976,0.320069758,2.032192565,0.157510887,0.874842228,0.993932324
21ur-1586,1.213338571,0.809957241,1.845276901,0.437589658,0.661683769,NA
21ur-1600,33.10098432,6.876458595,2.45793233,7.712139843,NA,NA
21ur-1625,5.996012486,-5.034037169,2.464146576,-2.119637727,NA,NA
21ur-1631,4.616606007,4.636502282,2.466887147,1.925829572,NA,NA
21ur-1650,1.349271406,0.348507871,1.841214264,0.188955653,0.850127574,NA
21ur-1655,22.2685145,6.423750402,2.459132091,7.524910499,NA,NA
21ur-17,2.882582398,1.447974575,1.851110258,0.782216121,0.434087572,0.8580055
21ur-1710,0.375540697,1.905490927,2.508047698,0.764876905,0.444344847,NA
21ur-1867,10.34557346,-5.661598596,2.46103355,-7.460377465,NA,NA
21ur-1959,1.014276898,-0.721485595,1.80927705,-0.401445206,0.688092372,NA
21ur-1995,0.801680747,0.744632072,1.903254943,0.39731552,0.691134804,NA
21ur-202,0.525047023,0.388876344,2.382032773,0.162780391,0.870691348,NA
21ur-2135,14.61056381,5.941376316,2.460648817,7.331316727,NA,NA
21ur-2144,0.926486072,1.876509511,1.975617016,0.968431212,0.332829058,NA
21ur-2169,1.130350921,-0.292311199,2.028138277,-0.151470344,0.879604703,NA
21ur-2266,0.335507504,0.977012762,2.386506694,0.402623529,0.687225197,NA
21ur-2555,0.296065702,-0.140261576,2.384663502,-0.056853212,0.954662125,NA
21ur-2628,1.215224549,1.54255683,1.974975359,0.769983869,0.441309462,NA
21ur-2753,5.438057843,-4.92481532,2.464806233,-2.073397802,NA,NA
21ur-2836,49.85662758,-7.464477984,2.455772859,-8.172733808,3.01E-16,4.89E-15
21ur-2846,3.83037628,-4.540506045,2.467492427,-1.909779258,NA,NA
21ur-2953,7.294955644,-5.261405396,2.462896374,-2.214907131,NA,NA
21ur-2983,0.63630157,0.085113016,2.164010573,0.040196131,0.967936762,NA
21ur-310,0.626408396,-0.468872499,2.121438303,-0.220548653,0.825443885,NA
21ur-3122,0.727029343,-0.273163888,1.968835518,-0.138618286,0.889751793,NA
21ur-3123,0.207896446,-0.677529987,2.508644454,-0.264927928,0.791064984,NA
21ur-3138,0.783373286,2.11553852,2.112039257,1.00877352,0.313083263,NA
21ur-3177,21.06426275,6.358148949,2.459322227,7.011203282,NA,NA
21ur-3218,0.379460266,0.66041755,2.383150298,0.270836113,0.786517083,NA
21ur-328,14405.78978,0.059459961,1.338152193,0.044444534,0.964550064,0.996962678
21ur-3464,0.638200002,-0.723832148,2.037490793,-0.35626405,0.72164283,NA
21ur-354,4.974900322,0.810229363,1.458565492,0.555465124,0.578576559,0.961488266
21ur-3890,10.5239333,0.329597416,2.236417197,0.147435888,0.882787981,0.993932324
21ur-3899,1.460298263,-0.584471928,1.687652229,-0.348291076,0.727621595,NA
21ur-409,4.376973386,-4.675997761,2.466474563,-1.968645209,NA,NA
21ur-4122,0.245160101,0.663369141,2.389043702,0.273516334,0.784456338,NA
21ur-4139,5.728144229,-3.581734524,2.449686886,-1.431670291,0.152238203,0.437545523
21ur-4151,0.703903484,-0.811821086,1.963895539,-0.414230453,0.678705341,NA
21ur-4206,1.88707025,-1.722800271,2.455915907,-0.690944698,0.489600295,NA
21ur-4221,1.585766699,0.406909931,1.650130241,0.246819942,0.805047576,NA
21ur-4223,3.382366018,-4.375721245,2.468849347,-1.842507978,NA,NA
21ur-4366,1.348111146,-1.781250892,2.181267252,-0.81285346,0.41630208,NA
21ur-4500,2.455515542,0.246616564,2.435914435,0.102026424,0.918735701,0.995457406
21ur-4629,0.321045558,-0.054707244,2.240281146,-0.023696948,0.98109434,NA
21ur-4706,0.530995705,0.19339509,2.114091511,0.091154785,0.927369602,NA
21ur-4841,31.2363778,6.81131147,2.458094039,7.677395235,NA,NA
21ur-486,0.638665738,-1.244996324,2.390289677,-0.557069632,0.577479855,NA
21ur-5045,0.840967959,0.588507394,2.268301689,0.270596574,0.786701331,NA
21ur-5572,1.158503044,1.91187292,2.002329337,0.9703334,0.331880334,NA
21ur-5581,10.27777592,5.538956541,2.462169411,7.167665033,NA,NA
21ur-5698,1.16229565,1.931811814,1.887338209,1.037470839,0.299516479,NA
21ur-5742,0.706052592,0.655095397,2.488528046,0.276205242,0.782390431,NA
21ur-5827,2.92288507,0.013024022,1.598983612,0.008144206,0.993501936,0.997822614
21ur-5893,0.385898187,0.87204532,2.500039615,0.339885213,0.733942973,NA
21ur-5910,1.537439099,-3.464396614,2.479574408,-1.457335524,0.145023785,NA
21ur-6108,0.492218633,0.303115487,2.22381469,0.131904207,0.895060061,NA
21ur-6140,3.575727299,0.035104094,1.700971205,0.020672902,0.983506586,0.996962678
21ur-633,0.962276278,-0.505482574,1.842477466,-0.283887766,0.776496392,NA
21ur-6462,0.506031376,-0.025663212,1.998732815,-0.012743233,0.989832646,NA
21ur-6568,0.656319576,0.227300535,2.078032043,0.107228485,0.914607718,NA
21ur-6585,0.478676797,1.398828724,2.231478307,0.638805471,0.522949489,NA
21ur-6598,90.13125706,-0.199251896,2.401082213,-0.083009835,0.933843719,0.99561292
21ur-6641,1.155785138,-1.80795662,2.120898977,-0.861822459,0.388785224,NA
21ur-6655,0.451645559,1.267632559,2.381862797,0.537534215,0.590898657,NA
21ur-6789,0.769306119,-1.613221591,2.271758785,-0.72592059,0.467887453,NA
21ur-6801,0.508243178,-0.186725472,2.116560344,-0.087302826,0.930430808,NA
21ur-6935,1.83775605,-0.500137567,2.448397503,-0.206285702,0.836567747,NA
21ur-7007,1.108387599,2.99380917,2.485539323,1.231048722,0.218304642,NA
21ur-7038,1.156802824,1.699338222,1.827281254,0.939247226,0.347603827,NA
21ur-725,0.681453749,0.582369683,2.000824191,0.290195283,0.771666845,NA
21ur-7335,7.831394078,0.107486306,1.490314453,0.072128014,0.942500032,0.99561292
21ur-7530,0.743540249,1.343354234,2.002369271,0.666735466,0.504941121,NA
21ur-7565,74.81334449,7.812051652,2.455916639,7.817856936,5.37E-15,7.93E-14
21ur-7598,0.301594799,0.438368124,2.234914287,0.192542355,0.847317394,NA
21ur-770,0.806209005,0.333728976,2.131576871,0.15406491,0.877558555,NA
21ur-7941,2.520075586,-4.04246656,2.472061062,-1.701310564,0.088884685,0.294979945
21ur-7964,0.868059405,-1.366503426,1.979888408,-0.692475287,0.4886389,NA
21ur-8107,4.337501555,-3.895812303,2.459837428,-1.663978581,0.09611671,0.312638113
21ur-8249,2.583061917,-0.365598939,2.302301902,-0.158761678,0.873856642,0.993932324
21ur-8581,4.377572891,-4.691607056,2.466362542,-1.973618187,NA,NA
21ur-8742,47.80454695,-1.545984949,2.402578386,-0.644137564,NA,NA
21ur-8767,4.376973386,-4.675997761,2.466474563,-1.968645209,NA,NA
21ur-8768,1.840643917,-0.042372985,2.347566043,-0.018214107,0.985468048,NA
21ur-8775,1.108387599,2.99380917,2.485539323,1.231048722,0.218304642,NA
21ur-8818,0.726955635,1.048475574,2.117793506,0.486818564,0.626386914,NA
21ur-8826,9.765354911,-5.602819168,2.461283751,-7.429103671,NA,NA
21ur-8902,0.914894375,-1.634453594,1.812026323,-0.910560372,0.362527058,NA
21ur-9162,0.295515436,-1.099071348,2.229457893,-0.484262867,0.628199326,NA
21ur-9207,3.159570722,0.032204489,1.722473583,0.018703994,0.985077242,0.996962678
21ur-9845,1.050913799,0.86734964,1.926961096,0.460326768,0.64528169,NA
21ur-9982,6.182408017,-5.060802234,2.463991067,-2.131812799,NA,NA
AC3.5,2583.459349,-1.092525555,2.008614518,-0.543949715,0.586476076,0.963116989
AH6.3,645.2851336,5.75132765,2.402820641,2.416343606,NA,NA
AH9.6,5.767907999,4.139177302,2.45828451,1.795981273,NA,NA
ATP6,84388.4832,-0.397592603,1.407795616,-0.282410166,0.77762902,0.988447238
B0001.10,31.92783193,-6.955532328,2.456914021,-7.972607728,NA,NA
B0001.2,405.5480762,2.597979693,2.354544669,1.105141548,NA,NA
B0001.3,136.5466006,-8.619804382,2.453713958,-8.628940555,NA,NA
B0001.4,744.3452248,4.261046573,2.190181728,1.949909229,NA,NA
B0024.11,2.333849908,-3.988670079,2.472646617,-1.675422842,NA,NA
B0024.13,665.2467056,10.3230162,2.452139637,9.099656381,NA,NA
B0024.15,509.0984039,-10.11016576,2.45067799,-9.223980272,NA,NA
B0024.4,3371.666842,-0.774116072,2.400143522,-0.322564476,0.747025101,0.988447238
B0025.4,404.0117326,9.000368019,2.441795795,3.807642009,NA,NA
B0025.5,124.0031706,-8.509250523,2.45388729,-8.260562578,NA,NA
B0025.8,41.46066633,-7.253833313,2.456222808,-7.980521894,NA,NA
B0034.4,30.10827147,-6.885271779,2.457087242,-7.946144244,NA,NA
B0034.7,0.440781478,2.066014457,2.504795693,0.829105478,0.407044724,NA
B0035.1,184.6030199,6.63711696,2.417689792,2.756248125,NA,NA
B0035.13,6636.27305,3.67309779,2.17202985,1.693952544,0.090274301,0.298833817
B0035.15,505.4197734,0.361435476,2.400291906,0.150600702,NA,NA
B0035.18,24.49817057,6.535649523,2.458817992,7.573870582,NA,NA
B0035.3,254.2138651,-7.37731401,2.018606107,-3.651536081,0.000260676,0.001874388
B0041.5,601.1542803,-10.29109194,2.449979044,-9.30126087,1.39E-20,1.74E-18
B0041.8,165.6535649,8.724835902,2.454341685,8.456683238,NA,NA
B0198.3,1016.776238,10.81137029,2.451566802,9.295572639,NA,NA
B0205.10,258.1324322,-1.927504351,2.16856671,-0.889188686,0.373901682,0.795630355
B0205.12,19.22357128,-0.445885562,2.404691598,-0.185266159,NA,NA
B0205.13,2367.010215,2.751877368,2.195685083,1.254637403,0.209610419,0.556410078
B0205.6,1916.442057,1.143288463,2.400171055,0.476519363,NA,NA
B0205.8,417.3759924,0.794634509,2.400346089,0.331124144,0.740550715,0.988447238
B0205.9,125.5081293,-3.148215312,2.00195594,-1.572923352,NA,NA
B0207.1,100.1079726,-7.595605819,2.446699359,-3.33451016,NA,NA
B0207.11,339.1666054,9.548234809,2.453136741,8.788683993,NA,NA
B0207.7,792.856727,10.52492462,2.451897996,8.858603888,8.10E-19,2.75E-17
B0207.9,113.9153554,3.778990022,2.403927994,1.576652037,NA,NA
B0218.5,1258.732903,3.160512341,2.400347698,1.320348055,NA,NA
B0218.7,70.55360035,-3.047704511,2.332704948,-1.309943279,0.190215025,0.517521771
B0222.1,2271.864768,-1.765318792,2.400172578,-0.736178125,0.461622303,0.886658102
B0222.10,304.2822075,8.706268425,2.443622366,3.761917445,NA,NA
B0222.5,121.3772114,0.305840525,2.400844582,0.12741071,0.89861534,0.99485381
B0228.1,312.4169659,9.185543435,2.451522212,4.127580248,NA,NA
B0228.7,361.7245298,-1.390455933,2.400423552,-0.579561996,0.562210027,0.955584264
B0238.1,324.6918439,-9.614202393,2.452314308,-9.019890318,NA,NA
B0238.11,2.659238627,3.234376546,2.464367779,1.377157695,NA,NA
B0238.12,3210.619009,2.79149495,2.400188279,1.165592156,0.243779381,0.616673872
B0238.9,14.51731524,5.098350718,2.453656929,2.202367895,NA,NA
B0244.10,706.4851447,7.768289669,2.410764495,3.273038698,NA,NA
B0244.6,845.9427516,10.59950858,2.451810468,9.211265119,NA,NA
B0250.5,50.90102527,0.686587438,2.401953144,0.285827981,NA,NA
B0250.7,38.2850633,-6.931667516,2.454553339,-3.32580033,NA,NA
B0252.1,653.7701177,3.195554252,2.400572239,1.335003976,NA,NA
B0252.3,44.51892929,7.218816927,2.457133594,7.606980332,NA,NA
B0252.5,329.257273,2.110155216,2.400599828,0.880151725,NA,NA
B0252.8,503.7436677,1.359442953,2.222988556,0.611703931,0.54073366,0.942567913
B0261.1,9.417124558,-5.553900218,2.461497688,-2.337710482,NA,NA
B0261.6,565.2146218,3.545847074,2.400777513,1.482369947,0.138241886,0.409935704
B0261.7,221.1212972,-8.293419735,2.440268389,-3.58842268,NA,NA
B0261.8,4.167175263,3.761669593,2.460398595,1.602805731,NA,NA
B0272.3,275.9937425,7.693792856,2.425269911,3.201789996,NA,NA
B0272.4,39.12748936,-7.185560751,2.45637509,-8.064124853,NA,NA
B0273.1,88.46537447,8.004774103,2.455558051,8.167357013,NA,NA
B0280.17,105.0030304,-4.87685699,2.298246624,-2.130490542,NA,NA
B0280.9,200.5986777,0.885757931,2.40060574,0.369070213,NA,NA
B0281.3,2.999742486,-4.250057906,2.469981618,-1.788279126,0.073730986,0.256848137
B0284.7,6.750916322,5.067146638,2.464360061,6.608682857,NA,NA
B0285.12,15.86870173,-6.156219682,2.459185474,-7.656572573,NA,NA
B0285.3,136.9796263,6.727288656,2.425072004,2.790733458,NA,NA
B0285.6,1119.548281,10.92224285,2.451442114,9.337825404,9.83E-21,1.46E-18
B0286.1,266.0998501,7.36458514,2.420765151,3.053389935,NA,NA
B0294.1,3012.527543,-2.485028437,2.126600553,-1.169272583,0.242293826,0.613311128
B0294.3,117.674261,7.80910829,2.451094287,3.375696372,0.000736291,0.004610334
B0303.16,368.6217716,-9.085075676,2.442024795,-3.876049652,NA,NA
B0303.3,996.0352635,-0.350421408,2.40020413,-0.145985128,0.883933129,0.993932324
B0303.4,444.3331748,2.129985255,2.400478121,0.888451619,NA,NA
B0310.1,130.6097109,-7.906243407,2.446008269,-3.46229439,NA,NA
B0310.3,443.9775072,-1.747270245,2.400404225,-0.728518905,NA,NA
B0334.10,31.50433211,-1.684599013,2.404050245,-0.700838002,NA,NA
B0334.13,597.1456729,8.113412036,2.416191927,3.390489897,NA,NA
B0334.3,3979.385843,-1.150606449,2.186442882,-0.526319699,0.598666098,0.964434568
B0334.4,31.31981495,-6.127414932,2.448751704,-2.644510964,NA,NA
B0334.5,540.6421191,1.25117763,2.40031897,0.521495755,0.602021462,0.964434568
B0336.3,171.474993,8.255268837,2.294621792,3.741466431,0.00018295,0.001422297
B0336.5,2.319657858,3.815172592,2.473856148,1.581823658,0.113689833,0.353401649
B0336.7,131.1304156,-6.353986998,2.418570291,-2.652089535,NA,NA
B0348.2,283.3918191,9.341961211,2.453423042,8.704588505,NA,NA
B0353.1,54.9953923,0.93488239,2.401923316,0.389339577,0.697024963,0.982127163
B0361.2,25.04211673,-1.255847363,2.404335704,-0.522275731,NA,NA
B0361.3,699.0993502,3.28711723,2.40056822,1.373603283,NA,NA
B0361.4,160.3852264,-8.804596263,2.453433077,-8.701685745,NA,NA
B0361.9,1290.146661,0.747228767,2.400189465,0.311397143,0.755498726,0.988447238
B0365.9,730.0148653,1.412143994,2.400275359,0.58866319,NA,NA
B0379.1,2978.873145,1.103512404,2.23402197,0.494042351,0.62127627,0.9678365
B0379.11,0.453488875,-1.438853495,2.216143925,-0.644656987,0.519149496,NA
B0379.2,329.3058257,-8.741674761,2.43858838,-3.780349804,0.000156608,0.001254783
B0379.7,514.5358785,-1.22314188,2.40032034,-0.509773434,NA,NA
B0393.3,1012.673157,9.433406892,2.424742162,4.008147848,NA,NA
B0393.4,3.559239138,-0.66622104,2.425267026,-0.275201537,0.783161406,0.988447238
B0393.5,69.02565428,-4.642390387,2.410543066,-1.936735584,NA,NA
B0393.7,356.7191428,9.606244966,2.453057921,8.812093487,NA,NA
B0395.3,189.476123,-8.118655131,2.440940967,-3.513872259,NA,NA
B0403.5,525.8946004,2.679015447,2.400529899,1.118177661,NA,NA
B0410.3,1030.343977,1.845343849,2.070965979,0.891299236,0.372768658,0.79408017
B0416.5,161.043146,2.130454033,2.401114464,0.888244418,0.37440929,0.795847793
B0432.1,2475.655962,-2.672460008,2.400198302,-1.115654833,NA,NA
B0432.11,0.394383428,1.95742868,2.506969304,0.785585106,0.432110593,NA
B0454.5,102.140628,-8.285475433,2.454251322,-8.498725886,1.92E-17,3.98E-16
B0457.2,130.552878,-8.567690413,2.453795152,-8.608895168,NA,NA
B0457.6,162.8471197,-3.750808015,2.402556385,-1.566164721,NA,NA
B0491.5,481.6873721,-2.203744509,2.400445048,-0.919293379,0.35794214,0.780177324
B0491.6,895.4136726,-8.637901026,2.340130971,-3.740585807,0.000183592,0.00142447
B0491.7,1.26171348,3.180320107,2.48231408,1.307434625,NA,NA
B0495.15,14.5945249,5.937367252,2.46066269,7.330201053,NA,NA
B0495.5,93.67251836,-7.319045352,2.444161238,-3.173998957,NA,NA
B0495.7,842.0956429,-9.305852126,2.424806664,-3.954835087,NA,NA
B0495.9,975.6232943,0.623228255,2.400210767,0.259678587,NA,NA
B0496.1,5.172786729,-4.867498579,2.465169297,-2.049278782,NA,NA
B0496.15,21.14741507,6.36746871,2.459294934,7.505255554,NA,NA
B0496.2,2.386284191,3.891657054,2.473049938,1.610291664,NA,NA
B0496.6,14.29818362,-6.031003276,2.459614144,-7.604686954,NA,NA
B0507.1,578.3284983,10.16211281,2.452337314,9.023319386,NA,NA
B0507.2,287.9630391,2.908613059,2.4009822,1.214062698,NA,NA
B0511.11,49.36892152,-5.991256527,2.436272576,-2.464837344,0.013707546,0.062071311
B0511.12,1748.127389,-3.502751857,2.272381237,-1.544866877,0.122378467,0.373990057
B0511.6,883.1477665,0.460759552,2.400217892,0.191979958,NA,NA
B0511.7,328.6275308,-9.628284036,2.452296254,-9.026890275,NA,NA
B0513.4,528.4513037,1.734200294,2.400367718,0.723077968,0.469631984,0.893301923
B0513.5,46.813903,-5.899766848,2.435989477,-2.444585472,0.014501871,0.065366644
B0524.5,8.530280269,5.332520105,2.463065561,7.081451774,NA,NA
B0524.6,16.11521605,-6.051047248,2.355747506,-2.587928776,0.009655494,0.045671651
B0546.4,8.651557039,-5.456302756,2.461940807,-2.296806079,0.021629835,0.092816086
B0554.4,3.538646441,-0.254015104,1.62514078,-0.156408955,0.875710679,0.993932324
B0563.6,591.8562733,-10.27417804,2.450043576,-9.294484344,NA,NA
B0564.7,111.1214241,0.726827608,2.284296748,0.318136655,0.75038128,0.988447238
BE0003N10.1,44.19509164,-7.101306344,2.307990276,-3.059067066,0.002220274,0.012242693
BE0003N10.3,0.544566733,-0.178790671,2.095752458,-0.084914863,0.932329076,NA
BE10.1,276.9682704,9.315363893,2.453460664,8.690035584,NA,NA
BE10.4,456.6311254,-9.992314639,2.451143683,-9.02943245,NA,NA
C01A2.10,1.162803506,-1.222792183,2.008513941,-0.614057762,0.539177158,NA
C01A2.2,389.5574384,-3.332474357,2.400896231,-1.392133529,0.163881967,0.461881264
C01A2.4,460.0942992,-10.00049766,2.45111107,-9.180821481,4.28E-20,3.29E-18
C01A2.9,8.148427225,-5.386118537,2.462273612,-2.267519679,NA,NA
C01B10.10,429.1035613,-8.001998317,2.418940761,-3.366203716,NA,NA
C01B10.11,136.8320798,-8.62144992,2.453711409,-8.630542148,NA,NA
C01B10.3,856.5537168,8.772766762,2.418242587,3.672930297,0.000239785,0.001756335
C01B10.4,51.51097078,-5.69525235,2.428702697,-2.357578199,NA,NA
C01B10.6,1349.33654,1.1848288,2.400195375,0.493846775,0.621414396,0.9678365
C01B10.7,115.1144929,4.141783999,2.404935821,1.729877129,NA,NA
C01B12.10,4.33070881,4.094876298,2.462803886,1.670328259,0.094854435,0.30930109
C01B12.8,148.9851091,2.050428737,2.401152586,0.854881213,NA,NA
C01B9.1,5.397725436,0.957982998,2.181582502,0.437989904,0.661393602,0.977199939
C01C10.2,1229.350304,-0.119131844,2.400186486,-0.049624801,NA,NA
C01C4.3,475.467075,9.936688458,2.452622253,8.944919741,NA,NA
C01F1.1,283.4756101,-0.291185452,2.400424893,-0.121290777,0.903460725,0.99499394
C01F1.3,305.0889631,3.862078864,2.401627227,1.614167352,NA,NA
C01F1.4,247.0549156,0.64955613,2.400492641,0.270620356,NA,NA
C01F1.5,356.0138053,9.603969376,2.453061,8.810748183,NA,NA
C01F4.6,15.96092931,6.04647488,2.460293234,7.374688812,NA,NA
C01F6.2,16.04890242,-6.164501916,2.459157949,-7.660203266,NA,NA
C01F6.9,9.004893973,-1.011639694,2.410862467,-0.418985383,NA,NA
C01G10.10,889.8546014,0.76579797,2.400223075,0.319117794,0.749637191,0.988447238
C01G10.15,154.856641,-8.76420548,2.453493575,-8.684595545,NA,NA
C01G10.16,12.89865799,5.803595294,2.461139402,7.275168862,NA,NA
C01G10.4,133.697911,-7.933689473,2.445948622,-3.473567106,NA,NA
C01G10.5,434.1965944,-0.155871751,2.400316184,-0.064926001,NA,NA
C01G10.6,1038.834006,-2.525485718,2.400296866,-1.053991796,0.291886673,0.695002077
C01G10.7,177.499373,-0.548312048,2.400622744,-0.228419948,0.819319783,0.991411913
C01G10.9,234.6622247,7.138716723,2.419985202,2.979492271,NA,NA
C01G12.3,665.7218258,-10.40199222,2.44956001,-9.339007197,NA,NA
C01G12.7,916.4372831,10.69174239,2.451703504,9.186502441,NA,NA
C01G5.25,78.22505329,4.125735489,2.407101673,1.721071561,NA,NA
C01G5.3,24.68681471,6.541799528,2.458801091,7.576470492,NA,NA
C01G5.5,38.21659098,7.041272217,2.457537604,7.77819953,NA,NA
C01G5.7,5.867901765,4.89164488,2.465319223,2.03540263,NA,NA
C01G5.9,3.091204009,-4.255975943,2.469926271,-1.79356606,0.072882458,0.254343582
