,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
F54H5.2,54.55765237,-7.568110081,2.455561691,-8.215746193,NA,NA
F54H5.5,7.898125575,-4.624552543,2.456019799,-1.972559176,0.048545808,0.183967995
F55A11.1,255.2521234,7.637086172,2.426175139,3.208653256,NA,NA
F55A12.10,8.111877339,-5.382961616,2.462288872,-2.265964703,NA,NA
F55A12.2,14.62969373,5.73907944,2.458570549,2.902668219,NA,NA
F55A12.5,148.9504604,-2.412852327,2.401301855,-1.006195684,NA,NA
F55A3.2,229.0053291,8.818493005,2.451890578,3.979223582,6.91E-05,0.000616924
F55A4.7,11.62271161,5.684924821,2.461586136,7.226110804,NA,NA
F55B11.2,654.4681746,7.813007747,2.404377746,3.298757413,0.000971138,0.005838725
F55B11.3,415.8687302,9.78254251,2.452822727,8.881965295,NA,NA
F55B11.4,59.10542484,0.202598728,2.401597703,0.084378597,NA,NA
F55C10.4,4.906089417,-2.06223118,2.429132456,-0.851328059,NA,NA
F55C10.5,27.60003579,-6.782906069,2.457347479,-7.905605574,NA,NA
F55C12.19,160.7860935,7.306936332,2.432223878,3.017468429,NA,NA
F55C12.4,210.333959,-9.115718813,2.4529831,-8.825031565,NA,NA
F55C12.5,1040.937846,-9.360145653,2.083960103,-4.47177589,7.76E-06,8.58E-05
F55C5.12,0.593027436,-2.487944875,2.500874518,-1.033173236,NA,NA
F55D12.2,624.1527398,2.960185046,2.400528726,1.236274214,NA,NA
F55D12.5,20.0874708,-5.708585705,2.451874449,-2.560250877,NA,NA
F55F10.1,1295.399733,-1.565816863,1.629565877,-0.960908085,0.336598385,0.752554249
F55F3.2,1151.592974,7.791865391,2.406807389,3.287598055,NA,NA
F55F3.4,312.0652946,8.733996458,2.443500395,3.77389191,NA,NA
F55F8.2,130.6072782,-1.341911811,1.998720735,-0.671376289,0.501980846,0.915625675
F55F8.3,914.2525148,9.326425696,2.425307886,3.958687253,NA,NA
F55F8.7,520.3327074,7.735658509,2.414145197,3.240532177,NA,NA
F55G1.15,1.84607635,0.838293378,2.45051731,0.343575964,0.731165204,NA
F55G1.6,354.3701823,-1.423226872,2.400433587,-0.593211378,NA,NA
F55G1.9,38.58972138,-7.169228122,2.456412017,-8.05817886,NA,NA
F55G11.2,163.3783128,-8.825684175,2.453401696,-8.711661741,NA,NA
F55G11.4,340.427183,0.110362506,2.400371921,0.045969461,NA,NA
F55H12.4,1620.992184,0.037585511,2.400169415,0.015676643,0.987492361,0.996962678
F56A11.5,180.7468435,0.139013862,2.400598696,0.057916449,NA,NA
F56A11.6,372.2466711,3.406131573,2.401032459,1.423162833,NA,NA
F56A4.2,6.550617774,0.665761385,2.261222427,0.294741881,0.768191067,0.988447238
F56A4.3,5.770330984,-1.220138941,1.578059035,-0.773203579,0.439401909,0.863841709
F56A8.3,157.085222,-7.317892273,2.430551535,-3.069556546,NA,NA
F56A8.4,5.069428078,-4.861255033,2.46520958,-7.12924254,NA,NA
F56A8.5,2.592576264,0.229998015,2.432309603,0.094440234,NA,NA
F56B3.11,513.796386,-6.572876322,2.40577788,-2.770453808,0.005597824,0.02801876
F56B3.2,1453.003701,0.564196525,2.400178868,0.235094742,NA,NA
F56B3.6,39.97013168,-6.390485171,2.447661656,-2.762515659,NA,NA
F56C11.3,142.1983809,-3.568200704,2.402597176,-1.490077549,0.136203847,0.404796595
F56C11.6,132.3455307,-7.615936407,2.440718788,-3.210267116,NA,NA
F56C3.8,116.6916276,-8.438662818,2.454000159,-8.557366569,NA,NA
F56C4.1,384.6493158,-9.589911103,2.448669298,-4.427161224,NA,NA
F56C9.10,624.005591,9.153049406,2.432227525,3.827397498,NA,NA
F56C9.6,333.6385733,9.529198685,2.453162759,8.780429771,NA,NA
F56C9.7,2455.850191,1.142808906,2.106251009,0.54266133,0.587363004,0.963116989
F56D1.1,3.992570278,-4.28544031,2.463873428,-1.757333513,NA,NA
F56D1.10,117.5151036,-8.446899019,2.453986898,-8.531892645,NA,NA
F56D2.3,1612.317302,1.83153548,2.400202095,0.763797879,0.444987701,0.870464232
F56D2.5,152.3197043,4.688097023,2.405440097,1.960042793,NA,NA
F56D2.8,502.7672596,10.00067171,2.452540403,8.969514478,NA,NA
F56D3.1,229.9060677,-7.43114495,2.423033412,-3.097431354,NA,NA
F56D5.6,916.3986746,2.879286699,2.400383562,1.202319584,NA,NA
F56D6.13,494.4651678,1.237595931,2.400336935,0.5158355,NA,NA
F56D6.19,128.5729615,8.433876414,2.454811984,8.340242931,NA,NA
F56D6.20,23.40483035,-6.593552599,2.457855516,-7.828991176,NA,NA
F56D6.22,509.0195347,10.01501946,2.452522156,8.97580053,NA,NA
F56E10.1,13.66091863,-1.226500597,2.40773633,-0.509132462,NA,NA
F56F10.1,2909.832909,-2.107996942,2.40016774,-0.87934338,0.379215122,0.802154401
F56F10.2,3986.998326,1.49690573,2.018380579,0.741764083,0.458230286,0.884018836
F56F11.4,3.536109928,-4.426908438,2.468412985,-1.864087718,NA,NA
F56F3.4,2.012745804,-3.002966434,2.46791873,-1.281714338,0.199942873,NA
F56G4.4,27.38362167,-3.764550387,2.41449353,-1.562782429,NA,NA
F56G4.6,13.67791323,-0.22266093,2.271503088,-0.097942437,0.921978002,0.99561292
F56H6.2,1.299145409,3.21487601,2.481758661,1.322010074,NA,NA
F56H9.2,163.4327054,-1.657650044,2.400869597,-0.690855968,NA,NA
F56H9.6,394.5372089,9.20308986,2.446666017,3.955923997,NA,NA
F57A10.2,55.89823846,-7.595915031,2.4555061,-8.225037029,NA,NA
F57B1.10,18.61311353,-0.779311135,2.40511481,-0.323942408,NA,NA
F57B1.9,111.5242927,0.64973452,2.400950515,0.270668071,NA,NA
F57B10.4,1.534998288,-1.893805239,2.332990378,-0.839187345,0.401364188,NA
F57B10.5,190.9080392,4.851864759,2.138729083,2.272850775,0.023035174,0.09776875
F57B10.8,8.223404544,-5.398641768,2.462213327,-2.272544148,NA,NA
F57B9.1,1893.506649,1.377829,2.400176496,0.574342004,0.56573639,0.956950051
F57B9.8,19.23705347,-6.084088188,2.455985037,-2.943700596,NA,NA
F57C12.2,261.7622413,0.187816801,2.400450299,0.0782442,NA,NA
F57C2.4,215.993769,-6.673865751,2.414376778,-2.795529288,NA,NA
F57C2.5,1348.638221,0.903156731,2.212760213,0.408231391,0.683103804,0.981588929
F57C7.4,295.1912208,-9.065595637,2.446512387,-3.97145821,NA,NA
F57F4.1,13.4014137,5.842533565,2.46099781,7.291114448,NA,NA
F57F4.4,9935.045343,-0.450107621,1.397643719,-0.322038209,0.747423748,0.988447238
F57F5.1,26785.37914,0.11503471,1.442355797,0.079765912,0.936423436,0.99561292
F57F5.3,16.47731882,-1.335878027,2.40670187,-0.555636806,0.578459165,0.961488266
F57G12.1,7.960238214,5.246743506,2.463465193,7.048386635,NA,NA
F57G12.2,266.9198864,9.272892517,2.453521082,8.236644568,NA,NA
F57G8.7,26.52711143,-6.740173837,2.457459008,-7.888376941,NA,NA
F57H12.10,1.275946384,3.194922699,2.482077837,1.313497976,NA,NA
F57H12.5,30.42013258,-4.049627535,2.415677941,-1.681345776,NA,NA
F57H12.6,6911.053148,-0.323462598,1.713529624,-0.188758077,0.85028243,0.991411913
F58A3.6,2.80954071,-1.455005543,2.226083585,-0.65291625,NA,NA
F58A3.7,110.0287662,8.254099405,2.455116391,8.267623106,NA,NA
F58A4.2,184.8389404,-1.033300702,2.400654166,-0.430526418,0.666812754,0.977199939
F58A4.6,141.9023439,-7.791666281,2.442228031,-3.374548539,NA,NA
F58A6.2,381.449213,3.859119939,2.401322709,1.613384584,NA,NA
F58A6.5,3184.465276,0.048673231,2.400143076,0.020296684,NA,NA
F58A6.9,562.9166539,1.59179116,2.065247242,0.770927957,0.440749635,0.86580091
F58B3.4,1509.413413,-1.078594799,2.177841017,-0.495316315,0.620376856,0.9678365
F58B3.6,137.6877577,-7.292196299,2.134503965,-3.428228341,0.000607534,0.003859514
F58B3.7,35.76658224,6.96643702,2.457714361,7.747492783,NA,NA
F58B4.3,1283.601541,-0.222862274,2.076988827,-0.107288736,0.914559921,0.995457406
F58B4.5,2371.802434,1.10474489,2.259655101,0.489006838,0.624836856,0.968940014
F58B4.6,358.5169893,1.727473769,2.40048602,0.720276477,0.471354785,0.894412221
F58B4.7,89.78644338,-8.137843515,2.454501963,-8.407131184,NA,NA
F58D2.2,312.6644306,7.27505879,2.416695067,3.046746999,NA,NA
F58D5.11,85.85229532,2.566669545,2.221334924,1.156503592,0.247475231,0.623612168
F58D5.13,5.51116477,3.705286111,2.455950285,1.597146806,NA,NA
F58D5.5,1.989533357,-3.7707251,2.475239777,-1.586350893,0.112659733,NA
F58D5.7,318.1784989,-3.176477806,2.400982256,-1.327010942,NA,NA
F58D5.9,1.577533711,3.430436785,2.478563037,1.413934734,NA,NA
F58E2.4,334.2283555,9.531594467,2.45315948,8.779406466,NA,NA
F58E6.11,18.90670693,-1.015899689,2.29638597,-0.442884829,NA,NA
F58E6.13,133.5254904,-6.467707464,2.419745152,-2.697650687,NA,NA
F58E6.5,58.67011166,1.489978791,2.402160091,0.620701377,NA,NA
F58F12.1,1569.277462,0.50842509,2.153077549,0.236158932,0.813309346,0.991411913
F58F12.12,78.19170701,7.863156475,2.455819997,8.110377849,NA,NA
F58F12.2,213.9978847,-0.196587911,2.32221154,-0.084644651,0.9325439,0.99561292
F58F12.3,6.362742126,-0.768558905,2.414480301,-0.317947806,NA,NA
F58F12.4,4.285484746,1.336360031,2.425691383,0.551351944,NA,NA
F58F6.5,6.890110473,5.09031305,2.464239943,6.982905618,NA,NA
F58F9.1,636.0549729,-2.939064769,2.400491073,-1.227214546,0.219741964,0.574372137
F58G1.3,683.0664173,-9.767004048,2.439108133,-4.256711483,2.07E-05,0.000213212
F58G1.7,326.6001058,9.505057265,2.453195878,8.393825297,NA,NA
F58G6.3,205.9061704,2.78361479,2.401239571,1.161792733,0.245319667,0.620170644
F58G6.7,205.6573349,-9.08930827,2.453020243,-8.812572192,1.22E-18,3.84E-17
F58G6.8,103.5140503,8.185719601,2.455235167,7.962887392,NA,NA
F58G6.9,1671.025231,-1.96829444,2.400200404,-0.820915968,0.411694135,0.839642168
F58H1.2,2246.204782,-0.613465827,2.400156236,-0.25560293,0.798257456,0.988447238
F58H1.6,753.0653316,3.398873412,2.400567103,1.420373699,NA,NA
F58H1.7,122.8712945,-1.3779066,2.401016424,-0.574074397,NA,NA
F58H1.8,227.2159334,3.701608093,2.401937673,1.546948395,NA,NA
F58H10.1,8.142857832,5.280068648,2.463307908,7.055939394,NA,NA
F58H7.1,279.8324299,-9.44370984,2.452536401,-8.955812462,NA,NA
F59A2.2,195.8087404,-4.057189203,1.887476487,-2.150067599,0.031549868,0.128091812
F59A2.5,219.5094471,-4.112821476,2.068454122,-1.989789467,0.046614132,0.178195796
F59A6.10,585.6279385,-10.26239765,2.450088621,-9.287961565,NA,NA
F59A6.2,3.716343057,-0.482262841,2.423254583,-0.198672428,NA,NA
F59A6.4,13.13092016,-5.934660867,2.459960863,-7.56403595,NA,NA
F59A6.5,128.0354024,-7.291987022,2.284986616,-3.222246618,NA,NA
F59A7.2,220.8509787,9.335986093,2.327374109,4.088539901,4.34E-05,0.000407719
F59A7.5,316.9991335,0.581088518,2.400405874,0.242116672,0.80868976,0.991411913
F59B1.2,432.3778415,-1.831827704,2.40042307,-0.763810507,0.444980174,0.870464232
F59B10.3,1067.805214,0.290311788,2.400198496,0.121042511,0.903657364,0.99499394
F59B10.5,183.0724563,1.037282843,2.400675682,0.432254831,0.665556212,0.977199939
F59B2.14,42.08303165,7.15440807,2.457277756,7.735992753,NA,NA
F59B2.15,42.66044726,-7.284642664,2.456155156,-8.101846789,NA,NA
F59B2.3,840.986665,8.413144967,2.414390465,3.542291014,NA,NA
F59B2.8,208.5951238,8.989932288,2.453934826,8.563991226,NA,NA
F59B8.1,15.62964488,5.277580483,2.454150168,2.249195135,NA,NA
F59C12.3,82.67360781,-2.151492406,2.401981437,-0.896697971,NA,NA
F59C12.4,214.4925025,-0.065454985,2.400520849,-0.027259449,0.9782528,0.996962678
F59C6.11,416.8962122,-9.22377663,2.441469826,-4.019764597,NA,NA
F59C6.12,22.31273059,6.42871051,2.459117899,7.406515757,NA,NA
F59C6.14,707.0242538,0.127052312,2.400239197,0.052946381,0.95777463,0.996867136
F59C6.16,717.9697286,-0.450715404,2.034250394,-0.221556715,0.824658982,0.991411913
F59C6.18,839.5518523,1.256062552,2.400246836,0.523538958,0.600599248,0.964434568
F59C6.3,60.72007874,-7.688094181,2.455324896,-8.263353693,NA,NA
F59C6.5,1927.932789,-0.982602812,1.584558385,-0.620110102,0.535185302,0.938846066
F59C6.8,518.9269215,10.03729768,2.452493901,8.985364888,NA,NA
F59D12.1,1.406343189,-1.397347737,2.301463883,-0.614723499,0.538737338,NA
F59D6.1,14.8586473,5.757249305,2.458517344,2.910091051,NA,NA
F59E11.2,4517.664307,0.469673397,2.400135743,0.195694431,0.844849343,0.991411913
F59E11.5,225.4362479,-6.112637182,2.409279376,-2.553268924,NA,NA
F59E11.7,282.9749138,7.999554818,2.430551166,3.362162643,NA,NA
F59E12.6,6.384330206,-4.359967061,2.457206112,-1.860923968,NA,NA
F59E12.9,275.8881206,-1.306547341,1.936105032,-0.674884542,0.499749122,0.915118961
F59F3.6,1238.870606,-0.397945526,2.400187122,-0.165845986,NA,NA
F59F4.2,9.839610233,-5.602464603,2.461285282,-2.358287542,NA,NA
F59F4.3,891.1548292,-8.611111657,2.108610482,-4.087215247,NA,NA
F59F5.7,1212.658593,-10.39961176,2.436606306,-4.448848538,NA,NA
F59G1.4,752.8885899,1.36369564,2.400267716,0.568453002,0.569727409,0.959015721
F59G1.8,223.088195,9.066764724,2.45382052,8.594618847,NA,NA
H01A20.4,1.39194151,3.291360608,2.480573068,1.354640881,NA,NA
H02F09.3,0.822360038,0.762425929,2.131710439,0.360499341,0.718473749,NA
H03A11.1,131.8844067,8.463607008,2.454762699,8.005493945,NA,NA
H03A11.2,742.0381015,-1.417652779,2.400267288,-0.590937038,NA,NA
H03E18.1,1775.375625,-0.773958132,2.260424777,-0.342414021,0.732039339,0.988447238
H04M03.11,193.4640174,8.903085907,2.454066018,8.529281236,NA,NA
H04M03.12,482.3997616,9.953094053,2.452601191,8.950682962,NA,NA
H05C05.1,72.09889993,4.728969429,2.411591109,1.970765666,NA,NA
H05C05.2,275.5294915,8.594620664,2.444116161,3.714140417,0.000203896,0.001545355
H05C05.4,651.775829,1.390940009,2.400293055,0.579788636,NA,NA
H05L14.1,151.949334,-6.443266933,2.417150952,-2.702784655,NA,NA
H05L14.2,1.58879858,3.433481009,2.478521039,1.41562153,NA,NA
H06A10.1,0.776698509,-2.02094691,2.366051321,-0.853214134,0.393540567,NA
H06H21.11,25.19704045,-3.968008062,2.417886447,-1.639144382,NA,NA
H06I04.1,0.87892496,2.839886341,2.368579951,1.216896961,0.223643422,NA
H06I04.3,1707.846229,-1.707168748,1.957165492,-0.872381351,0.383000371,0.808419062
H06I04.6,219.4585921,-8.511332675,2.444727551,-3.711581641,0.000205968,0.00155688
H09F14.1,17.12088057,6.1265146,2.460032464,7.407473994,NA,NA
H09G03.1,630.4135465,-0.740021899,2.400263246,-0.308333289,NA,NA
H10D18.1,260.1288506,-9.359753036,2.452648223,-8.921947897,NA,NA
H10D18.5,1043.984061,1.944486795,2.400256423,0.810975544,0.417379715,0.843786181
H10E21.1,317.4042371,1.378740924,2.400478043,0.574640481,NA,NA
H10E21.4,1656.181176,2.087370186,2.154345446,0.969393799,0.332348745,0.748303245
H10E21.5,228.9882507,9.096941627,2.45377602,8.607234596,7.48E-18,1.71E-16
H11E01.3,11063.07006,-0.790694338,2.101765115,-0.376238157,0.70673985,0.985557382
H14A12.3,2506.292342,-0.672007617,2.400152395,-0.280008073,0.779471311,0.988447238
H14A12.5,77.81057358,0.397731715,1.800968445,0.220844265,0.825213696,0.991411913
H14E04.2,119.7929425,8.351765778,2.454949637,8.305657436,NA,NA
H14E04.3,45.31438452,6.904528953,2.454290851,3.205361687,0.001348929,0.00782259
H14N18.4,49.85424738,-0.669307771,2.401954992,-0.2787529,0.780434462,0.988447238
H17B01.2,2.082243396,2.655100942,2.465238969,1.05969372,0.289283961,NA
H17B01.5,6.878063571,4.422653636,2.457805278,2.00862473,NA,NA
H18N23.2,271.3614524,-2.114670167,2.400674597,-0.881855935,NA,NA
H19N07.3,132.2035398,8.46637946,2.454758118,8.353364639,NA,NA
H20E11.1,7.250484816,-5.254114638,2.462934087,-2.211876318,NA,NA
H20E11.3,442.1988711,9.041966602,2.440274062,3.895237305,NA,NA
H20J04.1,56.68783686,-3.101018234,2.404729151,-1.294027992,0.195655752,0.52938972
H20J04.4,43.9754625,1.713459398,2.403098829,0.713161624,NA,NA
H20J04.9,2.774259943,4.061208245,2.471394079,1.682248562,0.092520651,0.304217819
H21P03.2,39.95475736,6.363361445,2.451793735,2.7854727,NA,NA
H23N18.5,314.0712251,-0.29943939,2.124803858,-0.140916062,0.887936253,0.993932324
H24G06.1,50.08665787,5.155813792,2.422085051,2.148131218,NA,NA
H24K24.3,507.5814418,1.887803089,2.40039724,0.787212303,NA,NA
H24K24.4,1.670329812,3.494079594,2.477702023,1.441048355,NA,NA
H27A22.1,366.7000761,-2.638711813,2.400662109,-1.101355033,NA,NA
H27M09.5,511.369624,1.766935021,2.400380004,0.736861993,NA,NA
H28G03.1,1523.465858,6.722150632,2.402441693,2.836152812,0.004566059,0.023587301
H28G03.2,629.0990667,5.031053354,2.401770857,2.11013747,0.034846517,0.140142265
H28G03.3,6.962365408,0.130330442,2.412407684,0.053994739,NA,NA
H32C10.1,1184.95895,-0.2705769,2.4001896,-0.112716833,NA,NA
H34C03.2,197.800932,8.9280149,2.454028122,8.278134148,NA,NA
H34I24.1,373.4338413,-9.773642199,2.452030082,-9.085743987,NA,NA
H34I24.2,5633.470106,-1.419778652,1.558051863,-0.9112638,0.362156395,0.7830805
H35B03.1,823.4413316,10.56845637,2.451846706,9.198182266,NA,NA
H35B03.2,103.280757,-3.671397037,2.40376144,-1.531513425,NA,NA
H40L08.1,198.8334654,-0.72208852,2.400581749,-0.300843397,0.763533915,0.988447238
H40L08.2,2976.134823,-0.295452672,2.015244649,-0.146596022,0.883450894,0.993932324
H40L08.3,21.73748658,6.399064446,2.459203103,7.515678479,NA,NA
H40L08.6,555.1130737,-0.168751701,2.37638753,-0.070998793,0.943398716,0.996176267
H41C03.1,413.578966,2.083453657,2.400495939,0.868901655,NA,NA
H41C03.3,13.061765,5.805736443,2.461131554,2.420094623,NA,NA
H42K12.3,2083.05939,-0.453769254,1.982707666,-0.228852898,0.818983251,0.991411913
H43E16.1,117.7118537,8.333163876,2.45498114,8.298801224,NA,NA
JC8.16,49.75755087,-6.414816725,2.443464362,-2.684517037,NA,NA
JC8.2,292.8920973,-1.290629022,2.400483111,-0.537910475,0.590638856,0.963116989
JC8.7,6.309773287,2.836794818,2.436418845,1.163280686,NA,NA
K01A11.2,29.21704466,-1.632027378,2.404276723,-0.679313564,NA,NA
K01A12.3,305.0241959,0.446335488,2.400410723,0.18595437,NA,NA
K01A12.4,37.16763189,0.042037228,1.92890707,0.021799677,0.982607751,0.996962678
K01A2.5,626.8770027,1.09798289,2.400282393,0.457585758,0.647250077,0.974980121
K01A6.4,32.89924266,-6.984572771,2.456843653,-7.984949799,NA,NA
K01A6.7,42.21832317,-7.274559296,2.456177229,-7.684656347,NA,NA
K01A6.8,173.0278726,8.77459158,2.454263839,8.473047762,NA,NA
K01C8.1,1717.787769,3.195881863,2.284583169,1.401508442,0.161062085,0.455897437
K01C8.2,964.4921692,-10.80462082,2.448096577,-9.379805774,NA,NA
K01D12.10,29.98006243,-6.879785006,2.45710095,-7.943504522,NA,NA
K01D12.15,59.25754993,-1.794364677,2.40231421,-0.747315904,NA,NA
K01D12.6,1.408482065,2.408300533,2.474286047,1.026214869,0.304790314,NA
K01D12.7,168.810644,0.271314458,2.400637892,0.113029406,0.910007242,0.995457406
K01D12.9,2138.877805,3.819885368,2.374074192,1.615110921,0.106286676,0.335165857
K01F9.2,2.254804472,-3.914651555,2.473486335,-1.6472611,0.09950439,0.320734183
K01G5.10,4.774880058,-4.77575097,2.465776275,-2.010656979,NA,NA
K01G5.5,939.9244481,-3.881465695,1.775708501,-2.186490225,0.028779759,0.118313439
K02A11.2,0.383999755,1.926306715,2.507621502,0.773336712,0.439323134,NA
K02A11.4,1754.26386,1.411675571,2.274438292,0.620902768,0.5346636,0.938657475
K02A6.2,1263.941949,1.279914865,2.40020356,0.533483961,NA,NA
K02A6.3,1289.492148,-3.698244627,2.400414732,-1.546543701,0.121973314,0.373256162
K02B12.5,5.562509624,-4.962833832,2.464571932,-2.088085488,NA,NA
K02B12.7,410.380174,1.791916166,2.210007827,0.811178185,NA,NA
K02B12.9,1389.902749,7.974886154,2.406461629,3.368824971,0.000754893,0.004711784
K02B7.3,104.0501216,7.490348391,2.448915464,3.245880281,NA,NA
K02C4.3,2.83028107,4.084542295,2.471179469,1.692069141,NA,NA
K02D10.1,1982.431896,1.570305451,2.400178358,0.654702566,0.512659273,0.922410772
K02D10.3,11.73580353,5.687323034,2.461576872,2.369865159,NA,NA
K02D10.7,2.656630169,3.959640114,2.472365019,1.644099897,0.100155569,0.321776403
K02D10.8,23.11470606,-5.924855405,2.45198553,-2.596244874,NA,NA
K02D3.1,230.918505,-9.222571307,2.452834625,-8.867934953,NA,NA
K02D3.2,4.500610882,4.607719647,2.467078454,1.91365773,NA,NA
K02D7.1,921.2495009,1.646437398,2.40025486,0.686470969,0.492416165,0.910795317
K02E10.1,829.1101509,0.353118974,2.400223019,0.147138164,NA,NA
K02E10.4,1.813379555,-0.432475176,2.446997463,-0.17738916,0.859202722,NA
K02E10.5,138.2711372,7.584565682,2.442697329,3.172765984,NA,NA
K02E10.7,32.34367061,6.853245081,2.457989567,7.701051783,NA,NA
K02E11.10,1061.220965,-1.409230078,2.150190558,-0.655531942,0.512125328,0.922410772
K02E11.3,596.5361801,-1.270105451,2.400294883,-0.529350446,0.596562367,0.964434568
K02E11.4,998.9182071,1.87496118,2.400257978,0.781943435,0.434247817,0.8580055
K02E11.5,229.8189224,1.002577266,2.400557356,0.417745352,NA,NA
K02E11.6,1092.702549,1.920795979,2.299065589,0.836062678,0.403119643,0.831466078
K02E2.1,11.62271161,5.684924821,2.461586136,7.226110804,NA,NA
K02E2.11,53.81429679,1.184980775,2.402109465,0.493564741,0.621613607,0.9678365
K02E2.12,137.5438713,2.515588999,2.401554866,1.048941246,0.294205161,0.697915082
K02E2.6,1260.697651,2.303136571,2.400255681,0.960944782,0.336579932,0.752554249
K02E7.11,35.23730762,-7.068291194,2.456644655,-7.971394593,NA,NA
K02F2.5,9427.583776,1.347712662,1.358027719,0.992422214,0.320991607,0.734818104
K02F3.12,4.770152714,4.654108781,2.46677165,1.935303165,NA,NA
K02F3.2,384.8739226,2.165238606,2.400541674,0.903089236,NA,NA
K02F3.9,365.2528352,0.391154527,2.400360356,0.163009725,NA,NA
K02F6.3,53.60618558,-6.708241312,2.446444031,-2.904834141,0.003674478,0.019389784
K02F6.7,333.588731,1.66038012,2.400502181,0.692253337,NA,NA
K03B4.1,69.41674971,-6.532552676,2.437323489,-2.697874572,NA,NA
K03B4.2,0.457242268,-1.113005554,2.376363376,-0.490007565,0.624128546,NA
K03B4.4,736.5936738,2.591398692,2.400396847,1.081559699,0.27944822,0.676812902
K03B8.6,1398.167433,0.584306192,2.400181577,0.243478853,NA,NA
K03B8.8,447.8860833,-1.147006145,2.400345322,-0.478022297,NA,NA
K03C7.10,13.26355572,-5.946171935,2.459918624,-7.569921616,NA,NA
K03D3.2,62.54193384,7.608092692,2.456314356,8.006111688,NA,NA
K03E5.2,1581.175939,1.478200808,2.203829934,0.670955429,0.502248924,0.915625675
K03H1.11,4.199023554,4.529304026,2.46761586,1.880493921,NA,NA
K03H1.5,526.4044085,-10.14666269,2.450535451,-9.238764529,NA,NA
K03H1.7,0.676350172,-0.219867205,2.128462958,-0.101904395,0.918832561,NA
K03H6.1,653.7034058,-9.72088515,2.43934568,-4.151661325,NA,NA
K03H6.2,4.327430412,-4.384737982,2.463226202,-1.797845681,NA,NA
K03H6.4,658.1649087,3.663918786,2.400730132,1.532155632,NA,NA
K04A8.1,556.0893163,-9.327781815,2.436482661,-4.032694973,5.51E-05,0.000506986
K04A8.19,496.5684558,9.98639845,2.452558594,8.7836032,NA,NA
K04C2.2,117.8225998,-0.598125733,2.40088501,-0.249136858,NA,NA
K04D7.17,12.81465348,0.736605706,2.407413698,0.305682884,0.759846106,0.988447238
K04D7.6,7.474959137,5.18184233,2.463779154,2.15613812,NA,NA
K04F1.9,350.1489946,4.728261284,2.402511095,1.980339024,NA,NA
K04F10.1,413.4545769,9.776063752,2.452831202,8.880085903,6.68E-19,2.45E-17
K04F10.2,418.85796,-9.8984005,2.451520778,-9.137999506,NA,NA
K04F10.3,148.364596,3.156106468,2.402072838,1.317930896,NA,NA
K04F10.7,460.0828435,-8.40271415,2.423469359,-3.541971303,NA,NA
K04G2.12,31.24908689,6.813872505,2.458087619,7.686404268,NA,NA
K04G2.4,850.013877,0.583270564,2.221928553,0.262545684,0.792900769,0.988447238
K04G7.1,14.26362209,0.730704287,2.133473319,0.342792012,NA,NA
K04H4.5,974.6418504,1.110255342,2.400223356,0.462742091,NA,NA
K05B2.2,170.8345976,-8.876420328,2.45332676,-8.731722827,NA,NA
K05C4.2,462.9709456,-1.341928287,2.40035221,-0.559301846,0.575955736,0.961083394
K05C4.5,57.94425645,0.744415894,1.581655053,0.470649444,0.637891093,0.973926826
K05C4.7,197.5491999,-9.042863464,2.453086042,-8.412062023,NA,NA
K05F1.1,1.280652659,2.366506545,2.469727854,1.006773237,NA,NA
K05F1.10,152.3247992,8.628976131,2.45449374,8.417969402,NA,NA
K05F1.6,713.1545095,-10.28059715,2.446634477,-4.721479762,NA,NA
K05F1.9,104.3998346,-5.365788535,2.152871354,-2.489092356,0.012806969,0.058465304
K06A4.7,469.0004189,-0.109885296,2.275016335,-0.048289531,0.961485498,0.996962678
K06A5.1,82.90345584,-5.0477431,2.411649295,-2.098281708,NA,NA
K06A5.2,601.2053542,-0.125499685,2.396150359,-0.052376133,0.958228991,0.996867136
K06A9.2,579.2789432,9.344052315,2.439095338,4.025114727,NA,NA
K06B4.15,378.0239841,9.672815948,2.452968351,8.624975049,NA,NA
K06B9.6,79.40232147,-0.085803418,2.401207904,-0.03572237,NA,NA
K06G5.1,2626.477762,-0.902316253,2.06026033,-0.437978629,0.661401776,0.977199939
K06H7.1,175.6094777,-8.908073648,2.453280353,-8.743391102,NA,NA
K06H7.7,72.09820934,7.768625825,2.455999683,8.071427446,NA,NA
K07A1.1,557.9392926,1.200060856,2.400309262,0.500160941,NA,NA
K07A1.10,1137.13796,0.595031005,2.211384838,0.269103047,0.787850386,0.988447238
K07A1.13,36.5437183,6.255612654,2.452079658,2.741626121,NA,NA
K07A1.3,248.2602645,3.086127958,2.401236517,1.288599392,NA,NA
K07A1.4,1037.843341,9.80940052,2.431414136,4.145780367,3.39E-05,0.000326676
K07A1.5,1.976925904,-1.076112806,2.449364276,-0.449219186,0.653273548,NA
K07A12.1,420.6251325,0.714373839,2.400340228,0.297675007,0.765951221,0.988447238
K07A12.4,613.6648358,-10.02388342,2.407361417,-4.444361515,8.82E-06,9.64E-05
K07A12.5,273.0652971,8.584460963,2.444161304,3.709794591,NA,NA
K07A3.3,77.70107402,-7.972202182,2.454794053,-8.373667872,NA,NA
K07B1.7,860.4780276,-8.95731809,2.419040473,-3.766878523,NA,NA
K07C10.3,264.5919069,-0.788709191,2.400470468,-0.328545135,0.742499523,0.988447238
