,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
21ur-11898,0.566278217,2.218640589,1.699070656,1.347979649,0.177664928,0.293904051
21ur-11983,0.225650553,2.750028973,1.166873338,2.349140216,0.018816819,0.051196061
21ur-12005,0.606798429,2.52967203,1.172247155,2.163076004,0.030535334,0.072322351
21ur-12084,0.900805329,3.788003076,1.171419254,3.238787846,0.001200388,0.013569324
21ur-1214,0.443158677,2.138612177,1.951009623,1.080600967,0.279874652,0.419109784
21ur-12187,3.520606214,4.677461841,1.160075883,3.995171987,6.46E-05,0.001591263
21ur-12188,0.386855501,2.259759773,1.874144265,1.187019154,0.235220065,0.366369458
21ur-12279,54.87681938,-1.443719741,0.866694995,-1.665359037,0.095841147,0.180014526
21ur-1229,18.9861963,2.226177408,1.435497834,0.17562617,0.860587641,0.915173886
21ur-12364,178.1394046,-1.285290426,1.598002623,-0.800653595,0.423332214,0.568415603
21ur-12556,1.873628403,3.301427753,1.025354964,-3.662419027,0.000249845,0.004248195
21ur-12572,24.30055583,-1.110756623,1.463621752,-2.755985774,0.005851554,0.030426748
21ur-12715,1.023004332,3.797270113,1.229438301,3.104970266,0.001902982,0.017169775
21ur-1280,1.508194818,2.895133291,1.139356593,2.547811241,0.010840111,0.039872916
21ur-12830,12.49536372,-1.546297515,1.341530854,-2.872190448,0.004076372,0.025217992
21ur-1292,0.738623528,2.281885365,1.229529343,1.849659712,0.064362611,0.132388237
21ur-12944,0.09690866,3.86737943,0.906946758,-0.418178065,0.675816932,0.785195534
21ur-13151,0,0,0,0,1,NA
21ur-13215,69.47218099,1.384653593,1.52739548,0.911226463,0.362176063,0.508558893
21ur-13272,0.472804165,3.271285575,1.1952954,2.731637977,0.006302035,0.031330201
21ur-13334,0.6812515,2.974359865,1.209143705,2.462388317,0.013801515,0.043701801
21ur-13353,0.959814145,3.853589201,1.182624938,3.26391614,0.001098837,0.012781014
21ur-13400,1.239236583,2.298758333,1.145248813,-0.607665019,0.543409668,0.677491603
21ur-13659,1.543064383,-0.001600393,0.914737989,-0.001733311,0.998617018,0.99912389
21ur-13666,0.419316132,2.211009815,1.59283385,1.379832605,0.167638191,0.281236895
21ur-13719,0.512450527,3.190631862,1.20447222,2.650921023,0.008027261,0.035169774
21ur-13750,0.286623921,3.222357651,1.946702539,0.973667539,0.33022164,0.474568661
21ur-13798,0,0,0,0,1,NA
21ur-13886,4.195914542,2.106643322,0.941390732,2.234475241,0.02545182,0.062981345
21ur-13893,0.210952724,3.9552136,1.011828583,-1.233940733,0.21722499,0.344558089
21ur-13915,4.730965851,1.843767439,1.217587211,1.513820971,0.130071252,0.229337311
21ur-13920,0.565446803,3.145502151,1.153606278,2.730110915,0.006331302,0.031406132
21ur-13922,3.953001071,1.156892247,1.002620739,-4.337673628,1.44E-05,0.000561413
21ur-13952,359.7238991,2.098456015,0.847206781,2.477927233,0.013214809,0.043028485
21ur-14053,398.6987718,2.160038045,0.907671711,2.381137744,0.017259257,0.048619583
21ur-14060,0.604444561,2.750864459,0.936984971,-2.584917739,0.009740223,0.038103608
21ur-14107,5.771300529,5.723559829,1.252114001,4.517375262,6.26E-06,0.000323347
21ur-14159,6.925041187,2.634012967,1.571416982,0.82679644,0.408352448,0.554143344
21ur-14229,6.98776461,5.508628307,1.139148093,4.818953707,1.44E-06,0.000110026
21ur-14264,0.699664242,2.802223302,1.264727723,2.209599235,0.027132988,0.065892598
21ur-14295,4.67858261,0.528533263,1.275929202,-3.792669402,NA,NA
21ur-14449,28.03050308,0.568704489,1.41478249,-0.990169338,0.322091357,0.465124322
21ur-14713,18.76855375,0.60485738,1.925036007,0.317900365,0.750560515,0.839987633
21ur-14742,0.980551989,-0.796403593,1.176551649,-0.670196984,0.502732226,0.640354065
21ur-14760,7.24485888,0.468414021,1.162275786,-3.322562858,0.000891946,0.011143987
21ur-14903,0.045950271,2.728286607,0.996710702,0.298117694,0.765613337,0.851451374
21ur-15006,7.360895,1.900900776,1.081003818,-4.709880449,2.48E-06,0.000163856
21ur-15020,4.943622882,3.445587612,1.485319218,2.316196509,0.020547542,0.054019399
21ur-15030,8.490774373,0.802261347,1.273861062,-4.339517575,1.43E-05,0.000560715
21ur-15182,16.47926055,3.834258267,1.300863732,2.950978217,0.003167693,0.022122784
21ur-15244,12.78613967,0.662107397,1.319680357,-2.348223387,0.018863204,0.051242177
21ur-15261,3.260568597,-0.025703884,1.047941464,-3.157412591,0.00159176,0.01583847
21ur-15413,0.524228896,2.20485977,1.128546706,1.94127117,0.052225394,0.111575833
21ur-15418,9.227859538,0.563460531,1.448540644,-0.609117456,0.542446588,0.676762376
21ur-15445,16.3564763,1.398460019,1.45859192,0.962327228,0.335885256,0.48014663
21ur-15498,0.354026853,2.970295812,1.152745848,2.575294077,0.010015489,0.038502349
21ur-15499,2.865460116,2.080182906,1.001469623,-3.529448953,0.000416426,0.006267392
21ur-15510,0,0,0,0,1,NA
21ur-15514,98.51478585,4.992580264,1.588051292,3.252774797,0.00114284,0.013164799
21ur-15588,296.1058519,1.287357239,1.299309893,0.992709905,0.320851347,0.463910896
21ur-15673,603.3623506,1.08442581,1.295592598,0.838331729,0.401844421,0.547945819
21ur-1586,1.077281626,2.728872408,1.086322639,2.486037924,0.01291742,0.04255598
21ur-1600,45.42436024,-0.31567056,1.737906628,-0.181276027,0.856150922,0.912313444
21ur-1625,0,0,0,0,1,NA
21ur-1631,1.640070486,0.628753828,0.980143249,-3.00975192,0.002614612,0.020154699
21ur-1650,1.184227396,3.383532486,1.15197201,2.895121649,0.003790116,0.024451985
21ur-1655,0.10433481,6.331572206,0.928695085,-0.434609236,0.66384609,0.775340759
21ur-17,2.417157134,4.942912974,1.284777454,3.849227481,0.000118491,0.002426741
21ur-1710,0.338079955,1.703930284,1.928294949,0.879955611,0.378883357,0.526464901
21ur-1867,0.203328194,4.492068276,0.87548029,-1.309812877,0.190259146,0.310508871
21ur-1959,0.865249206,3.56920592,1.161327564,3.086849262,0.002022901,0.017761036
21ur-1995,0.716905209,2.668295512,1.150406256,2.330268621,0.019791958,0.052844326
21ur-202,0.545276867,1.479582564,1.183611119,1.230695729,0.218436686,0.346059637
21ur-2135,0.050958389,6.566288467,0.928716807,0.274089392,0.784015926,0.863823454
21ur-2144,0.804643054,3.088384493,1.197265712,2.577347803,0.009956172,0.038457808
21ur-2169,1.04652565,2.724340509,1.202775123,2.28973863,0.022036473,0.056720295
21ur-2266,0.28110857,2.054617592,1.910713628,1.044892026,0.296072876,0.43685283
21ur-2555,0.252898054,2.807818495,1.224062139,2.282347398,0.022468838,0.057507233
21ur-2628,1.040041276,3.972892611,1.219926303,3.25873681,0.001119094,0.012958914
21ur-2753,0.253077265,3.267564762,0.969405266,-1.462624153,0.143570251,0.248441231
21ur-2836,10.37413114,1.375553837,1.283338206,-2.383581646,0.017145081,0.048447291
21ur-2846,0.223721725,3.06603627,0.905355068,-1.457744272,0.144911044,0.250492632
21ur-2953,0.146829785,4.392897707,0.905567527,-0.890744283,0.373066372,0.520181319
21ur-2983,0.581228457,2.597474939,1.216325208,2.140094414,0.032347137,0.075619036
21ur-310,0.550893531,3.172382321,1.212147276,2.612377464,0.008991492,0.036887719
21ur-3122,0.721943514,1.915653711,1.063098006,1.778832871,0.075267166,0.149347559
21ur-3123,0.205456877,2.116027803,1.224296755,1.72283885,0.084917671,0.163888595
21ur-3138,0.675657532,2.615727289,1.19861794,2.18758097,0.028700139,0.068914775
21ur-3177,0,0,0,0,1,NA
21ur-3218,0.45290597,0.864940233,1.118831119,0.767500974,0.442783714,0.586392278
21ur-328,12886.46744,3.785298772,0.45450146,8.328889616,8.16E-17,5.01E-14
21ur-3464,0.570577526,2.618358199,1.16496934,2.246489257,0.024672687,0.061578546
21ur-354,4.63534944,2.458478464,0.859327978,2.850162795,0.004369686,0.026215604
21ur-3890,10.1724451,1.48002406,1.223504538,1.211370135,0.22575358,0.355066427
21ur-3899,1.333288208,3.262566718,1.109525153,2.927838102,0.003413277,0.023075522
21ur-409,0.111247424,4.086221988,0.930773405,-0.451492056,0.651634949,0.766133166
21ur-4122,0.206567433,2.65380342,1.198192707,2.20737367,0.027287964,0.06617664
21ur-4139,1.389912253,3.363001061,1.935099537,1.366567368,0.171760951,0.286530776
21ur-4151,0.650188096,2.549842473,1.126799009,2.265435951,0.02348594,0.059397251
21ur-4206,2.294604126,0.707874032,1.146789991,0.616090984,0.537834472,0.67229924
21ur-4221,1.394046955,3.865185826,1.114419138,3.471378986,0.000517793,0.007429044
21ur-4223,0.066505271,4.253441544,0.977264792,0.27081405,0.786534053,0.865593529
21ur-4366,1.214300157,3.375581954,1.615431986,2.203168542,0.027582872,0.06670762
21ur-4500,2.333538561,2.472009132,1.433038347,1.72467514,0.084586034,0.16342973
21ur-4629,0.273770747,2.883223493,1.176394326,2.44378021,0.014534278,0.044848997
21ur-4706,0.581915049,1.208914596,1.129516025,1.062500218,0.288008659,0.428953436
21ur-4841,3.540722838,2.070123461,0.98776332,-4.261875405,2.03E-05,0.000687466
21ur-486,0.573225328,2.193700966,1.866865886,1.177673751,0.238926695,0.370813518
21ur-5045,0.723506772,2.858075858,1.620716194,1.778084201,0.075390027,0.149506138
21ur-5572,0.984270737,3.481682513,1.261390658,2.799487096,0.005118386,0.028454305
21ur-5581,0.112276516,5.266149574,0.911273238,-0.477510192,0.632998865,0.75252369
21ur-5698,0.97498248,3.696339842,1.215078185,3.05996867,0.002213601,0.018615568
21ur-5742,0.675417347,1.948161849,1.594167269,1.200574522,0.229916289,0.360203336
21ur-5827,2.50047949,5.134449725,1.164080826,4.413122946,1.02E-05,0.00045095
21ur-5893,0.323421349,2.018954058,1.951266889,1.003983257,0.315386684,0.457768383
21ur-5910,1.610505131,0.849309138,1.92820846,0.449182158,0.653300257,0.766882579
21ur-6108,0.41785179,2.967537271,1.474547554,1.986630054,0.046963408,0.102643398
21ur-6140,3.335299467,2.75052357,1.053193138,2.599036043,0.009348596,0.037482716
21ur-633,0.81407875,3.369064886,1.177601965,2.882073736,0.003950673,0.025000821
21ur-6462,0.446662983,2.627932636,1.133061504,2.314440136,0.020643591,0.054122066
21ur-6568,0.563121917,3.49054392,1.182650547,2.946828415,0.003210513,0.022305496
21ur-6585,0.408077321,2.540638458,1.55882242,1.619032079,0.105440361,0.193384473
21ur-6598,130.1587884,-0.289546825,1.585930167,-0.182353034,0.855305681,0.911899743
21ur-6641,1.033087081,3.255244951,1.283168248,2.552812823,0.01068569,0.039729556
21ur-6655,0.410648247,2.052651136,1.571913122,1.309629788,0.190321106,0.310561468
21ur-6789,0.656347633,2.922434644,1.739919354,1.656657766,0.097588686,0.182411208
21ur-6801,0.4337036,3.055425263,1.183073751,2.580950275,0.009852877,0.038248222
21ur-6935,1.644630234,3.095533,1.947494921,1.598435009,0.109946199,0.199711502
21ur-7007,1.090068713,1.333740452,1.882001177,0.7119518,0.476494624,0.617338917
21ur-7038,0.961823211,3.5541423,1.20169604,2.983780346,0.002847111,0.02091285
21ur-725,0.586874667,3.319739384,1.16514669,2.849455257,0.004379417,0.02623364
21ur-7335,6.761712411,5.990389462,1.168084842,5.07518774,3.87E-07,3.78E-05
21ur-7530,1.009959464,-0.00788708,0.94620665,-0.0083282,0.993355135,0.994879124
21ur-7565,17.52126144,3.547682672,1.640220541,1.324934468,0.185192887,0.3039503
21ur-7598,0.253803029,2.819579,1.168259795,2.405653227,0.01614358,0.047077754
21ur-770,0.700264886,3.189615935,1.234477659,2.564053991,0.010345745,0.039144379
21ur-7941,0.176116254,2.57114061,0.910624139,-1.143736555,0.252732909,0.386613244
21ur-7964,0.750877901,3.540680176,1.205488263,2.94120114,0.003269422,0.022510948
21ur-8107,5.081516818,0.708386378,1.359173173,0.522893027,0.601048697,0.724769527
21ur-8249,2.331483926,3.731481597,1.408032618,2.699693171,0.006940345,0.0327573
21ur-8581,0,0,0,0,1,NA
21ur-8742,21.77442488,1.068274847,1.330150285,-0.530051712,0.596076077,0.721271389
21ur-8767,0.177565496,2.21871552,1.9308893,-0.372701168,0.709370867,0.810388134
21ur-8768,1.642133063,3.410312969,1.861511492,1.839631362,0.065822377,0.134886154
21ur-8775,0.946858701,2.686431672,1.949321591,1.358592966,0.174275605,0.290042814
21ur-8818,0.592725942,3.355903297,1.214343552,2.762177396,0.005741727,0.030212766
21ur-8826,0.108305663,5.32519407,0.907621013,-0.464138648,0.642548414,0.759418526
21ur-8902,0.897144585,1.787756035,1.108951688,1.601800641,0.109199701,0.198778473
21ur-9162,0.271014277,2.352353891,1.163631124,2.012684105,0.044147873,0.097565543
21ur-9207,9.543854442,-1.964521453,0.897909104,-2.185762833,0.028832961,0.069121019
21ur-9845,1.00200678,2.171187101,1.194430059,1.819052179,0.06890347,0.139530194
21ur-9982,0.129985756,4.130625106,0.911611034,-0.709349844,0.478107404,0.618507783
AC3.5,2707.185214,-0.371627045,1.119258764,-1.385054616,0.166035768,0.279176367
AH6.3,52.43254775,2.323086105,1.563577825,-1.712383647,0.086825991,0.166724632
AH9.6,50.19802558,-3.274594402,1.54636869,-2.097844439,0.035918889,0.082437442
ATP6,80539.93953,2.645718835,0.444764904,5.948788797,2.70E-09,5.64E-07
B0001.10,5.337308255,1.580815702,1.199165435,-2.992842056,0.002763927,0.020666416
B0001.2,351.6100047,-0.392172279,1.42366697,-1.744622458,0.081050609,0.158060794
B0001.3,123.0615383,-0.554925343,1.661517341,-2.246578159,0.024666999,0.061578546
B0001.4,218.9837895,1.331655487,1.327122784,-0.933902333,0.350354275,0.49606214
B0024.11,148.7289457,-5.371094461,1.658271276,-2.496674259,0.012536406,0.042239599
B0024.13,65.23913701,2.035125595,1.53330845,-1.613769626,0.106577405,0.194922255
B0024.15,5.904759919,5.206970965,1.054981243,-4.285510536,1.82E-05,0.000640359
B0024.4,3630.483075,0.932328229,1.415651563,0.659980632,0.509266258,0.646407348
B0025.4,56.37623277,1.590922564,1.498749236,-2.623836089,0.008694562,0.036454516
B0025.5,131.7284943,-0.749372907,1.664840853,-2.340615009,0.019252008,0.051920274
B0025.8,55.00655297,-1.040500453,1.570389309,-2.570144038,0.010165624,0.038794279
B0034.4,15.68779499,0.118907556,1.359219915,-3.166249112,0.001544185,0.015563816
B0034.7,1.660432068,-2.095318624,1.03023952,-3.085462976,0.002032355,0.017793756
B0035.1,173.7362394,-0.603774811,1.627698994,-2.300473098,0.021421432,0.055587305
B0035.13,10422.88867,-0.524117146,1.384670517,-0.378169004,0.70530505,0.806978995
B0035.15,270.6076361,1.329746943,1.555331199,0.293974582,0.768777327,0.853516069
B0035.18,22.732481,-0.69321109,1.441171346,-2.696075835,0.007016169,0.033040526
B0035.3,1043.913879,-2.255126914,1.439369235,-1.560253493,0.118699989,0.2124801
B0041.5,177.2670657,1.065192574,1.659138055,-0.880310104,0.37869134,0.526268102
B0041.8,381.7364837,-1.582875506,1.736593917,-2.091915743,0.036446054,0.083427357
B0198.3,44.48067845,2.881758998,1.5053841,-2.34963639,0.018791758,0.051141197
B0205.10,939.3501722,-2.124336307,1.374385976,-1.540705568,0.123388461,0.219524713
B0205.12,9.435198264,0.24891244,1.247767153,-2.352077025,0.018668909,0.050948914
B0205.13,2549.245763,0.802645315,1.319812678,0.608921177,0.542576687,0.676843843
B0205.6,662.6724771,1.825228437,1.622328429,0.269496008,0.787548014,0.866253054
B0205.8,453.3128,0.760492904,1.543729845,0.494018747,0.62129294,0.741561508
B0205.9,60.98635066,0.521253486,1.083155053,-1.983879651,0.047269258,0.10316076
B0207.1,86.87189971,-0.48266999,1.570753583,-2.595696055,0.009439953,0.0376342
B0207.11,28.28717462,2.24267258,1.476807045,-2.793644157,0.005211779,0.028757018
B0207.7,363.8991339,0.600030294,1.702126821,-0.759840092,0.447350175,0.589971285
B0207.9,90.99203526,-0.401371398,1.588550822,-2.026326552,0.042731332,0.095003994
B0218.5,145.927709,2.396218342,1.708607949,-0.241238479,0.809370289,0.881254318
B0218.7,663.0771778,-3.387137678,1.504247993,-2.236807305,0.025298937,0.062707023
B0222.1,2087.30053,3.610918803,1.50078164,2.443559196,0.014543184,0.044848997
B0222.10,13.57659415,3.256848076,1.165184836,-3.026361627,0.002475161,0.019600496
B0222.5,186.9542136,-0.302898981,1.612188652,-0.187659352,0.851143697,0.909389926
B0228.1,76.27162679,0.888711346,1.534906983,-2.72918657,0.006349077,0.03141885
B0228.7,889.7208053,-1.268892886,1.540797681,-0.820538313,0.411909298,0.557593651
B0238.1,166.8307518,0.126480524,1.686582983,-2.299495269,0.021476832,0.055650089
B0238.11,86.22395766,-4.887436714,1.549098436,-2.758934403,0.005799017,0.030291126
B0238.12,2862.440328,2.744070931,1.434432843,1.928520502,0.053790417,0.114382213
B0238.9,81.64002841,-2.862371533,1.487364722,-2.688200295,0.007183829,0.033465638
B0244.10,46.90375688,2.538426029,1.491292479,-2.656831131,0.007887894,0.034969888
B0244.6,32.56287971,3.234533261,1.430252661,-3.034451536,0.002409735,0.019318749
B0250.5,159.0908417,-1.774825044,1.578318394,-1.118213284,0.263475912,0.399188555
B0250.7,18.3403925,0.264108701,1.223005118,-3.263375116,0.001100937,0.012791197
B0252.1,208.9244467,0.952903865,1.648236495,-0.948186543,0.343034497,0.487704783
B0252.3,94.71374653,-1.613708147,1.630046485,-2.350585136,0.018743919,0.05107707
B0252.5,252.1204487,-0.118839007,1.499571947,-1.273062496,0.202995866,0.326550411
B0252.8,462.4444189,2.495329972,1.428465622,1.759060282,0.07856727,0.154399838
B0261.1,166.4471069,-3.850191809,1.689595506,-2.254089969,0.024190509,0.06072465
B0261.6,1009.147612,-0.67704173,1.529799944,-0.44168915,0.658714162,0.771157748
B0261.7,84.41694593,0.489858488,1.575368671,-2.452516927,0.014186071,0.044256849
B0261.8,23.09271342,-2.896233546,1.386534886,-2.832782606,0.004614476,0.026913692
B0272.3,156.6435296,-0.086363515,1.553230121,-2.524447178,0.011588042,0.040810161
B0272.4,110.0018693,-1.344233298,1.7575408,-0.758825726,0.447956814,0.59027217
B0273.1,180.5697652,-0.91852799,1.736167283,-0.526156796,0.59877927,0.723034621
B0280.17,865.9573425,-3.185101132,1.522383518,-2.077804356,0.037727382,0.085819506
B0280.9,67.73011451,0.679428807,1.464382797,-1.96663376,0.049225448,0.106451306
B0281.3,16.83569199,-2.682178432,1.424102672,-1.873589497,0.060987027,0.126843786
B0284.7,0.089490684,4.987034995,0.901047897,-0.362286013,0.717138309,0.815959656
B0285.12,4.019725962,1.030530976,1.129097984,-3.218508386,0.001288592,0.014129426
B0285.3,172.2271168,-1.069030495,1.443857632,-2.76239727,0.005737862,0.030212766
B0285.6,121.1563561,4.147839919,1.74964658,1.284241674,0.199057408,0.321747832
B0286.1,51.58753026,1.264987707,1.341892832,-2.861075933,0.004222059,0.025705702
B0294.1,2717.514304,4.48485019,1.293607351,3.495685458,0.000472846,0.00695616
B0294.3,10.70084232,2.463075471,1.166897756,-2.334094947,0.019590751,0.05250844
B0303.16,18.28072217,4.284528592,1.489633638,0.319622638,0.749254412,0.83906533
B0303.3,1309.25951,0.124903875,1.525207331,0.081913292,0.934715664,0.961229195
B0303.4,844.1662006,-1.457276914,1.500602447,-2.011053372,0.04431982,0.097873464
B0310.1,418.0341858,-2.036600854,1.64223259,-2.291614342,0.021927907,0.056577218
B0310.3,67.68122334,5.081453734,1.483338695,2.082133534,0.037330274,0.085208635
B0334.10,14.12412358,0.842146868,1.469722383,-0.728293209,0.466434119,0.608000046
B0334.13,106.0877108,1.23861136,1.535294931,-3.447676304,0.000565431,0.007980986
B0334.3,6307.64633,-0.469460764,1.239042287,-0.378714778,0.704899678,0.806876396
B0334.4,44.69081601,-1.0936666,1.489898856,-2.715673808,0.006614105,0.032147197
B0334.5,673.3024835,0.348877833,1.656367091,0.211019642,0.832871944,0.896839944
B0336.3,171.5985103,-0.362279016,1.536065089,-1.035080791,0.300631182,0.441893147
B0336.5,253.3517924,-6.491295914,1.504704003,-4.278388039,1.88E-05,0.000653252
B0336.7,84.52152809,-0.207212686,1.562602523,-2.497690025,0.012500545,0.042209733
B0348.2,31.95586206,1.839898656,1.486364677,-2.764318924,0.005704176,0.030157519
B0353.1,200.2447701,-2.015655325,1.56043057,-1.284410101,0.198998501,0.321737117
B0361.2,71.73889727,-1.804232828,1.580028704,-1.761721554,0.078116354,0.153832074
B0361.3,538.3969454,-0.30735161,1.608785943,-1.742635284,0.081397343,0.158529786
B0361.4,6.873232035,3.297891618,1.23798208,-3.040487906,0.002361952,0.019118502
B0361.9,1802.028444,-0.068675189,1.471634627,-0.046666734,0.962778844,0.977041266
B0365.9,1594.273417,-1.088669828,1.577039519,-0.687821791,0.491565012,0.630296655
B0379.1,3248.271328,0.946332547,1.317461679,0.719364526,0.471916348,0.61308038
B0379.11,0.724411803,-0.18752768,1.071098494,-0.174841462,0.861204208,0.915549919
B0379.2,54.64566204,1.764858155,1.476881017,-1.18047306,0.237812119,0.36960808
B0379.7,242.9484044,0.944984133,1.686748574,-0.299419545,0.764619951,0.850641724
B0393.3,1077.637614,-0.765725718,1.638503219,-2.279111429,0.022660442,0.057870005
B0393.4,708.4730663,-7.27072781,1.473202608,-4.891866745,9.99E-07,8.28E-05
B0393.5,926.0831839,-3.797508035,1.544325234,-2.439346538,0.014713851,0.045161966
B0393.7,7.084553494,4.299543281,1.206772884,-3.144086087,0.001666064,0.016339944
B0395.3,186.0579719,-0.555020414,1.607754782,-1.948975777,0.051298318,0.109955043
B0403.5,120.9914125,1.421264138,1.54833171,-0.699761059,0.484076538,0.623373127
B0410.3,1631.352452,-0.418339984,1.311519693,-0.318795384,0.749881678,0.839407795
B0416.5,258.8863777,-1.075467707,1.488987828,-1.353784791,0.175805047,0.291797826
B0432.1,184.4284815,5.2862817,1.823010504,2.392390722,0.016739012,0.04790109
B0432.11,9.85465088,-4.487739472,1.32194307,-3.332341346,0.000861186,0.010863627
B0454.5,14.35442976,1.834173512,1.363783628,-2.445266529,0.014474513,0.044735795
B0457.2,232.3866211,-1.283157723,1.633858109,-2.275635756,0.022867819,0.05822876
B0457.6,33.64414432,1.391378049,1.521991043,-1.370689272,0.170471841,0.285074988
B0491.5,489.4648443,-0.46789914,1.510036315,-1.266854545,0.205207305,0.329245821
B0491.6,1099.975647,0.551618618,1.602001022,0.345182827,0.729956928,0.825062235
B0491.7,51.07697284,-5.100738979,1.550146504,-2.78221569,0.005398915,0.029370658
B0495.15,0.805349314,2.890922108,0.837266221,-3.198140688,0.001383168,0.014697038
B0495.5,128.6919473,-1.035064698,1.533311202,-2.655952012,0.007908487,0.034986713
B0495.7,953.7594322,-0.845376251,1.542400081,-2.453266729,0.014156532,0.044239092
B0495.9,1214.864363,-0.568467328,1.499771147,-0.934829629,0.349876108,0.495653865
B0496.1,51.54854702,-3.260166207,1.617807739,-1.997549905,0.045765479,0.100530058
B0496.15,0.159795954,5.793158769,0.864137325,-0.975563713,0.329280714,0.473411846
B0496.2,23.25366875,-3.425764291,1.506416402,-2.248840111,0.02452267,0.061320814
B0496.6,40.27916527,-1.530506974,1.667338474,-0.912253186,0.361635452,0.508137004
B0507.1,121.2540359,1.017410799,1.645023767,-2.491761161,0.012711148,0.04233895
B0507.2,115.8891995,0.551308049,1.590067731,-1.24269148,0.213981545,0.340721684
B0511.11,132.460405,-1.37143732,1.640920657,-0.831398212,0.405748709,0.551401444
B0511.12,1987.21777,0.870271949,1.428424587,0.610522969,0.541515433,0.675842836
B0511.6,282.955591,0.785173967,1.439609801,-1.849269805,0.064418863,0.132451777
B0511.7,57.37676446,1.7627716,1.629104913,-0.737648298,0.460728198,0.602592791
B0513.4,666.8223376,0.270761073,1.542985588,0.175636385,0.860579616,0.915173886
B0513.5,195.8732719,-2.26356324,1.585198123,-1.954117753,0.050687293,0.10898081
B0524.5,20.63717722,-1.336719148,1.598533548,-0.831463027,0.405712107,0.551401444
B0524.6,5.53356227,1.743111539,1.300896269,-0.111716348,0.911048316,0.948316049
B0546.4,31.74989136,-1.950361059,1.552169422,-1.250155326,0.211242813,0.337168578
B0554.4,15.75948093,-2.686351835,0.887349258,-3.024174581,0.002493125,0.019653353
B0563.6,64.85142715,1.857269919,1.592412022,-2.429287238,0.015128541,0.045658865
B0564.7,212.3646554,-0.901773415,1.437803673,-0.625975652,0.531330912,0.666476687
BE0003N10.1,59.37998278,-0.901514547,1.427726981,-1.89557945,0.058015677,0.121657045
BE0003N10.3,53.88490712,-6.792507437,1.176013478,-5.709862312,1.13E-08,1.92E-06
BE10.1,179.4267483,-0.211952008,1.58544565,-2.515007892,0.011902972,0.041203928
BE10.4,15.94447566,3.423418184,1.375733302,-3.000755884,0.002693104,0.020482289
C01A2.10,1.002229818,3.836484167,1.26527272,3.036024443,0.002397199,0.019279197
C01A2.2,151.6848079,1.819065363,1.574123567,0.302253161,0.762459082,0.849364569
C01A2.4,118.1954671,1.56375081,1.69622008,-0.331235313,0.740466749,0.832383089
C01A2.9,0.175954786,4.089178546,0.908127138,-1.223820996,0.221019762,0.349145707
C01B10.10,191.1201227,0.324844324,1.565996309,-2.343806189,0.019088087,0.051639815
C01B10.11,133.0429309,-0.660095718,1.675273249,-2.228837045,0.025824749,0.063572827
C01B10.3,176.1990251,1.852154557,1.612872988,-0.297657568,0.765964532,0.851751255
C01B10.4,84.31269088,-1.361222529,1.419020335,-2.78888857,0.005288926,0.029012369
C01B10.6,1493.188092,0.932096467,1.607579602,0.582446649,0.560265868,0.690908578
C01B10.7,25.898027,1.240695416,1.433221925,-1.778588098,0.075307317,0.149370476
C01B12.10,1.361465008,0.5734025,0.923645402,-2.814318255,0.004888081,0.027755188
C01B12.8,128.3606902,-0.332714449,1.560006038,-1.312398704,0.189385644,0.309402535
