,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
F59C6.12,11.27473989,0.079809339,1.258872203,-2.956753369,0.003108967,0.021896938
F59C6.14,649.0158933,1.893829097,1.655360196,1.158856469,0.246514695,0.379546874
F59C6.16,970.430885,0.046767337,1.288083518,0.036303739,0.971040169,0.981755354
F59C6.18,1622.484721,-0.923695108,1.538656817,-0.598673269,0.549390786,0.682978667
F59C6.3,106.4492296,-1.265931537,1.654906047,-2.354162627,0.018564487,0.050781405
F59C6.5,2536.223693,0.211502095,0.899768374,0.23507043,0.814154069,0.885124357
F59C6.8,161.7823149,0.613835192,1.686718113,-2.21997985,0.026420135,0.064551653
F59D12.1,6.965623766,-2.895138742,1.188638983,-2.439795638,0.014695573,0.045132389
F59D6.1,0.366398152,4.302498997,0.822181253,-1.609321755,0.107546004,0.196418608
F59E11.2,3875.598567,5.728997624,1.357472028,4.286545332,1.81E-05,0.000640359
F59E11.5,78.56362129,0.581410915,1.525717872,-2.464186647,0.013732458,0.043670477
F59E11.7,487.5775607,-0.581814057,1.714101048,-0.338282198,0.735150538,0.828422415
F59E12.6,83.25444499,-3.639282829,1.593227428,-2.264350719,0.023552552,0.059536885
F59E12.9,511.0400448,-1.272950564,1.202573542,-1.75025506,0.080074312,0.156683437
F59F3.6,63.2123871,2.986322742,1.435010479,-2.04088545,0.041262214,0.092386673
F59F4.2,55.74436341,-2.768085885,1.58359361,-2.483786935,0.012999356,0.042670733
F59F4.3,34.55266356,3.692386938,1.025992119,-3.091343047,0.001992533,0.017682248
F59F5.7,206.9069241,1.684969287,1.568925616,-1.138742931,0.254810391,0.388879973
F59G1.4,623.7249511,3.321982751,1.54082485,2.191671148,0.02840326,0.068294672
F59G1.8,28.53331374,1.733346523,1.473956278,-2.808822817,0.0049723,0.027967516
H01A20.4,2.713095407,-0.891999961,1.318222602,-0.672449574,0.501297532,0.638836546
H02F09.3,29.80925589,-5.556866866,1.122060952,-4.910108483,9.10E-07,7.67E-05
H03A11.1,72.56659301,-0.058202042,1.52610944,-2.567983871,0.010229192,0.038908924
H03A11.2,292.7803955,1.631593943,1.533210604,0.119315858,0.90502512,0.945204218
H03E18.1,2397.368955,0.146495535,1.348790573,0.108637769,0.913489803,0.949771152
H04M03.11,15.08014877,2.4098489,1.354181531,-3.119293125,0.001812855,0.016816405
H04M03.12,7.432685787,4.686599581,1.100576879,-4.634610315,3.58E-06,0.000216265
H05C05.1,26.71688472,0.555906168,1.392209401,-2.425179068,0.015300838,0.045819165
H05C05.2,42.28540978,1.625309955,1.464595187,-1.966984732,0.049184971,0.106429878
H05C05.4,198.0806226,2.024007974,1.602117679,0.304495916,0.760750104,0.847848361
H05L14.1,348.0265605,-1.107016373,1.721882625,-0.638999715,0.522823118,0.658414211
H05L14.2,168.9961131,-6.119432556,1.62066641,-2.558058555,0.010525837,0.039425113
H06A10.1,92.47522849,-6.770153141,1.353636939,-4.920096511,8.65E-07,7.35E-05
H06H21.11,34.93080108,-1.079294573,1.357966957,-2.736313477,0.006213181,0.031170352
H06I04.1,34.98381808,-5.471715251,1.298494721,-4.166186252,3.10E-05,0.000921712
H06I04.3,1969.181175,0.845183653,1.174504646,0.720140736,0.471438349,0.612814708
H06I04.6,70.17542259,0.812300507,1.540911677,-1.797445013,0.072265,0.144876761
H09F14.1,7.874456906,0.177758425,1.258266796,-2.998387057,0.002714127,0.020542797
H09G03.1,54.22761851,2.353573736,1.459857512,-1.934908236,0.053001557,0.112956798
H10D18.1,12.64458994,3.036982942,1.332847127,-2.996057181,0.002734951,0.020610016
H10D18.5,981.5197999,2.233650286,1.595612886,1.417177738,0.156430969,0.266458165
H10E21.1,90.60285072,2.210507001,1.631360232,0.424093025,0.671497972,0.782004272
H10E21.4,1641.97012,1.11910316,1.37021574,0.818527922,0.413055805,0.558855944
H10E21.5,46.02066628,1.259733521,1.525495707,-1.825379624,0.067943762,0.138122342
H11E01.3,9704.591189,4.594752883,1.256078413,3.684629435,0.000229036,0.004000463
H14A12.3,2937.956487,0.744302316,1.415406292,0.526737766,0.598375706,0.722890745
H14A12.5,105.4877022,-0.017681473,1.097945498,-0.016107465,0.987148658,0.99034089
H14E04.2,85.50817843,-0.299493353,1.575508324,-2.508548193,0.012122843,0.041567968
H14E04.3,12.04910025,1.538447372,1.389793752,-0.572494908,0.566986735,0.696644683
H14N18.4,157.2939789,-1.750455662,1.492247864,-1.168377202,0.242654647,0.374996202
H17B01.2,28.07923283,-4.067292606,1.469659119,-2.746463322,0.006024162,0.030817426
H17B01.5,1.673084305,1.174912901,0.936217976,-2.705539705,0.00681935,0.0325817
H18N23.2,268.5809954,-0.456025399,1.694146893,-1.334572175,0.18201641,0.299857168
H19N07.3,74.74308551,-0.112527494,1.467273321,-2.993591049,0.002757152,0.020666416
H20E11.1,238.4720496,-4.704639097,1.62817932,-2.860992722,0.004223167,0.025705702
H20E11.3,109.9991363,0.895129721,1.596561028,-2.491402753,0.012723979,0.04233895
H20J04.1,88.06438137,-1.003445081,1.556765385,-1.396718564,0.162498219,0.274376641
H20J04.4,57.96524044,-0.946281608,1.370117187,-1.791725217,0.073176993,0.146227988
H20J04.9,25.59784906,-3.443785831,1.415104629,-2.411340205,0.015894015,0.046724736
H21P03.2,60.19528349,-1.282717053,1.461764709,-2.709745296,0.006733489,0.032411232
H23N18.5,444.9560107,-0.05492915,1.362222226,-0.040327385,0.967832121,0.979794743
H24G06.1,579.2083541,-3.590444287,1.592913298,-2.516554319,0.011850863,0.041203928
H24K24.3,310.6413355,0.167997337,1.671758205,-0.916423985,0.35944456,0.505645509
H24K24.4,13.64153821,-3.353500292,1.359080429,-2.991521554,0.002775909,0.020695485
H27A22.1,176.8589742,0.415972806,1.59497678,-1.292799937,0.196080262,0.318021481
H27M09.5,132.70753,1.821961412,1.725622853,0.03598537,0.971294025,0.981772977
H28G03.1,1527.434636,1.230572434,1.552353874,0.79667225,0.425641404,0.570635922
H28G03.2,533.2141109,0.230887498,1.594984651,-0.331568452,0.740215145,0.832244046
H28G03.3,4.877293814,0.959205514,1.309515793,0.079676915,0.93649422,0.961682415
H32C10.1,68.51576955,3.00764522,1.229830519,-2.295485277,0.021705329,0.056116872
H34C03.2,42.60607777,1.318784995,1.559355495,-1.355978609,0.175105974,0.290914888
H34I24.1,117.8712966,0.657774651,1.584273054,-2.635903955,0.008391348,0.03599492
H34I24.2,7508.588894,0.196350502,0.774694655,0.253456931,0.799915139,0.875431017
H35B03.1,25.51840726,3.655702704,1.363311124,-2.338856607,0.019342856,0.052054154
H35B03.2,78.30238622,-0.354630252,1.457076656,-2.239946009,0.025094428,0.062318427
H40L08.1,660.4280725,-1.794834103,1.565370516,-1.140619352,0.254028361,0.388082094
H40L08.2,5805.530077,-0.966998796,1.139496097,-0.848052137,0.396408935,0.543728343
H40L08.3,38.30018322,-1.445242657,1.522099634,-2.541841242,0.011027025,0.040033618
H40L08.6,1041.477075,-0.81674735,1.443365429,-0.564866832,0.572164345,0.700970864
H41C03.1,219.4854184,0.467265106,1.506331624,-0.918312528,0.35845527,0.504914978
H41C03.3,86.29733172,-2.67889526,1.704642631,-1.5566419,0.11955553,0.213791733
H42K12.3,2474.087801,0.689892033,1.191575306,0.579344892,0.56235648,0.692421718
H43E16.1,271.5949623,-1.653247188,1.709295873,-2.222760857,0.02623193,0.064242088
JC8.16,30.05109753,-0.042275978,1.325957504,-2.99489984,0.00274535,0.020644477
JC8.2,520.4971112,-0.61963168,1.564040834,-0.395361425,0.692576174,0.797923203
JC8.7,64.9448692,-3.504413375,1.512710463,-2.303414541,0.02125553,0.055268612
K01A11.2,31.05068205,-0.441429736,1.399646141,-1.285321798,0.198679856,0.321339594
K01A12.3,2.255583393,5.74973846,1.057072584,-2.517283198,0.011826373,0.041189218
K01A12.4,34.2251933,2.652544475,1.227113587,2.167040126,0.030231795,0.071733552
K01A2.5,658.8966512,1.051361046,1.516321392,0.695877714,0.486505415,0.625575411
K01A6.4,7.456764556,1.21338999,1.151860061,-4.167923795,3.07E-05,0.000921712
K01A6.7,10.52788577,0.995855213,1.306766387,-3.083729348,0.002044235,0.017851363
K01A6.8,16.41646878,2.016773851,1.356317353,-3.245177313,0.001173775,0.013346835
K01C8.1,596.4767166,1.262288681,1.415782819,-0.38757073,0.698333733,0.802695702
K01C8.2,60.73892921,2.52256417,1.576072668,-2.51053227,0.01205493,0.041473566
K01D12.10,1.602208622,3.037667809,0.956966568,-3.702649703,0.000213359,0.003790032
K01D12.15,111.5882679,-0.706332393,1.593908122,-0.441994446,0.658493225,0.771112286
K01D12.6,501.5359738,-8.262698945,1.402637101,-5.819149628,5.91E-09,1.17E-06
K01D12.7,243.7260383,-0.144453697,1.594949472,-0.090525658,0.927869505,0.957696638
K01D12.9,1057.455989,1.395905206,1.497893602,0.257093738,0.797106411,0.873223031
K01F9.2,16.63738232,-3.015873814,1.491303814,-2.011034365,0.044321827,0.097873464
K01G5.10,14.94269733,-2.14452043,1.358980728,-3.143273366,0.001670697,0.016354671
K01G5.5,1360.675521,-0.069940216,1.196283059,-0.058467743,0.953376056,0.972166044
K02A11.2,7.183878689,-4.090199388,1.326990258,-3.029210639,0.002451937,0.019520181
K02A11.4,1622.463599,1.836634062,1.399891232,1.317637636,0.18762498,0.307073475
K02A6.2,293.6300855,4.215754019,1.682073177,1.748123522,0.080442641,0.157109832
K02A6.3,934.9547449,0.402374461,1.593562625,-0.400895062,0.688497386,0.794588984
K02B12.5,163.8461601,-4.682447209,1.591686352,-2.909215991,0.003623364,0.023919135
K02B12.7,215.8215084,0.548353906,1.350473496,-0.910452468,0.362583938,0.509018981
K02B12.9,339.5407236,2.836240734,1.6517938,0.800026764,0.423695291,0.568683798
K02B7.3,31.71391437,0.581240851,1.384748664,-2.888615785,0.003869415,0.024764733
K02C4.3,169.2756723,-5.353619219,1.671196268,-2.432443804,0.014997319,0.045526053
K02D10.1,2123.623856,1.149315715,1.547563334,0.746030332,0.455649092,0.597371001
K02D10.3,15.04648847,-1.229821477,1.367149457,-3.02021671,0.002525939,0.019726598
K02D10.7,3.517724135,0.066179961,1.413049951,0.047100631,0.962433024,0.977041266
K02D10.8,24.1828584,-0.763719501,1.369428993,-2.876830572,0.004016912,0.025126572
K02D3.1,4.220927252,4.607322502,0.999239784,-4.409140285,1.04E-05,0.000453557
K02D3.2,5.683650012,-1.080977419,1.217278035,-3.012879442,0.002587817,0.020022036
K02D7.1,1116.385236,0.443214095,1.571114943,0.282585001,0.77749498,0.859631106
K02E10.1,170.1870791,1.176015819,1.644680156,-1.655259795,0.097871811,0.182776875
K02E10.4,352.0179188,-7.174678398,1.507721043,-4.709971129,2.48E-06,0.000163856
K02E10.5,12.30984041,2.294701399,1.250028373,-2.988578951,0.002802781,0.020755221
K02E10.7,21.5447446,-0.305236817,1.350812806,-3.045743374,0.002321058,0.018996404
K02E11.10,1123.181936,1.312335127,1.358948264,0.968117437,0.332985722,0.477293244
K02E11.3,591.0013155,1.725342303,1.505009975,1.153414317,0.248740368,0.381679615
K02E11.4,909.574955,2.873025814,1.545775171,1.884402076,0.059510609,0.124238136
K02E11.5,125.5427761,0.79397457,1.663975699,-0.239294996,0.810876846,0.882526691
K02E11.6,1017.173968,2.158282759,1.44088348,1.507141575,0.131774372,0.231792408
K02E2.1,2.652116025,1.092515718,1.194130121,-2.777692995,0.005474632,0.02956993
K02E2.11,32.2946159,0.828157592,1.520236918,-0.204364734,0.838068487,0.900486097
K02E2.12,162.3486492,0.555150749,1.564712492,0.355566543,0.722165203,0.819625725
K02E2.6,1480.463625,0.568824402,1.586886861,0.359314334,0.719359953,0.817774783
K02E7.11,20.71246885,-0.044476986,1.424834538,-2.708159244,0.006765755,0.032479817
K02F2.5,8445.255578,3.12663537,0.535385316,5.840485122,5.20E-09,1.07E-06
K02F3.12,208.4153606,-5.489743518,1.504901727,-3.615847733,0.000299366,0.00491648
K02F3.2,165.006212,0.634321911,1.643285084,-0.823218101,0.410383977,0.556394165
K02F3.9,756.5083259,-1.282691816,1.579798996,-1.17137444,0.241448302,0.373508221
K02F6.3,182.8218325,-1.769764045,1.651796129,-1.064060945,0.287301092,0.428200514
K02F6.7,143.353027,0.824891122,1.642884985,-0.446026751,0.655577923,0.768593881
K03B4.1,135.0641681,-1.496951783,1.598514665,-2.46220436,0.013808596,0.043701801
K03B4.2,36.58843982,-6.399488561,1.234502319,-5.164353901,2.41E-07,2.60E-05
K03B4.4,604.5724526,3.454150637,1.625959969,2.179827249,0.029270269,0.06992243
K03B8.6,1322.223963,1.507265828,1.56018036,0.972405398,0.330848907,0.475273943
K03B8.8,171.4224118,1.390505688,1.614320166,-0.06312592,0.949666235,0.969435479
K03C7.10,0.145361784,5.322239142,0.920754766,-0.768920608,0.441940442,0.58564678
K03D3.2,337.7874612,-2.493343104,1.694094272,-1.457443537,0.144993987,0.25053138
K03E5.2,1840.209056,0.583940099,1.363549986,0.428698776,0.668142452,0.779225983
K03H1.11,7.355017867,-0.722553339,1.48051111,-0.486095931,0.626899152,0.746838823
K03H1.5,232.3642335,0.30077985,1.587373486,-2.663669542,0.007729345,0.034634496
K03H1.7,4.595260541,-3.230801883,0.998948879,-3.22387166,0.001264701,0.013995153
K03H6.1,49.28903273,2.469353932,1.406583568,-2.894808751,0.003793896,0.024461262
K03H6.2,64.2568109,-3.932650726,1.509929888,-2.829916154,0.00465602,0.027062957
K03H6.4,66.62173307,4.757613574,1.695054034,1.581227982,0.11382592,0.205227426
K04A8.1,88.95096241,1.593740463,1.560747071,-1.853524379,0.063807235,0.131556765
K04A8.19,1.544853737,5.397926477,1.659714098,-1.941952156,NA,NA
K04C2.2,312.8579747,-1.777574421,1.491939592,-1.644959903,0.09997808,0.185549227
K04D7.17,22.37163076,-0.665165965,1.432654557,-0.463397402,0.64307954,0.75983776
K04D7.6,30.43077381,-2.259323115,1.47389851,-1.523712722,0.12758049,0.225784178
K04F1.9,106.5421835,0.744598471,1.564477401,-1.974653378,0.048307497,0.104966051
K04F10.1,129.398744,0.710560481,1.568551716,-1.817698184,0.069110275,0.139840532
K04F10.2,11.22237937,3.781085912,1.323800041,-3.044566499,0.002330159,0.018996404
K04F10.3,386.0603703,-1.767527418,1.677693393,-1.947714512,0.051449133,0.11018786
K04F10.7,647.4913371,-1.004726366,1.559412083,-2.143083291,0.032106411,0.075140368
K04G2.12,14.37855758,0.156161122,1.348869534,-3.013516709,0.002582388,0.019997368
K04G2.4,872.8325572,1.077189576,1.395058116,0.773935659,0.438968841,0.583559825
K04G7.1,93.36095522,-3.081286494,1.308177353,-2.582985062,0.009794956,0.038182229
K04H4.5,658.3059356,0.201256257,1.64484329,-0.603227233,0.546357533,0.680179313
K05B2.2,63.77084238,0.497372059,1.58547652,-2.63124223,0.008507338,0.036200464
K05C4.2,601.5224511,0.260767145,1.579023505,0.165307869,0.868701666,0.919747012
K05C4.5,311.2809463,-2.989171599,0.96287542,-3.101223028,0.001927231,0.017323516
K05C4.7,43.50100826,1.162204541,1.485183657,-2.769622159,0.005612135,0.029861821
K05F1.1,33.17887247,-4.855184617,1.345184185,-3.563642498,0.000365744,0.005651178
K05F1.10,68.93880567,0.166559187,1.594040927,-2.434305204,0.014920408,0.045479754
K05F1.6,91.70624752,1.700236325,1.529145605,-2.562113807,0.010403722,0.039229919
K05F1.9,194.3534959,-0.704806605,1.473942604,-0.477382975,0.633089435,0.75254571
K06A4.7,460.1287408,1.850077216,1.433587741,1.296948179,0.194649018,0.316141967
K06A5.1,162.7017331,-1.462090968,1.504162112,-2.563135094,0.010373168,0.039185438
K06A5.2,1570.592775,-1.53432596,1.419258662,-1.077995492,0.281035768,0.420547077
K06A9.2,337.2414706,-0.100093972,1.57027416,-2.727288547,0.006385717,0.03150629
K06B4.15,45.51947649,1.660408244,1.495695778,-2.72821546,0.0063678,0.031462475
K06B9.6,11.09249328,1.79859707,1.290562143,-2.35584635,0.01848056,0.050616933
K06G5.1,3159.732558,0.479380637,1.214472561,0.394909223,0.692909883,0.798218124
K06H7.1,4.74793854,4.049234068,1.043187684,-4.372936562,1.23E-05,0.000508101
K06H7.7,567.0476503,-2.935807446,1.676731197,-1.733884546,0.082938571,0.160871563
K07A1.1,247.4788012,0.975405552,1.701202337,-0.174607757,0.861387853,0.915611876
K07A1.10,1295.129557,0.686165669,1.360357,0.505028712,0.61353867,0.734572605
K07A1.13,198.1061027,-2.593405371,1.70167408,-1.508874898,0.131330756,0.231089917
K07A1.3,145.9915126,0.022494486,1.585091079,-1.54488953,0.122372986,0.21819492
K07A1.4,584.7190008,0.046010227,1.623784629,-1.282915572,0.199521657,0.322102582
K07A1.5,62.16106605,-5.126168843,1.422089241,-3.581861726,0.000341154,0.005382715
K07A12.1,457.4551396,-0.223748862,1.545517898,-0.651191671,0.514922766,0.651291874
K07A12.4,132.0238265,1.257247897,1.48815835,-1.935041344,0.052985222,0.11294503
K07A12.5,85.35189915,0.506956615,1.572585593,-2.526718251,0.011513383,0.040786803
K07A3.3,237.615868,-1.52064848,1.702937109,-0.886542563,0.375325229,0.522633251
K07B1.7,471.4945765,0.119186374,1.593420179,-1.975540691,0.048206822,0.104834531
K07C10.3,379.8624454,-0.133731301,1.524462121,-0.087690353,0.930122787,0.959329763
K07C11.10,50.4852147,3.524332088,1.687832995,1.194247735,0.232381075,0.363193226
K07C11.4,502.5743495,-0.35856739,1.621060094,-2.199996577,0.027807138,0.067118471
K07C11.7,1587.611208,1.28470125,1.446421807,0.891257855,0.372790853,0.519935967
K07C11.8,778.1401038,1.723282802,1.619267633,1.074711601,0.282503868,0.422380891
K07C5.13,12.00776359,0.068406317,1.325720493,-2.946702486,0.003211821,0.022305496
K07C5.3,115.6156493,-2.873752911,1.484851192,-2.024930851,0.042874465,0.095281657
K07C5.6,655.2356534,-0.794903037,1.339374585,-0.592799127,0.553315592,0.686142866
K07C5.9,152.5836473,3.572150389,1.489881932,2.431347756,0.015042769,0.04555665
K07D4.9,144.536588,2.356928832,1.654113426,1.449205672,0.147280154,0.253600595
K07E1.1,365.623251,0.705174547,1.360230568,-0.320679043,0.74845363,0.838258435
K07E3.1,167.9157902,-0.794938418,1.553200861,-1.639015153,0.101210104,0.187270068
K07E3.4,3971.333011,-0.617173559,1.192603268,-1.64173535,0.100644862,0.186521573
K07E3.9,522.7986705,-4.273010048,1.680780745,-2.515234867,0.011895311,0.041203928
K07F5.14,127.4629072,-1.241088498,1.467676479,-0.843301194,0.399060015,0.545787856
K07F5.15,812.681984,0.342413592,1.482451105,0.231194438,0.817163751,0.886966162
K07F5.21,2.959534266,-2.437089321,1.096323133,-2.205142923,0.027444067,0.066478033
K07H8.10,5099.530533,0.515550407,0.815391009,0.632323737,0.527175356,0.662218471
K07H8.9,692.1624739,-8.758272217,1.387069589,-6.231085095,4.63E-10,1.27E-07
K08A2.1,173.6218711,0.952882084,1.487100383,-1.989168051,0.046682657,0.102222296
K08A2.10,1.822704326,3.18522281,1.849034553,1.756912363,0.078932748,0.154949444
K08A2.2,29.18539422,3.180331123,1.388092392,-2.988469126,0.002803788,0.020755221
K08A2.4,19.57866429,-3.411064123,1.338415483,-3.211189016,0.00132187,0.01436725
K08B12.13,99.60991401,1.122456176,1.619549216,0.697149392,0.485709307,0.625090403
K08B12.3,12.97858168,-0.815525981,1.338222575,-3.06026787,0.002211391,0.018615568
K08B4.7,242.6036697,0.371549315,1.721842739,-0.708109606,0.478877195,0.618921361
K08B5.2,9.588993618,4.542473399,1.193308668,-3.725573586,0.000194872,0.003539885
K08C7.1,173.9395216,1.039771101,1.535969876,-2.557397427,0.010545865,0.039480848
K08C7.4,1.651971626,5.689646844,0.97089989,-3.384600804,0.000712818,0.009606952
K08C7.6,451.0538563,0.274143177,1.768855801,-0.267117517,0.789378681,0.867633299
K08C7.7,127.4216671,-0.971564913,1.550925992,-2.592303943,0.00953355,0.037750356
K08C9.2,3733.349124,1.464575541,1.351092611,1.08694177,0.277062545,0.415613713
K08D10.13,1.102171976,7.081087099,0.960609107,-3.21577071,0.001300947,0.014191298
K08D12.3,1053.532283,1.161199866,1.386189383,0.839736117,0.401056359,0.547267815
K08D12.4,8.910706615,1.714760701,1.212146633,-3.120927987,0.001802821,0.016807623
K08D12.6,6519.524452,-1.70059706,0.725561072,-2.343449441,0.019106352,0.051660246
K08D12.7,5.002705217,4.175705768,1.183937842,-3.917571495,NA,NA
K08D12.8,622.9157349,0.686072367,1.578659906,0.435838936,0.662953592,0.774910152
K08D8.1,1.066069504,3.203356772,1.029148282,-2.516732205,0.011844882,0.041203928
K08D8.3,228.9198467,0.417706274,1.70314182,-2.324217659,0.020113831,0.053362705
K08D8.4,1744.860204,0.05494897,1.87738737,0.029274659,0.976645538,0.984478724
K08D8.5,179.6726172,0.980096873,1.632398629,-2.508998321,0.012107406,0.041558283
K08D8.7,21.34129167,-1.715203402,1.58876739,-1.072516437,0.283488135,0.423609953
K08D9.2,2.516190074,-1.379335781,1.099306986,-1.251207458,0.210858798,0.336710005
K08D9.6,11.32271019,-4.602779999,1.042198414,-4.400512686,1.08E-05,0.000462283
K08E3.5,4773.897112,0.355366523,1.063418493,0.334231601,0.738204799,0.830472435
K08E4.2,54.78992839,1.21293034,1.577732452,-2.502362639,0.012336749,0.041887561
K08E4.3,108.5608867,1.225346319,1.598669111,-2.43643843,0.014832694,0.045414593
K08E4.7,115.7457432,-1.707955778,1.656982595,-2.365294835,0.018015722,0.049811439
K08E5.12,0.251953158,4.862797073,0.969655623,-1.478391986,0.139302889,0.242462702
K08E7.5,494.7269182,-0.669537896,1.662419245,-0.401482018,0.688065275,0.794389499
K08E7.8,133.4266628,-1.063933482,1.620675026,-2.400921364,0.01635385,0.04729336
K08F11.1,3.327217492,4.498917863,1.056097651,-3.348074896,0.00081375,0.010551919
K08F11.7,2.345098514,2.20929875,1.336081001,0.191403715,0.84820931,0.907926444
K08F4.3,1694.387043,0.14152075,1.379715754,0.102595219,0.918284238,0.952883869
K08F4.5,220.3061417,-1.208256296,1.522865994,-0.790781846,0.429071305,0.573761334
K08F8.10,0.138542388,4.192431542,0.949446654,-0.555354472,0.578652227,0.706537551
K08F8.7,45.07664349,-3.888587961,1.40196941,-2.749182005,0.00597442,0.030679852
K08F8.8,0.108305663,4.050178289,0.928303861,-0.464138648,0.642548414,0.759418526
K08F9.4,203.4731801,-6.463890947,1.403670503,-4.563974137,5.02E-06,0.000273062
K08H2.5,10.48824836,1.652951191,1.233623468,-3.958679099,7.54E-05,0.00176771
K08H2.7,1176.664136,3.211383565,1.705708409,1.948575103,0.051346188,0.11003507
K09A9.6,283.8115029,-1.133364263,1.528034213,-1.345216454,0.178555344,0.295049924
K09B3.1,35.41343378,1.716519781,1.514106339,-2.746260355,0.006027891,0.03081807
K09C4.1,37.85453147,1.500454956,1.434260431,-3.37561925,0.000736498,0.009837235
K09C4.10,44.2041138,0.288829311,1.412040624,-2.022478778,0.043126914,0.095740832
K09C4.5,306.4543413,-2.248455909,1.747391995,-1.273258078,0.202926477,0.326539371
K09C4.6,1.117063026,4.044128872,1.609108184,-1.815020632,0.069520739,0.140426246
K09C6.7,56.33712679,1.941950294,1.622445685,-0.914504383,0.360451876,0.50699163
K09C6.9,5022.050193,2.820709246,1.284818238,2.205238782,0.027437343,0.066477163
K09C8.9,222.3090997,0.310633715,1.780896697,0.174908411,0.861151601,0.915549919
K09D9.1,1853.056032,-0.608226658,1.375305732,-0.441790048,0.65864114,0.771157748
K09E4.1,469.0351012,-1.561971705,1.62028774,-0.958589635,0.337765516,0.482291294
K09E4.3,109.4500224,0.168181618,1.539972514,-1.027579258,0.304147785,0.445369917
K09E4.4,128.8404264,-4.107570849,1.475640642,-2.76117419,0.005759395,0.030259007
K09E9.5,31.56389841,-0.814549482,1.193150247,-0.682239347,0.495087618,0.634112835
K09F5.6,73.49180909,2.535770132,1.446519792,-1.896414672,0.057905233,0.121474224
K09F6.13,721.9983223,1.611861865,1.52419242,1.063976936,0.287339148,0.428200514
K09F6.15,9.550490686,2.228733364,1.220221405,-3.136369856,0.001710533,0.016526437
K09F6.3,352.7299698,-2.31666456,1.570331119,-1.465901247,0.142675192,0.247302088
K09F6.7,3.641228897,-2.888276791,1.194585339,-2.391427047,0.016783019,0.047954952
K09F6.9,141.0413674,2.29026492,1.492676817,0.325541019,0.744771643,0.835657945
K09G1.1,978.9121581,-1.163450612,1.676181169,-1.132909376,0.257252312,0.391462762
K09G1.2,124.7407012,-2.958984373,1.641969378,-1.785932744,0.074110148,0.147612605
K09H11.6,4.165891292,5.458941903,1.030767817,-4.278755137,1.88E-05,0.000653252
K09H11.7,12.22323887,-0.787757263,1.050732263,-0.749445338,0.453588833,0.595664017
K09H11.9,16.26214827,-4.309011672,1.208125653,-3.543351517,0.000395076,0.006032991
K09H9.5,559.8154907,-0.454760888,1.720752933,-0.263531347,0.792141065,0.869371225
K09H9.8,1648.533795,0.621134865,1.553654426,0.400723613,0.688623624,0.794588984
K10B2.4,2475.752508,0.672533458,1.2808348,0.525542517,0.599206105,0.723364149
K10B3.1,128.4994883,1.356492074,1.472782291,0.924751752,0.355095053,0.501279609
K10B4.3,70.5022072,-2.990302948,1.646727197,-1.796980451,0.072338723,0.144968911
K10C2.1,18923.90944,-1.3370252,1.401742223,-0.951564367,0.34131796,0.485902425
K10C2.12,147.6468365,0.331627769,1.532182968,-1.508927373,0.131317344,0.231089917
K10C2.2,4.602649906,-2.822550899,0.974787493,-2.889087667,0.003863613,0.024750127
K10C3.4,27.77933427,-2.715272402,1.562408836,-1.721917887,0.085084394,0.164149704
K10C3.5,226.3624448,-1.942460718,1.589861404,-2.532723827,0.011318009,0.040597597
K10C8.4,76.19547891,3.960658561,1.640620135,1.289639215,0.197175954,0.319401804
K10C9.1,13.42771461,1.071167438,1.413665621,-0.4360983,0.662765411,0.774858374
K10C9.7,107.3468746,2.30680096,1.574000022,-0.639611726,0.522425058,0.658150974
K10D11.5,684.6851684,-4.146672008,1.604935432,-2.560054991,0.01046556,0.039287769
K10D2.5,303.7649975,-1.23619459,1.558331635,-1.234396969,0.217055018,0.344393082
K10D2.8,109.3015207,0.352794589,1.602757379,-2.402305526,0.016292095,0.047243668
K10D3.10,3.495706224,-0.399549295,1.388544455,-0.289383475,0.772287939,0.855867111
K10D3.4,6438.567301,-0.195470724,1.46903605,-0.133052732,0.894151677,0.937374398
K10D3.6,405.4200312,-0.593073783,1.696386221,-0.348473532,0.727484588,0.823515392
K10D3.9,5.833385856,1.023595357,1.210660646,-3.396338543,0.000682938,0.009281038
K10D6.2,2085.805031,2.137701741,1.336226941,1.606177982,0.10823481,0.197331574
K10G4.3,11.10945703,2.234774975,1.355502544,-2.104823909,0.035306639,0.081336093
K10G6.5,16.78547027,2.324755569,1.378377442,-3.021589793,0.00251451,0.019711333
K10G9.2,12.87761998,3.307253481,1.262379246,-3.224701022,0.001261043,0.013982583
K10H10.10,144.2513069,3.209338944,1.759513499,0.827404146,0.408008031,0.553819869
K10H10.4,120.7898094,-0.616231954,1.790337848,-0.342583704,0.731911664,0.825930999
K10H10.7,143.413881,0.103023498,1.552703186,-1.633877488,0.102284578,0.188881714
K11B4.1,499.5258121,1.521040707,1.574879349,-0.468247122,0.639607877,0.757535353
K11C4.14,232.5481565,2.844281331,1.505354679,1.910928778,0.056013734,0.118187896
K11C4.2,91.65536552,1.296129318,1.597378581,-1.041003311,0.297874012,0.438828498
K11C4.8,346.0450587,2.538941101,1.292481064,1.972316448,0.048573493,0.105434359
K11D12.11,22.90298171,3.96279857,1.381804696,-3.016473276,0.002557338,0.01985977
K11D12.12,31.09649372,1.857666421,1.479219508,-2.007119953,0.044736892,0.098602414
K11D12.13,215.7538697,-1.678034686,1.758170075,-0.945648284,0.344328008,0.48916982
