,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
293,T08B1.4,247.9915011,-8.05946272,2.324716208,-3.519621208,0.000432164,0.002866003
294,T09F5.1,675.3905665,5.580157331,2.366414362,2.376476213,0.017478888,0.077085826
295,T10B10.8,728.4826481,10.42760703,2.452013595,8.815796002,1.19E-18,3.79E-17
296,T12D8.10,21.50656817,6.01670556,2.455920279,2.84692111,0.00441443,0.022894389
297,T12G3.4,1181.665425,9.804520876,2.427686124,4.251079149,2.13E-05,0.000217508
298,T13C2.2,48.30482158,-7.427959982,2.45584881,-3.121544856,0.001799048,0.01014808
299,T13C5.3,1985.475876,12.00040513,2.298420327,10.54374212,5.43E-26,2.13E-22
300,T13C5.7,665.1096248,9.746465192,2.367055857,4.233587742,2.30E-05,0.000231526
301,T13H5.4,428.9727443,-7.761854599,1.867794868,-4.136617482,3.52E-05,0.000337505
302,T14B4.3,425.770224,-7.415244962,2.412603707,-3.100775662,0.001930145,0.010779158
303,T16G1.4,40.3744124,-7.220117699,2.456297591,-8.078301648,6.57E-16,1.03E-14
304,T16G1.9,78.19928456,-6.472826182,2.35018754,-2.793601678,0.005212464,0.026473653
305,T17H7.1,2724.784848,6.415783934,2.401157595,2.705652732,0.006817029,0.03328813
306,T18D3.1,47.25592284,-7.400441965,2.455906604,-8.148469426,3.69E-16,5.88E-15
307,T19A5.3,166.2094923,-8.647729125,2.451730144,-4.027005005,5.65E-05,0.000515784
308,T19B4.3,213.5781897,6.253717646,2.296094856,2.736980496,0.006200597,0.030543969
309,T19C3.2,1522.42845,-4.421191746,1.976430948,-2.239689274,0.025111102,0.105327124
310,T20D3.6,151.4378003,-8.737805403,2.453533376,-8.671047959,4.28E-18,1.05E-16
311,T20G5.9,58.9843372,7.539211332,2.456453278,7.97894358,1.48E-15,2.26E-14
312,T21B10.3,691.8706258,4.301453074,2.175731426,1.981482301,0.047537212,0.181195238
313,T21C9.6,1171.713402,-11.01578574,2.447364198,-9.562275413,1.15E-21,3.76E-19
314,T21C9.9,1232.632322,9.905754232,2.428540967,4.241246655,2.22E-05,0.000224917
315,T22A3.13,66.36810798,7.674352808,2.456182968,3.201785069,0.001365789,0.007897034
316,T22C1.6,2304.893129,4.744358988,2.332342421,2.044536978,0.040900528,0.160789907
317,T23B12.8,129.4097141,-7.687777431,2.442645237,-3.330285682,0.000867569,0.005288939
318,T23B3.1,65.36829568,-7.774681704,2.455158838,-8.297010583,1.07E-16,1.92E-15
319,T23B7.3,142.4988937,7.764498604,2.445573884,3.350366981,0.000807046,0.004974036
320,T23G11.11,12.13492655,5.732324513,2.46140488,2.387957221,0.016942314,0.075158784
321,T24A6.20,2785.003784,8.537256836,2.404915915,3.626338534,0.000287468,0.002048278
322,T25B9.8,872.8482016,8.447709835,2.414225257,3.564264443,0.000364878,0.002517594
323,T25C8.1,4.902077127,-4.792948391,2.465660002,-2.019272295,0.043458926,0.169433707
324,T25G3.1,131.8649238,-7.721770666,2.273348756,-3.34360167,0.000826984,0.005080968
325,T27C10.8,831.5409334,9.726338349,2.436542288,4.198916409,2.68E-05,0.000263893
326,T27F6.7,134.1979733,8.48355928,2.454729786,8.359430565,6.30E-17,1.19E-15
327,T28F4.4,583.2960216,-10.51462482,2.256069921,-4.66680038,3.06E-06,3.70E-05
328,W01A8.6,108.2700853,-8.353010934,2.454139512,-8.524111241,1.54E-17,3.23E-16
329,W01F3.2,421.6190034,9.798483001,2.452801769,8.888797777,6.18E-19,2.33E-17
330,W02H5.8,113.548897,-8.407405905,2.454050704,-8.546060929,1.27E-17,2.72E-16
331,W03A5.8,22.31539867,-6.54580163,2.457989523,-2.752693087,0.005910728,0.029274255
332,W05F2.7,3658.874961,8.859195917,2.337023838,3.855728583,0.000115385,0.000970028
333,W06H8.6,124.1539661,-6.109641817,2.416494713,-2.534868138,0.011248966,0.052079529
334,W07E6.5,711.590578,-10.78767169,2.345506312,-4.703954323,2.55E-06,3.14E-05
335,W10C8.4,596.7155785,10.19792583,2.452292909,8.603012911,7.77E-18,1.76E-16
336,Y102A11A.3,289.5288468,-6.527070456,2.409758215,-2.728878439,0.006355013,0.031226257
337,Y105C5A.15,1810.589533,-6.826142387,2.402063058,-2.880346952,0.003972378,0.020738769
338,Y105E8A.25,802.7581744,-8.03509596,2.110866588,-3.815148839,0.000136101,0.0011204
339,Y105E8A.27,276.8274748,8.55052859,2.333811997,3.76536977,0.000166303,0.00132435
340,Y105E8B.6,16.18666992,6.057280623,2.46025753,2.524931225,0.011572093,0.053323989
341,Y106G6A.4,436.7960813,-7.714302864,2.415194916,-3.242975883,0.001182882,0.006968232
342,Y106G6D.5,33.51771777,-6.200066973,2.448442564,-2.677164718,0.007424812,0.035987424
343,Y10G11A.1,138.4900958,4.922228761,1.644158285,2.991689289,0.002774385,0.015044523
344,Y110A7A.9,580.3057526,9.01279637,2.43131147,3.802311709,0.000143352,0.001170064
345,Y116A8C.27,610.0612189,4.668066816,2.137999815,2.188431788,0.028638165,0.117854754
346,Y11D7A.9,588.9950275,-10.26874354,2.450064346,-9.292343372,1.51E-20,1.74E-18
347,Y18D10A.11,381.0191218,-9.795134403,2.451941651,-8.872635404,7.14E-19,2.55E-17
348,Y1A5A.1,444.0300797,9.857936877,2.452724077,8.912235546,5.00E-19,1.98E-17
349,Y25C1A.13,409.9658212,8.403389991,2.428479347,3.541625311,0.00039767,0.002687181
350,Y32F6A.4,1324.163473,-11.14861223,2.446915503,-9.658949678,4.50E-22,1.97E-19
351,Y34B4A.7,2032.220807,8.338018516,2.405789626,3.532571163,0.000411539,0.002747796
352,Y37E11AM.3,1030.389174,5.030439285,2.401126936,2.109807566,0.034874935,0.140142265
353,Y37E11AR.9,163.8435028,-9.21357695,2.272728496,-4.142734301,3.43E-05,0.000330236
354,Y37E11B.7,14.86941292,-6.077562661,2.45945195,-2.557162823,0.010552981,0.049440338
355,Y37E3.17,1507.515823,-6.192606301,2.251232489,-2.767156889,0.005654753,0.028235025
356,Y37F4.15,191.1248463,5.35246111,1.679433896,3.185607901,0.001444502,0.008291105
357,Y37H9A.3,164.9842534,-5.139952676,2.406367569,-2.147350898,0.031765357,0.128833461
358,Y38A10A.7,179.491537,-8.933155444,2.453243827,-8.753240176,2.07E-18,5.77E-17
359,Y38E10A.24,124.9079267,-5.144390139,1.843391247,-2.785428452,0.005345704,0.027010595
360,Y39A1A.27,183.440786,-8.958009874,2.453207788,-8.761338761,1.93E-18,5.49E-17
361,Y39B6A.30,582.2449659,-10.25631309,2.450111917,-9.286244173,1.60E-20,1.79E-18
362,Y39F10C.1,93.87075972,-7.32253859,2.444146603,-3.175324452,0.001496691,0.00855314
363,Y39H10A.6,278.7367949,9.050721807,2.451655181,4.073087914,4.64E-05,0.000431617
364,Y40H7A.10,1889.257627,10.72494601,2.414704187,4.692483875,2.70E-06,3.30E-05
365,Y41C4A.8,96.97586059,-5.187361762,2.411023098,-2.158156511,0.030915665,0.125777101
366,Y41E3.7,562.9527117,10.04165934,2.376247082,4.611372433,4.00E-06,4.73E-05
367,Y42A5A.12,5.054566405,-4.855923895,2.465244091,-2.042818776,0.041070381,0.161081235
368,Y42H9AR.4,1808.600153,-10.37366548,2.211967662,-4.703920547,2.55E-06,3.14E-05
369,Y43F4B.5,967.0509437,-9.336686993,2.278647287,-4.131290535,3.61E-05,0.000342452
370,Y43F8A.2,613.8961007,-6.31901731,2.404066627,-2.655020822,0.007930351,0.038201913
371,Y43F8B.3,1110.354732,10.1067655,2.436196699,4.294306029,1.75E-05,0.000183956
372,Y43F8C.11,211.5257437,-9.495177005,2.283730644,-4.249008144,2.15E-05,0.000218958
373,Y43F8C.3,486.5702789,9.96325883,2.452588168,8.953981067,3.43E-19,1.52E-17
374,Y43F8C.5,104.9820984,-5.886104522,2.067551749,-2.844473622,0.004448487,0.02304058
375,Y46E12BL.2,93.67991028,-5.320206887,2.412503134,-2.221493126,0.02631758,0.109452138
376,Y47G6A.13,320.0472785,9.481688697,2.453228058,8.759291756,1.96E-18,5.55E-17
377,Y47G6A.18,551.1147099,6.989194864,2.407861578,2.940897543,0.003272628,0.017433292
378,Y47G6A.22,89.86180817,8.022827428,2.455525258,8.174569245,2.97E-16,4.88E-15
379,Y47G6A.3,267.4029046,-5.479653751,2.405046801,-2.300337077,0.021429131,0.092248648
380,Y48E1B.2,278.3727997,9.32143577,2.453452059,8.695259426,3.46E-18,8.95E-17
381,Y48G10A.4,191.0071158,8.604043842,2.452115743,3.892591545,9.92E-05,0.000850168
382,Y49F6B.12,90.49955796,7.90744801,2.342021891,3.373780709,0.000741434,0.004635144
383,Y51A2D.13,399.1840219,-5.686065751,2.403956015,-2.385448162,0.017058326,0.075588024
384,Y51A2D.14,179.5808108,3.701747187,1.770060024,2.091891326,0.036448238,0.145422544
385,Y51H7C.13,865.6651118,-6.870409345,2.404304697,-2.901264529,0.0037166,0.019559479
386,Y52E8A.2,190.7343618,-9.003082772,2.453142875,-8.778954192,1.65E-18,4.80E-17
387,Y53F4B.27,130.783001,-7.184421553,2.165006302,-3.278532679,0.001043483,0.006216561
388,Y53F4B.3,149.8254569,-8.725782493,2.453551569,-8.669339747,4.35E-18,1.06E-16
389,Y53F4B.9,5.429228382,5.111760073,2.223937626,2.335590512,0.019512594,0.085498262
390,Y54E10A.11,959.4747531,-7.83243878,1.948466153,-4.018858164,5.85E-05,0.000531472
391,Y54E10BR.5,266.3976349,-8.361081421,2.437075328,-3.496939075,0.000470629,0.003069254
392,Y54E5A.5,258.9655969,-9.354437509,2.45265536,-8.918437342,4.73E-19,1.91E-17
393,Y54F10AM.6,655.6858356,9.736386962,2.376552718,4.304230067,1.68E-05,0.000176373
394,Y54G2A.10,231.4231849,-9.019779525,2.450479203,-4.184839873,2.85E-05,0.000278694
395,Y55F3BR.2,16.57969459,-4.920418824,2.335870715,-2.069252785,0.038522372,0.152304966
396,Y56A3A.33,47.94792726,5.338438982,2.080151827,2.560949239,0.010438661,0.049080457
397,Y56A3A.6,440.8264064,-9.068630001,2.437401513,-3.920884988,8.82E-05,0.000764611
398,Y57A10A.29,10.19774398,-5.649375371,2.461084977,-2.37725677,0.017441942,0.077027068
399,Y57E12AL.1,71.8167503,6.717812722,2.032441625,3.351660477,0.000803285,0.004958641
400,Y57G11C.5,155.4232632,-8.768090945,2.453487719,-3.6800651,0.000233174,0.001723998
401,Y57G7A.6,176.4064332,-6.079936992,2.411508954,-2.543436549,0.010976799,0.051242465
402,Y58A7A.2,289.0788169,9.364689494,2.453391023,8.71494758,2.91E-18,7.77E-17
403,Y59E9AL.2,71.0321865,-5.801738927,2.309028367,-2.522368781,0.011656743,0.053588259
404,Y59E9AL.8,62.78609516,-7.727620384,2.455248606,-8.05103604,8.21E-16,1.28E-14
405,Y59H11AR.10,149.85084,-8.726163828,2.453550995,-8.638192598,5.71E-18,1.36E-16
406,Y5F2A.4,5.275697037,-4.880912372,2.465083246,-2.05590604,0.039791574,0.156849115
407,Y61A9LA.3,214.7190393,-9.315278759,2.375659873,-4.022608638,5.76E-05,0.00052429
408,Y62E10A.19,488.8001881,-10.49538453,2.281607046,-4.694704408,2.67E-06,3.28E-05
409,Y66D12A.8,959.7385784,5.663349097,2.401825151,2.380119728,0.017307014,0.07651727
410,Y67A10A.3,51.11300849,-7.492377322,2.45571538,-8.172989648,3.01E-16,4.89E-15
411,Y71F9AL.12,23.63545317,-6.610007989,2.457809901,-7.835905194,4.65E-15,6.92E-14
412,Y71G10AR.4,62.45192425,-7.721295106,2.455260759,-8.275065944,1.28E-16,2.23E-15
413,Y71H2AM.12,155.4309162,-8.768135708,2.453487651,-8.688058639,3.69E-18,9.34E-17
414,Y73E7A.1,30.15152899,-5.315520299,2.436534044,-2.180421537,0.029226229,0.119772626
415,Y73F8A.24,40.13766639,-6.611949553,2.344203218,-2.949636146,0.003181484,0.017040252
416,Y75B8A.24,376.2651376,-6.74306182,2.39345013,-2.851833476,0.004346787,0.022573392
417,Y79H2A.2,647.3786303,10.29170443,2.452177744,9.087497567,1.01E-19,5.78E-18
418,Y79H2A.3,131.08103,-4.58901314,2.201707499,-2.088937887,0.036713315,0.146331446
419,Y7A9D.1,788.0342788,5.168702278,1.872094842,2.763461685,0.005719181,0.028494293
420,Y82E9BR.16,216.1612169,9.232548054,2.178481374,4.228854128,2.35E-05,0.000235846
421,Y94H6A.3,91.14240641,8.03939262,2.455495283,8.181306546,2.81E-16,4.65E-15
422,Y95D11A.1,25.08237911,6.559386256,2.458752948,7.582119286,3.40E-14,4.91E-13
423,Y9C2UA.1,137.8324886,7.725842916,2.445742976,3.334094102,0.000855777,0.0052375
424,Y9C9A.5,1480.686538,11.23255451,2.450534172,9.460132542,3.08E-21,7.55E-19
425,ZC116.1,795.6977116,6.425239571,2.403692257,2.704740326,0.00683578,0.033338228
426,ZC123.4,687.1490864,-10.43625701,2.449431954,-9.359949275,7.98E-21,1.42E-18
427,ZC132.3,561.6438215,10.12817146,2.452379605,9.021923771,1.85E-19,9.42E-18
428,ZC443.3,877.0542775,6.709962653,2.225061679,3.034653195,0.002408124,0.013167543
429,ZC477.7,261.6559538,-9.365977427,2.452639875,-8.913298168,4.95E-19,1.98E-17
430,ZC506.1,386.9151393,8.436016224,2.247521465,3.784408184,0.000154075,0.001240504
431,ZK1058.9,734.7173212,9.237498712,2.395311998,3.980025727,6.89E-05,0.000616246
432,ZK1067.3,475.763565,-10.03661069,2.450967664,-9.002061668,2.22E-19,1.08E-17
433,ZK1098.13,12.4541113,5.762950772,2.46128978,2.400706661,0.016363448,0.073086344
434,ZK1098.6,153.7393146,-8.755306083,2.453506951,-8.683741667,3.83E-18,9.52E-17
435,ZK1248.15,49.42293158,-7.454795245,2.455792919,-8.170312014,3.08E-16,4.97E-15
436,ZK1320.2,440.0483029,-8.051351996,2.419135531,-3.355372861,0.000792581,0.004908
437,ZK1320.3,803.3407563,-7.237387633,1.94276284,-3.726421597,0.000194217,0.001492168
438,ZK287.1,323.0868338,-9.608578309,2.4523215,-9.02018958,1.88E-19,9.45E-18
439,ZK418.5,127.78031,8.427258539,2.454822994,8.341160464,7.36E-17,1.35E-15
440,ZK512.2,259.5089893,-9.35661406,2.452652437,-8.920986167,4.62E-19,1.91E-17
441,ZK596.2,496.4155692,-7.614157589,2.412511414,-3.205668446,0.001347492,0.00782259
442,ZK616.61,651.7713693,-10.37874534,2.449647269,-9.335935363,1.00E-20,1.46E-18
443,ZK632.10,247.24143,-7.820177345,2.428187192,-3.289780499,0.001002656,0.006009811
444,ZK673.2,551.6850056,10.10767129,2.452405253,9.013272361,2.00E-19,9.94E-18
445,ZK742.6,167.2712011,6.581563315,2.418699868,2.726777106,0.006395623,0.031347334
446,ZK822.6,1144.713648,10.94782888,2.451413609,9.349307331,8.82E-21,1.44E-18
447,ZK938.1,549.9123586,-5.318727213,2.402263333,-2.230566842,0.025709835,0.107151606
448,ZK938.3,1276.070938,-10.93007663,2.444866208,-4.998934496,5.76E-07,7.67E-06
449,aagr-3,979.7830279,4.338857378,2.219682458,1.960014654,0.049994078,0.188546348
450,abu-12,761.8440697,-5.966051647,2.310470436,-2.598982125,0.009350064,0.044494013
451,acdh-4,29.71082985,-6.429736488,2.261615455,-2.948239282,0.003195896,0.017094124
452,acdh-8,164.550611,-6.563275449,2.395192371,-2.74894506,0.005978741,0.029525202
453,acl-5,72.78472899,7.070089259,2.449929617,3.074091049,0.00211145,0.011708407
454,acl-7,297.106444,-9.511939308,2.452446735,-8.982317748,2.65E-19,1.22E-17
455,aco-1,1073.683759,4.291118531,2.110339038,2.036822331,0.04166785,0.163098682
456,acox-1.5,8.826580161,-4.912335766,2.330038237,-2.196310029,0.02806976,0.115758277
457,acs-18,8.377382382,-4.684376513,2.455777272,-1.99813251,0.045702296,0.175907961
458,acs-7,145.6548551,-8.693123957,2.453601229,-3.648931388,0.000263333,0.001890031
459,aha-1,14.22225044,-6.025920964,2.459632056,-2.535617577,0.011224924,0.052029577
460,ain-2,1888.822029,7.815833906,2.045175036,3.83581657,0.000125148,0.001040954
461,air-1,208.4187715,-9.053922855,2.36963739,-3.833150903,0.000126512,0.001050079
462,akt-1,1191.854028,9.354578327,2.420028404,3.980674234,6.87E-05,0.00061597
463,algn-1,310.1885547,-9.561562072,2.45238216,-8.555225313,1.18E-17,2.54E-16
464,algn-2,535.1562848,-10.16454636,2.450465893,-9.246612129,2.32E-20,2.22E-18
465,alh-6,16.96993754,-4.758084667,2.415618871,-2.07493119,0.037992913,0.150422578
466,ani-1,11.30337899,-5.765256168,2.460609654,-2.42608589,0.015262658,0.068481364
467,ani-3,90.82625488,-5.284473861,2.412561912,-2.206223604,0.027368347,0.112984366
468,anr-34,94.81131447,7.776075438,2.453071499,3.557902024,0.000373829,0.002561346
469,anr-37,88.8214446,-8.125460309,2.454523391,-8.434066673,3.34E-17,6.65E-16
470,ant-1.4,849.9457218,7.022518003,2.17220815,3.251861777,0.001146518,0.006789183
471,aph-2,96.07280021,-8.215379967,2.454369235,-8.471032063,2.43E-17,4.92E-16
472,aps-1,226.9915848,9.086783042,2.453790975,8.537791506,1.37E-17,2.90E-16
473,arf-1.1,10.52833574,-5.686688359,2.46092896,-2.392811686,0.01671982,0.074481424
474,arl-8,204.3557154,-6.305965811,2.411698021,-2.629497665,0.008551112,0.041041156
475,arrd-4,335.8334944,5.734649043,2.405229549,2.405523634,0.016149307,0.072294391
476,arrd-6,1152.386003,-9.807076444,2.426112391,-4.134333598,3.56E-05,0.000340049
477,arx-5,58.06790407,7.522005307,2.456488362,7.506888164,6.05E-14,8.71E-13
478,asd-1,219.2196343,9.046265976,2.453850882,8.589344509,8.75E-18,1.95E-16
479,ash-2,288.2540087,-8.358874092,2.435371073,-3.497615384,0.000469438,0.003066576
480,atf-2,122.6488945,-8.496476769,2.453907585,-8.214095938,2.14E-16,3.57E-15
481,atg-13,1231.112158,9.60362767,2.177886501,4.396559525,1.10E-05,0.000118948
482,avr-15,3062.075338,12.00112097,2.446681827,9.554098941,1.25E-21,3.76E-19
483,bbs-2,2173.481749,11.65036446,2.448977601,9.646558157,5.08E-22,2.00E-19
484,bbs-5,591.921173,-5.312526544,2.402103035,-2.229468604,0.025782742,0.107341511
485,bkip-1,54.31080021,-6.72125681,2.446396245,-2.779099807,0.005450977,0.027409699
486,bre-1,977.0248739,8.583858524,2.414051743,3.626944063,0.000286795,0.002047198
487,btbd-10,312.7777249,5.915072372,2.406361003,2.481370708,0.013087818,0.059539715
488,bus-17,774.4594992,9.15182727,2.426233748,3.878422732,0.000105136,0.000897312
489,cTel55X.1,817.4246131,-7.41208655,2.406680288,-3.121118705,0.001801654,0.010148197
490,cacn-1,557.7501689,-8.491932946,2.283879573,-3.726921194,0.000193833,0.001492134
491,cah-5,247.4946937,-9.302444529,2.452725529,-8.899447533,5.61E-19,2.18E-17
492,calu-1,785.8480406,4.088888659,1.965193599,2.082518036,0.037295177,0.148159656
493,cap-1,260.2123473,-5.130053059,2.404068918,-2.146733213,0.031814527,0.128899725
494,car-1,254.1097673,-5.044060705,2.059427619,-2.450924982,0.014248965,0.0643005
495,cbl-1,229.9878881,-8.576132221,2.335265295,-3.865939511,0.000110662,0.000934742
496,ccb-1,256.2021348,-9.583984017,2.347722385,-4.181804521,2.89E-05,0.000281741
497,cccp-1,1840.270942,10.620098,2.432064138,4.626241854,3.72E-06,4.43E-05
498,ccnk-1,874.1478904,10.63729333,2.451766485,9.224685794,2.84E-20,2.49E-18
499,cct-6,1898.514693,-8.893113729,2.408469208,-3.783987194,0.000154336,0.001240504
500,cdc-5L,219.8315135,-6.989284719,2.41764739,-2.927439958,0.00341765,0.018107551
501,cdh-12,559.7402396,-5.625887508,1.777668581,-3.166304961,0.001543888,0.008797251
502,cdo-1,429.9259188,-9.040466457,2.437502523,-3.908783924,9.28E-05,0.000800288
503,cdr-4,226.5928255,-9.201064772,2.452864254,-8.855203432,8.35E-19,2.78E-17
504,cec-6,4.813486426,-4.780217651,2.465745962,-2.013040885,0.044110328,0.171292927
505,cey-2,259.3273842,-7.150198134,2.065689565,-3.467811228,0.000524716,0.003377105
506,che-10,1087.286024,-3.886365314,1.742450997,-2.23107417,0.025676216,0.107125213
507,cho-1,274.7854218,9.306533221,2.45347319,8.690817554,3.60E-18,9.17E-17
508,cht-3,387.8384685,-9.573852943,2.251250132,-4.351421614,1.35E-05,0.000143908
509,cht-4,7.333163057,-5.263232079,2.462886941,-2.216144893,0.026681581,0.110614451
510,cit-1.2,519.2508769,8.243712705,2.255233841,3.668813308,0.000243679,0.001775634
511,clec-146,298.7376102,-9.518782181,2.4524378,-8.984773635,2.59E-19,1.21E-17
512,clec-169,1729.323093,-8.055442457,2.304584526,-3.540837873,0.000398859,0.002687601
513,clec-17,560.3694542,-7.105603468,2.407749962,-2.9929755,0.002762719,0.015001986
514,clec-225,690.3017975,-10.44128534,2.449413218,-9.363628475,7.70E-21,1.42E-18
515,clec-79,780.171287,9.019491799,2.421646521,3.790502667,0.000150343,0.001217001
516,clec-80,1591.769953,7.057500388,2.345221474,3.044692065,0.002329187,0.012771489
517,clec-85,979.8895689,-9.649165371,2.427284248,-4.108709934,3.98E-05,0.000375495
518,clec-86,484.6991907,-10.05713756,2.450886501,-9.153103113,5.53E-20,3.51E-18
519,clip-1,4272.952549,3.347158758,1.545583022,2.165863187,0.030321643,0.123873851
520,clk-1,1814.775833,8.301206503,2.406294494,3.513946869,0.000441501,0.002913165
521,clr-1,104.938176,8.20122194,2.455208087,8.245214973,1.65E-16,2.79E-15
522,cls-2,115.1884079,6.887291177,2.134786942,3.336710037,0.000847763,0.005200499
523,cnb-1,1513.786121,5.691496507,2.401222909,2.392173069,0.016748942,0.074481424
524,cnc-2,214.419389,-9.137701975,2.452952295,-8.831431022,1.03E-18,3.33E-17
525,cnt-2,1571.424273,-11.33439533,2.446303067,-9.736982188,2.10E-22,1.18E-19
526,coa-3,16.25338724,-6.175142978,2.45912273,-2.598573657,0.009361196,0.044494013
527,cogc-5,690.8114898,-10.44205425,2.449410354,-9.364933786,7.61E-21,1.42E-18
528,col-141,709.6361421,5.149077826,2.401712385,2.1592309,0.030832258,0.125698281
529,col-179,1063.671707,-5.884342752,2.007533514,-2.937677902,0.003306804,0.017549985
530,col-183,1500.508669,-10.51676579,2.143546948,-4.84785141,1.25E-06,1.60E-05
531,col-33,1559.7639,-9.860631338,2.292363547,-4.349039635,1.37E-05,0.000145087
532,col-43,956.9598537,-7.102475735,1.703905798,-4.168744808,3.06E-05,0.000296904
533,col-51,160.9900162,-6.655629924,2.317587641,-2.878660126,0.003993685,0.020822319
534,copa-1,3176.25928,6.605065452,2.401142122,2.78712515,0.005317794,0.026904199
535,copb-1,1894.822964,6.300770905,2.026496718,3.117706778,0.00182264,0.010251699
536,cpsf-2,148.9243019,-6.72581158,2.249646308,-2.978934442,0.002892527,0.015598983
537,crf-1,236.0546794,-9.248225002,2.452799414,-8.800046471,1.37E-18,4.10E-17
538,crm-1,40.44966527,7.107162288,2.457385221,7.804227192,5.99E-15,8.80E-14
539,csc-1,114.0108264,-8.411626096,2.454043859,-8.547530237,1.26E-17,2.70E-16
540,csn-2,33.62508767,-5.647532499,2.237427112,-2.485634534,0.01293207,0.058899426
541,csq-1,851.233017,10.19884694,2.277390824,4.672833278,2.97E-06,3.60E-05
542,cul-3,80.56936863,-5.427981191,2.415571049,-2.250631191,0.024408906,0.102821208
543,cutl-15,119.8646905,-7.459577952,2.440325682,-3.179213278,0.001476754,0.008463848
544,cya-1,79.47812621,-7.32482559,2.44732825,-3.223334364,0.001267076,0.007391588
545,cyn-11,308.8680707,-8.426573447,2.434736738,-3.550557949,0.000384415,0.002629295
546,cyn-6,1065.651152,7.95683817,2.104113352,3.795246264,0.000147497,0.001196432
547,cyn-8,821.5245234,5.869720698,2.402432335,2.466334794,0.013650368,0.06188377
548,cyp-13A1,586.0964536,-9.386508838,2.436277073,-4.058044006,4.95E-05,0.000458207
549,cyp-33C8,1804.766277,-4.704881706,2.400540517,-1.972816301,0.048516495,0.183967995
550,cysl-1,1587.80705,4.849852085,2.400693212,2.033722682,0.041979564,0.164155147
551,cysl-3,33.7432515,-7.42692463,2.214078518,-3.428617685,0.000606663,0.003859514
552,daf-4,533.3387222,-8.227530686,2.064686719,-3.997903837,6.39E-05,0.000579433
553,dcaf-1,178.0938487,-5.321380275,2.240492019,-2.384252434,0.017113859,0.0757486
554,dcar-1,1209.670825,-10.77234448,2.165998573,-5.078450497,3.81E-07,5.20E-06
555,ddo-3,9.182873141,4.664859854,2.456046361,1.988052361,0.046805899,0.178754826
556,ddx-52,11.74874778,-5.226852622,2.337427484,-2.329780847,0.019817737,0.086545534
557,deb-1,2061.712682,6.795771103,2.401931327,2.869479939,0.004111474,0.02140802
558,decr-1.1,525.7165975,-9.479347693,2.440345875,-4.131044265,3.61E-05,0.000342452
559,dgk-4,33.47457547,6.283308581,2.374761165,2.753000308,0.005905184,0.029274255
560,dkf-2,665.7988839,-6.639252353,2.404711918,-2.80035755,0.005104603,0.026026847
561,dld-1,901.5573208,6.890700186,2.101165366,3.291287286,0.0009973,0.00598685
562,dmd-10,651.3164309,-10.17934338,2.446922535,-4.678266664,2.89E-06,3.53E-05
563,dna-2,217.6753621,-8.588457405,2.226208021,-3.991717164,6.56E-05,0.00059067
564,dnj-16,554.7805174,4.758491014,2.401662333,1.993380414,0.046219807,0.177033134
565,dnj-27,90.48945314,8.030642076,2.455511103,7.791593179,6.62E-15,9.69E-14
566,dnj-8,203.2275096,-5.342498683,2.405985573,-2.233986942,0.025483932,0.106549434
567,dod-18,32.5409999,-7.053412472,2.412792743,-3.013961337,0.002578607,0.014060569
568,dod-24,403.1327967,-9.856773864,2.451689626,-9.12054077,7.48E-20,4.59E-18
569,dohh-1,1240.547308,-11.2034209,2.410725001,-9.850619836,6.81E-23,6.69E-20
570,dph-2,9.149342614,-4.562670934,1.970438559,-2.29081713,0.021973992,0.094078402
571,dpy-2,666.9096183,10.32600092,2.452136014,9.101290097,8.93E-20,5.31E-18
572,dpy-3,442.5805949,5.438775895,2.403259978,2.281916889,0.022494248,0.095991756
573,dpy-31,211.4464828,-8.243222751,2.44046051,-3.566936008,0.00036118,0.002496463
574,dpy-8,6522.789365,4.595096926,2.186121845,2.107837634,0.035045036,0.140681812
575,drap-1,1052.867405,10.60678375,2.171927455,5.062959448,4.13E-07,5.59E-06
576,drd-1,786.7166377,-10.58337691,2.448889632,-9.423386107,4.37E-21,9.53E-19
577,drh-1,270.2181057,-4.885766189,2.40332071,-2.044398537,0.040914192,0.160789907
578,drn-1,107.2640412,8.225079217,2.455166584,8.251893233,1.56E-16,2.68E-15
579,dro-1,84.55699547,-8.068532333,2.454622732,-8.412757708,4.00E-17,7.86E-16
580,dus-2,32.79469909,-6.983012905,2.456847415,-7.983857109,1.42E-15,2.19E-14
581,dvc-1,512.4151904,6.995901314,2.408478609,2.942646889,0.003254194,0.017358647
582,dxbp-1,74.4200067,7.026410498,2.44887805,3.037359883,0.002386603,0.013068068
583,dyf-3,606.4895894,10.21673433,2.452269683,9.057538759,1.33E-19,7.12E-18
584,ebp-1,98.97102387,-8.249772972,2.454311138,-8.480637662,2.24E-17,4.60E-16
585,ech-7,130.3832504,-4.416687288,1.971783947,-2.240379422,0.025066301,0.105251656
586,efa-6,520.116835,8.37950429,2.238528738,3.754052134,0.000173999,0.001371724
587,ehbp-1,332.297535,8.81334437,2.332649719,3.83981306,0.000123128,0.001030705
588,eif-1.A,959.115959,10.14323553,2.271883932,4.567978284,4.92E-06,5.79E-05
589,eif-2A,220.8330323,-5.827023627,2.407747691,-2.441578524,0.014623208,0.065837974
590,eif-2Bepsilon,101.7698894,8.164714968,2.455272003,3.406575036,0.000657835,0.004158871
