,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
897,rpoa-12,453.3183416,-9.9842564,2.451175804,-9.172347669,4.63E-20,3.36E-18
898,rpoa-49,234.3252714,-6.735298429,2.413875092,-2.806182826,0.005013224,0.025627496
899,rpt-4,1065.620393,3.846610023,1.927168352,1.997308974,0.045791629,0.175907961
900,rsf-1,1848.009558,-11.51020438,2.445739509,-9.810861365,1.01E-22,7.94E-20
901,rsp-3,400.1846269,9.349785067,2.30468402,4.25880786,2.06E-05,0.000211777
902,rsp-5,241.9752906,8.229340514,2.440441582,3.442987153,0.000575327,0.003678717
903,samp-1,59.73628961,-7.880358084,2.347292333,-3.447178779,0.000566474,0.003628018
904,sax-7,1138.920285,-10.04890849,2.052300934,-4.969433242,6.71E-07,8.76E-06
905,scbp-2,4.649341591,-4.746311392,2.465978075,-1.998130276,0.045702538,0.175907961
906,sdc-1,95.09631482,-8.203200932,2.454389922,-8.463655207,2.59E-17,5.22E-16
907,1-Sep,5.357636237,4.803049219,2.465838844,1.99641503,0.045888766,0.175936813
908,set-16,56.29976873,-6.920526752,2.448321638,-3.057342543,0.002233089,0.012296085
909,set-2,1584.937387,5.876695382,2.401324971,2.472557105,0.013415028,0.060887167
910,seu-1,633.9150685,10.60430692,2.316345568,4.660775471,3.15E-06,3.79E-05
911,sftb-1,227.1534943,-4.219498538,2.116012906,-1.996669775,0.045861068,0.175936813
912,sid-2,572.8295564,-10.17465364,2.397386145,-4.757991211,1.96E-06,2.45E-05
913,skpo-3,424.2769901,-7.482942367,2.273474762,-3.311731084,0.000927206,0.005635003
914,skr-20,283.2308703,9.341262421,2.453424028,8.595741432,8.27E-18,1.87E-16
915,skr-4,367.2492463,-9.755231792,2.452106063,-9.076300088,1.12E-19,6.21E-18
916,slc-25A42,775.0642709,-10.37377615,2.446372383,-4.761224084,1.92E-06,2.43E-05
917,slc-36.5,656.2094344,-10.38611335,2.449619579,-9.340401483,9.60E-21,1.46E-18
918,smg-6,267.8709025,9.305021183,2.061770724,4.623917347,3.77E-06,4.47E-05
919,smo-1,197.2658082,8.925473128,2.454031974,8.158714998,3.39E-16,5.43E-15
920,snr-7,183.500656,7.288844612,2.42808368,2.989950399,0.002790228,0.015099281
921,snrp-40.1,1084.031718,-10.79615909,2.18031453,-4.96956242,6.71E-07,8.76E-06
922,snu-23,172.5809366,-4.838197935,2.404953938,-2.021547694,0.0432231,0.168681801
923,somi-1,716.8822042,10.40906687,2.452035801,9.133877564,6.61E-20,4.12E-18
924,sox-3,254.94968,-9.336474091,2.452679529,-8.909895119,5.11E-19,2.01E-17
925,spds-1,24.72426497,6.540837023,2.458803731,2.72783848,0.006375082,0.031285713
926,spe-26,165.6791559,-4.653424057,2.275569955,-2.050226295,0.040342353,0.15886066
927,spe-6,354.1393985,9.597814043,2.453069299,8.807675302,1.28E-18,3.92E-17
928,spl-1,652.7636685,9.4867415,1.884050272,5.008205808,5.49E-07,7.34E-06
929,spon-1,833.174009,8.31094637,2.413501491,3.502633039,0.000460684,0.003024488
930,spp-23,464.3882177,-6.937444407,1.734054352,-3.994313126,6.49E-05,0.000585579
931,spp-4,612.4642984,-10.31117612,2.449902629,-9.108065599,8.39E-20,5.07E-18
932,spr-1,84.63790673,7.285683923,2.266050638,3.1523371,0.001619692,0.009189176
933,sptl-1,107.0475226,-6.55369465,2.320546821,-2.840625772,0.004502511,0.023289671
934,spv-1,871.0168246,-11.11594773,2.308889153,-4.915196553,8.87E-07,1.14E-05
935,sqd-1,754.4346068,4.771260455,2.401264201,2.000128713,0.045486367,0.175421883
936,srap-1,175.8035741,-7.007179702,2.422134075,-2.914743437,0.003559811,0.018809982
937,srbc-41,821.727403,-6.381871894,2.403210886,-2.684461855,0.007264667,0.035298371
938,srd-28,15007.84392,3.410439879,1.723388827,1.979436839,0.047766844,0.181717665
939,srx-18,348.6999448,9.579967269,2.453093506,8.801316005,1.35E-18,4.10E-17
940,ssl-1,820.8736286,5.498565557,2.401889619,2.309103196,0.020937855,0.090826736
941,ssq-3,875.2731784,4.387542535,2.224486077,1.977916491,0.047938128,0.182192731
942,sth-1,929.0375266,8.497979773,2.346720907,3.668486096,0.000243991,0.001775634
943,str-130,1433.755228,8.357691857,2.408239981,3.530350221,0.00041501,0.002761574
944,str-18,1478.359945,-11.26804828,2.446519786,-9.709491793,2.75E-22,1.35E-19
945,strl-1,770.343093,10.49184657,2.451937109,9.168054429,4.82E-20,3.38E-18
946,sup-26,24.61273026,-5.204970732,2.439446028,-2.150448732,0.031519737,0.128091812
947,suro-1,248.9924168,-7.622562283,2.373080735,-3.248555168,0.001159927,0.006847931
948,sygl-1,484.8126848,8.519529995,2.426336498,3.594668364,0.000324805,0.002285277
949,syx-4,232.7845193,9.115589943,2.453748636,8.609950259,7.31E-18,1.68E-16
950,tads-1,724.9411838,-6.259860812,2.055545668,-3.051274673,0.00227872,0.012512245
951,tag-153,9.005582138,-4.144613491,2.242487122,-1.970103205,0.048826544,0.184773353
952,tag-164,1240.560201,-8.278252928,2.246646795,-3.710799391,0.000206606,0.00155688
953,tag-18,9944.202956,2.891004816,1.444052043,2.002128005,0.045270966,0.174762845
954,tag-250,1778.843338,8.317617934,2.36503873,3.569695976,0.000357396,0.002474666
955,tag-342,117.5896487,-8.446983859,2.453986762,-8.562117724,1.11E-17,2.40E-16
956,tax-2,833.0489874,5.432510099,2.401782833,2.280059952,0.022604133,0.096251438
957,tbb-4,15.44421793,6.005196724,2.460431052,2.502872633,0.012318987,0.056303076
958,teg-1,14.7323377,-5.772589999,2.456798443,-2.365439135,0.018008703,0.079262521
959,tep-1,623.0442801,-4.046548836,1.942992536,-2.083977068,0.037162253,0.147820675
960,test-1,462.0470431,7.870920743,2.239790685,3.530934688,0.000414094,0.002760158
961,timm-17B.1,446.850108,-8.270938353,2.422002265,-3.499295681,0.000466489,0.003052393
962,timm-23,292.0873849,-5.713323592,2.405454092,-2.392113078,0.01675168,0.074481424
963,tir-1,1282.096235,9.889227446,2.190292208,4.541328529,5.59E-06,6.45E-05
964,tmem-218,256.2417591,-9.342257649,2.452671739,-8.867590243,7.47E-19,2.62E-17
965,tni-1,427.118815,5.639706269,2.050195324,2.755703855,0.0058566,0.029105076
966,tnt-3,958.3388675,4.571469861,2.006500774,2.281365746,0.022526813,0.09602635
967,tofu-1,980.4755239,8.906225826,2.417603367,3.754980062,0.000173355,0.001371116
968,tofu-5,16.25494109,-6.175616661,2.459121166,-2.598725732,0.00935705,0.044494013
969,tomm-70,236.5550508,5.824479169,2.407829692,2.439912947,0.014690802,0.066066537
970,tra-1,121.7750029,4.203633717,2.146758179,1.961405458,0.049831744,0.18828982
971,tram-1,399.8689776,-7.5155106,1.962611448,-3.820797017,0.000133021,0.001099454
972,tre-3,810.4785684,-10.19058655,2.302579508,-4.591107039,4.41E-06,5.20E-05
973,trpp-6,471.9827367,-9.787623045,2.447555837,-4.473137986,7.71E-06,8.55E-05
974,trpp-8,57.2779314,-7.403810614,2.453759826,-3.518158583,0.000434553,0.002876987
975,tsp-7,703.9175375,10.38814778,2.452060921,9.087224965,1.02E-19,5.78E-18
976,ttc-1,164.9768841,-8.846568423,2.348262899,-3.786114139,0.000153021,0.001236136
977,ttr-1,796.914961,9.116111933,2.402692327,3.887680869,0.000101207,0.000865658
978,ttr-20,356.7472136,-9.722506649,2.452176557,-9.063972875,1.26E-19,6.86E-18
979,ttr-32,360.9425094,-9.903874151,2.16851283,-4.535254751,5.75E-06,6.60E-05
980,ttr-44,236.4800971,-4.877310417,2.376487388,-2.062146305,0.039193809,0.154648135
981,ttr-46,652.1363145,-10.90526774,2.25260516,-4.932925597,8.10E-07,1.05E-05
982,ttr-48,300.5164772,-8.638741093,2.438968633,-3.736223984,0.000186804,0.001446536
983,tts-1,2324.980671,4.040254705,1.597056654,2.530314904,0.01139602,0.052636203
984,tts-2,95.20122576,-7.537350163,2.446832451,-3.310491003,0.000931324,0.005651283
985,ttx-1,9.693807957,4.722515646,2.455839955,2.013108927,0.044103171,0.171292927
986,tut-2,418.4517727,9.062570057,2.442074199,3.914948088,9.04E-05,0.000781946
987,twk-14,316.1148921,8.348724173,2.435042134,3.478605092,0.000504031,0.003254646
988,txl-1,844.6083511,-5.020567827,2.280210442,-2.212344726,0.026942855,0.111462222
989,tyms-1,229.6767222,8.956335006,2.452752581,4.218094625,2.46E-05,0.000246125
990,tyr-2,242.5880221,-8.535837628,2.032124897,-4.314581673,1.60E-05,0.000169215
991,uba-5,337.6688951,7.850574756,2.423265973,3.284349763,0.00102218,0.006108186
992,ubc-18,844.4847636,9.404427424,2.428818188,3.953608361,7.70E-05,0.000676127
993,ubc-3,769.5803736,7.579108102,2.407912544,3.186128511,0.001441905,0.008288317
994,ubh-2,350.0610095,-9.172599396,2.444985293,-3.958646369,7.54E-05,0.000665
995,ubl-5,67.87040499,-5.482884194,2.419071698,-2.266845913,0.02339964,0.098994599
996,ucr-2.2,117.5766413,-8.447871732,2.453985312,-3.546736556,0.000390034,0.002656357
997,ufm-1,349.6003738,-9.902206049,2.367695949,-4.285738423,1.82E-05,0.000190681
998,ugt-1,130.6167018,-7.544337448,2.439740599,-3.176420981,0.001491044,0.008533293
999,ugt-17,377.6187772,-6.146394991,2.25377001,-2.74059759,0.006132757,0.030247742
1000,ugt-2,1075.522086,10.73501824,2.449637926,4.954280604,7.26E-07,9.41E-06
1001,ugt-21,946.9551784,-9.70155868,2.1228319,-4.548615502,5.40E-06,6.27E-05
1002,ugt-23,2432.317112,4.271480083,2.155885672,1.985543511,0.047084034,0.179642292
1003,ugt-25,1213.117659,-8.503712483,2.213877066,-3.865830245,0.000110712,0.000934742
1004,ugt-26,656.3485054,8.976453369,2.427167015,3.798376818,0.000145647,0.00118387
1005,ugt-49,101.711354,-8.280989486,2.45425881,-8.496929769,1.95E-17,4.02E-16
1006,ugt-53,72.14649212,-7.888491201,2.454946358,-8.288120097,1.15E-16,2.05E-15
1007,ugt-58,325.2138701,9.499700398,2.453203244,8.767889861,1.82E-18,5.22E-17
1008,ugt-62,1199.886142,-8.209365535,1.958037973,-4.201500662,2.65E-05,0.000261554
1009,umps-1,494.5719619,-6.161113377,2.136783928,-2.889834781,0.003854443,0.020230675
1010,unc-15,32223.01438,3.264454464,1.41432663,2.308287508,0.020983151,0.090826736
1011,unc-37,90.53403841,8.030160605,2.455511975,8.177790948,2.89E-16,4.77E-15
1012,unc-40,463.3576854,8.76421001,2.432588371,3.663485213,0.000248807,0.001798922
1013,unc-51,2255.254867,5.444677972,2.40073803,2.287920592,0.022142146,0.09469506
1014,unc-94,1303.545674,7.56851656,2.243551768,3.405577274,0.000660243,0.004167387
1015,upp-1,646.0462331,-8.676787556,2.188672098,-3.967358453,7.27E-05,0.000644056
1016,use-1,312.4390584,-9.569916029,2.452371346,-8.701807943,3.27E-18,8.66E-17
1017,usp-48,1826.736482,6.152492637,2.40139778,2.592274299,0.009534372,0.045153129
1018,usp-5,1508.369693,-10.7676445,2.437738562,-4.659139106,3.18E-06,3.81E-05
1019,vha-19,1865.192321,4.433062967,2.175026568,2.043184561,0.041034171,0.161081235
1020,vit-5,519.0073708,-7.607822866,2.00080091,-3.802390953,0.000143306,0.001170064
1021,vrk-1,108.6099064,-7.365485202,2.441096624,-3.145531086,0.001657856,0.009392124
1022,vrp-1,10.85241572,-4.555900208,2.243371163,-2.082213754,0.03732295,0.148159656
1023,wdr-12,112.3579315,-7.730800907,2.446394829,-3.390063207,0.000698765,0.004403454
1024,wht-5,105.7211713,-8.324962973,2.454185737,-8.513233137,1.69E-17,3.53E-16
1025,wrt-10,1578.236861,10.65456248,2.107497899,5.062407864,4.14E-07,5.59E-06
1026,wrt-4,2447.076158,-7.955366689,2.0075515,-3.977039383,6.98E-05,0.000621204
1027,wrt-9,191.8691263,-8.216279375,2.442452286,-3.474963985,0.000510922,0.003293727
1028,wsp-1,487.6910917,8.343901341,2.233189148,3.74157954,0.000182867,0.001422297
1029,xdh-1,1857.04344,4.993679288,2.214158604,2.263357602,0.023613654,0.099792472
1030,ymel-1,3007.43308,8.250896255,2.403725068,3.503872701,0.000458544,0.003016538
1031,zak-1,401.1275824,9.475076506,2.450928531,4.246910036,2.17E-05,0.000220445
1032,zbp-1,1666.182094,4.899727854,2.323564338,2.119691224,0.034032094,0.137504851
1033,zfh-2,53.20634185,6.89407916,2.332313481,3.067626298,0.002157663,0.01194779
1034,zig-3,1588.318206,8.693627426,2.409481834,3.67347174,0.000239277,0.001755892
1035,zig-5,724.323336,-4.380396218,2.223075717,-1.975543394,0.048206515,0.183035569
1036,zip-1,115.053947,6.6421761,2.427927845,2.760518808,0.005770963,0.028715846
1037,zip-12,23.47474199,5.814899124,2.411794942,2.514040242,0.011935681,0.054742389
1038,zip-5,424.1377463,-4.581629856,2.212657915,-2.075708839,0.037920888,0.150381218
1039,zipt-15,618.8121491,-10.32232585,2.449860326,-9.314477647,1.23E-20,1.71E-18
1040,zipt-7.2,935.9068648,4.98296257,2.15816533,2.315407419,0.020590646,0.089522564
1041,zyg-11,748.1791553,10.45832666,2.451976932,9.152960792,5.54E-20,3.51E-18
