,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
594,col-140,68044.74225,-2.171478844,0.791962711,-3.451851189,0.000556755,0.014932015
595,col-143,2320.567494,-2.212705225,0.793526865,-3.217025435,0.001295271,0.025357781
596,col-145,15374.26737,-1.800091139,0.520198161,-3.461411406,0.000537351,0.01454152
597,col-152,1119.972901,-3.726700596,0.759132621,-5.313537584,1.08E-07,2.67E-05
598,col-154,7643.065328,-1.858053672,0.472270398,-3.934819916,8.33E-05,0.003986966
599,col-155,11870.06471,-1.924433103,0.494013917,-3.896360527,9.76E-05,0.004441067
600,col-156,5962.683692,-2.62650908,0.693804181,-3.819602912,0.000133667,0.005600696
601,col-157,14168.09916,-2.503614563,0.511798752,-4.894270027,9.87E-07,0.000145207
602,col-158,1170.815601,-2.518861728,0.477587874,-5.274206003,1.33E-07,3.02E-05
603,col-161,42682.86659,-3.063586722,0.656109197,-4.701037054,2.59E-06,0.000300341
604,col-162,27679.7657,-3.049991039,0.682029556,-4.517657767,6.25E-06,0.000577454
605,col-163,29.35920138,-3.870595569,0.689573539,-5.059680765,4.20E-07,7.31E-05
606,col-178,14796.11894,-2.186052268,0.791563179,-3.559417339,0.000371678,0.011461248
607,col-179,4175.136741,-3.583520721,0.707666623,-5.179281768,2.23E-07,4.53E-05
608,col-180,4391.52665,-1.94165995,0.519844173,-3.736188117,0.000186831,0.007074951
609,col-181,9540.636159,-2.219198313,0.793528719,-3.232958543,0.001225153,0.024369782
610,col-183,875.9635941,-1.910145364,0.788899106,-2.973636591,0.002942934,0.043029117
611,col-184,33640.08607,-3.086659425,0.742176882,-4.298037958,1.72E-05,0.001232847
612,col-185,684.8940705,-1.983296503,0.790802907,-3.03696902,0.0023897,0.037357653
613,col-186,170.713664,-1.960889333,0.588974816,-3.329468401,0.000870119,0.020114982
614,col-19,12395.17175,-1.666604579,0.773459768,-3.049837394,0.002289653,0.036228154
615,col-20,19874.14242,-2.141689098,0.791007552,-3.489561014,0.000483815,0.013719835
616,col-36,1198.821076,-2.533303672,0.710282697,-3.604503896,0.00031275,0.010166587
617,col-40,1014.304517,-2.256339432,0.756555398,-3.049038996,0.002295747,0.03629285
618,col-43,719.5912663,-2.260571241,0.59031273,-3.833173568,0.000126501,0.005375089
619,col-44,301.37757,-2.232578142,0.772396266,-2.985959371,0.002826902,0.041875836
620,col-45,180.8437373,-2.652061335,0.425836388,-6.210796687,5.27E-10,2.65E-07
621,col-50,678.494808,-2.641479087,0.752575882,-3.609184815,0.000307161,0.010073325
622,col-58,2527.48008,-2.278013214,0.614543265,-3.71386803,0.000204115,0.007494301
623,col-60,7553.924437,-3.170900377,0.73776686,-4.435966302,9.17E-06,0.000757599
624,col-61,274.9029454,-2.276662751,0.612151491,-3.722350521,0.000197377,0.007366426
625,col-62,1769.01916,-2.279001805,0.793036203,-3.573912934,0.000351686,0.011096422
626,col-65,13526.30088,-2.166369496,0.679131083,-3.20501651,0.001350547,0.026117796
627,col-7,1683.005653,-1.548997388,0.764492298,-3.030957009,0.0024378,0.037844434
628,col-8,1661.22134,-2.075262436,0.786529135,-3.890507026,0.000100035,0.004509389
629,col-81,35165.8655,-1.886187563,0.783106237,-3.331178604,0.000864791,0.020043262
630,col-88,2328.08655,-3.536325813,0.758042757,-4.997927851,5.79E-07,9.54E-05
631,col-89,994.131966,-1.713063507,0.560086475,-3.059843763,0.002214525,0.03556798
632,col-91,13234.94807,-2.640908794,0.670266718,-3.964426402,7.36E-05,0.003638629
633,col-95,172.6600815,-2.999190799,0.739204328,-4.14585328,3.39E-05,0.002070305
634,col-96,1017.124175,-3.108018702,0.722299767,-4.392490545,1.12E-05,0.000874306
635,cpg-2,2458.233104,-1.848855018,0.629767404,-2.940425773,0.003277615,0.046313906
636,cpg-3,5477.661112,-1.979912995,0.639515585,-3.102549228,0.001918616,0.032647733
637,cpg-7,2108.967306,-1.996235973,0.583365899,-3.425107352,0.000614557,0.015891554
638,cpr-2,278.6372709,4.873845069,0.622045839,7.736692488,1.02E-14,1.15E-11
639,cpr-5,236379.8779,1.730896973,0.438138504,3.950896198,7.79E-05,0.003798726
640,ctl-1,139.5566037,1.511036505,0.443508781,3.40573073,0.000659872,0.01668205
641,cut-4,310.4359089,-2.177994273,0.60887691,-3.580400497,0.000343068,0.010909973
642,cutl-12,545.7645042,-2.084480381,0.552051202,-3.776863286,0.000158816,0.006272791
643,cutl-7,13.60669805,3.450556229,0.732534689,4.219025005,2.45E-05,0.001625597
644,cutl-8,468.446023,-1.802573518,0.445950523,-4.04159836,5.31E-05,0.002921509
645,cyp-13A12,2596.244396,2.413557554,0.653421778,3.708075929,0.00020884,0.007560427
646,cyp-13B1,4267.68913,2.215920441,0.551258789,4.022508782,5.76E-05,0.003092827
647,cyp-25A3,905.0836143,2.083754797,0.547992241,3.804204832,0.00014226,0.005829273
648,cyp-29A2,14021.6166,1.832349457,0.485591539,3.774139289,0.000160561,0.006304372
649,cyp-34A1,30.61875162,2.646312714,0.771754282,3.497385368,0.000469843,0.013478004
650,cyp-34A5,252.8082766,1.867354378,0.532951071,3.502311841,0.000461239,0.013294419
651,cyp-34A9,2158.565645,1.967507264,0.505326357,3.894427947,9.84E-05,0.004454237
652,cyp-35B2,34.49636564,-2.617278524,0.702510186,-3.715681071,0.000202657,0.007461359
653,cyp-37B1,806.4766383,-1.839902113,0.494446133,-3.721125373,0.000198337,0.007371862
654,dct-19,8.219592005,2.325244761,0.760890037,2.933727623,0.00334918,0.046958561
655,dct-5,1718.667154,-3.163741864,0.747989049,-4.397468909,1.10E-05,0.000866889
656,dct-7,526.0709413,2.730251839,0.62693105,4.366913229,1.26E-05,0.000950414
657,dct-8,120.0022143,2.392286478,0.710586911,3.394433587,0.000687707,0.017193629
658,ddn-1,66.57684455,1.601679386,0.502704487,3.178994298,0.00147787,0.027757403
659,ddo-3,1888.099939,-2.814705179,0.682666018,-4.15829105,3.21E-05,0.001989265
660,decr-1.1,1151.587137,-2.835329344,0.581209717,-4.884050431,1.04E-06,0.00015171
661,deg-1,184.1539132,-1.690475651,0.422194352,-4.000631284,6.32E-05,0.003276526
662,dhs-18,9422.853743,1.568955026,0.443011966,3.541797436,0.000397411,0.011986235
663,dod-20,227.2999731,-1.639925211,0.469007676,-3.494230762,0.00047543,0.013573748
664,dod-23,74.68987725,-2.218011557,0.787995676,-2.990934061,0.002781255,0.041434983
665,dod-3,1466.545964,3.079952817,0.440769546,6.986781939,2.81E-12,2.12E-09
666,dop-4,21.262701,-1.871265649,0.563702244,-3.287321939,0.001011451,0.021795572
667,dos-1,422.2936822,-1.510268839,0.304505878,-4.95878957,7.09E-07,0.00011165
668,dpf-2,1376.454424,-1.959891185,0.492572721,-3.979319781,6.91E-05,0.003484706
669,dpr-1,212.6544839,-5.430545978,0.620702643,-8.293369092,1.10E-16,2.85E-13
670,dpy-14,121.4491894,1.824810747,0.621458705,2.939077702,0.003291905,0.046418246
671,dpy-17,309.7727823,2.278806691,0.435593107,5.229433961,1.70E-07,3.66E-05
672,dsl-7,182.7870773,-2.103905226,0.613025835,-3.431509027,0.000600233,0.015587977
673,dylt-3,173.1257349,-1.825735183,0.487037236,-3.745951229,0.000179712,0.006862781
674,efn-3,12.62204117,-2.643636896,0.759402568,-3.344032741,0.0008257,0.01956282
675,egg-2,359.6601355,-1.930696222,0.607127172,-3.183086535,0.001457141,0.027564859
676,eol-1,40.12300857,1.864579099,0.565942513,3.280422327,0.001036518,0.022063105
677,far-3,7342.203921,1.78448811,0.467964601,3.813743547,0.000136878,0.00566961
678,far-4,65.83271383,3.021820178,0.68437399,4.396222462,1.10E-05,0.000866889
679,fbxa-147,64.81701322,-3.158584382,0.678286456,-4.611329698,4.00E-06,0.000433667
680,fbxa-194,6.265741128,2.409156134,0.739413091,3.082703802,0.002051292,0.034001072
681,fbxa-21,171.3599396,2.156793357,0.485462853,4.440030965,8.99E-06,0.000749852
682,fbxa-215,295.5138437,-2.160567503,0.55224286,-3.911659079,9.17E-05,0.004265333
683,fbxa-24,1910.240876,2.518811637,0.495275317,5.086929879,3.64E-07,6.59E-05
684,fbxa-76,53.84023348,-1.647353541,0.564828077,-2.909848207,0.003616043,0.049548827
685,fbxa-83,89.09269413,2.337779892,0.68276408,3.43523612,0.000592038,0.015486236
686,fbxa-88,31.92079716,-2.153190682,0.739603521,-2.906364868,0.003656548,0.049914913
687,fbxa-99,32.65577862,-1.643663079,0.430377433,-3.800540277,0.000144381,0.005886125
688,fbxc-40,20.56429962,2.182731082,0.726726734,2.989606657,0.002793369,0.041547061
689,fipr-11,749.9419703,-2.548226882,0.516065913,-4.936827399,7.94E-07,0.000122845
690,fipr-13,172.6258085,-2.565212365,0.705264163,-3.661671988,0.000250575,0.008639333
691,fipr-24,753.7712967,2.675878615,0.656036139,4.097050755,4.18E-05,0.002459192
692,fipr-6,1240.747202,-1.692203032,0.558665532,-3.02989229,0.00244641,0.037913066
693,fipr-8,490.6832537,-2.516745922,0.579187307,-4.346307555,1.38E-05,0.001032254
694,fkb-8,218.3315787,1.503341692,0.323712264,4.643045655,3.43E-06,0.000381243
695,fmo-5,3169.259448,2.246720842,0.456244548,4.925078947,8.43E-07,0.000128268
696,folt-3,15.02839927,2.159890143,0.793258176,3.050667783,0.002283331,0.036176413
697,ftn-1,559.8102775,3.085634281,0.521224123,5.916727499,3.28E-09,1.38E-06
698,fut-4,41.2393312,-2.626328795,0.738904818,-3.554601619,0.000378552,0.011633571
699,gadr-5,144.3848766,2.392266337,0.564858572,4.226808794,2.37E-05,0.001577375
700,gcy-2,47.64648717,-1.58210125,0.479906535,-3.291987725,0.00099482,0.021565543
701,gcy-5,200.6393064,2.12506432,0.642054504,3.317655459,0.000907764,0.020548033
702,gly-1,292.8298497,-3.275478949,0.642019004,-5.108647534,3.24E-07,5.99E-05
703,gly-18,30.20150087,-1.81875721,0.601541423,-3.015665433,0.00256416,0.039167817
704,gly-2,239.394509,-2.039745004,0.560048869,-3.642349435,0.000270161,0.009167319
705,gna-2,1077.207996,-2.145939119,0.53080656,-4.044047272,5.25E-05,0.002917055
706,gpx-5,4060.995791,-1.650966879,0.453152237,-3.643564354,0.000268888,0.009152125
707,grd-14,4489.268628,-2.166339004,0.680454175,-3.198882638,0.001379613,0.026538128
708,grd-15,283.5314562,-1.827680872,0.589145684,-3.103369176,0.001913308,0.032647733
709,grd-6,5497.345645,-3.109693145,0.693203224,-4.542973147,5.55E-06,0.0005427
710,grl-21,1816.411596,-1.84445915,0.593565614,-3.109894805,0.00187154,0.032386943
711,grl-22,234.88042,-1.64743133,0.511603112,-3.220070245,0.001281592,0.025185798
712,grl-24,23.68516711,-2.230094416,0.793535173,-3.044042137,0.002334224,0.036708772
713,grl-27,3146.979267,-3.871585316,0.731577397,-5.529922777,3.20E-08,1.00E-05
714,grl-28,36.24152066,-3.764810855,0.778000296,-5.057101308,4.26E-07,7.31E-05
715,grl-3,50.59271554,-1.938325085,0.523468096,-3.685429165,0.000228318,0.008087625
716,grl-4,829.7395168,-2.462024114,0.63582942,-3.881793555,0.000103689,0.004645724
717,grl-9,76.81461948,-2.728313839,0.584349212,-4.63273415,3.61E-06,0.000393498
718,gyg-2,249.6615683,-1.846056901,0.601416757,-3.071110472,0.002132642,0.03477744
719,hach-1,4125.949319,2.026802448,0.286214328,7.081210447,1.43E-12,1.12E-09
720,his-42,23.25031061,2.931201594,0.610180124,4.692044253,2.70E-06,0.000309881
721,hrg-2,9801.694776,1.903161179,0.598018865,3.185821601,0.001443436,0.027416192
722,hst-3.1,37.20219126,-1.844044911,0.630723912,-2.907737641,0.003640536,0.049771409
723,htas-1,1072.859137,-1.684221484,0.472913402,-3.561776331,0.000368354,0.01139757
724,ins-11,596.6238837,1.605299873,0.491020654,3.269061147,0.00107905,0.022450437
725,ins-23,52.97737161,-1.910415246,0.651163119,-2.92497746,0.003444812,0.047744669
726,ins-4,32.07487869,-3.137095629,0.691317219,-4.414025903,1.01E-05,0.000819925
727,ins-5,26.38713834,-2.790961776,0.661106786,-4.130131341,3.63E-05,0.002187542
728,inx-18,1731.007362,-2.3037173,0.517221166,-4.455840997,8.36E-06,0.000713495
729,inx-20,103.2531047,-2.004136939,0.533201518,-3.753705346,0.00017424,0.006682017
730,irg-4,9907.844439,1.51259102,0.457073051,3.309578266,0.000934366,0.020866857
731,irld-18,307.6866503,-1.748018985,0.473308259,-3.693358519,0.000221312,0.007885753
732,irld-4,214.2529717,-1.825912048,0.422209909,-4.322903557,1.54E-05,0.00112653
733,irld-47,17.0352014,2.253789561,0.791684572,3.0542919,0.002255925,0.035914241
734,irld-8,406.0064952,-1.56694711,0.362568438,-4.32126431,1.55E-05,0.00112777
735,jud-4,606.3568222,-2.369828551,0.677154427,-3.516512528,0.000437256,0.01282783
736,kreg-1,239.3039428,2.720752862,0.608796805,4.474089016,7.67E-06,0.000667803
737,lact-2,1778.298257,-1.599719653,0.495289955,-3.230209079,0.001236997,0.024578361
738,lad-2,237.7247749,-1.711577802,0.376083834,-4.548225257,5.41E-06,0.000532211
739,lfor-1,233.6639468,1.519261467,0.30489176,4.981545871,6.31E-07,0.000101945
740,lgc-13,51.49852665,-2.62911029,0.727441181,-3.615580528,0.000299675,0.00993484
741,lgc-21,1663.753312,-2.648840907,0.626198186,-4.242478453,2.21E-05,0.001487544
742,lgc-33,88.53756245,-1.654530498,0.513340649,-3.219783546,0.001282874,0.025185798
743,linc-108,41.09357204,2.067402951,0.601808146,3.42626427,0.000611945,0.015846653
744,linc-130,20.51354005,2.024392057,0.584713678,3.440530632,0.000580575,0.015316023
745,linc-50,20.88455216,1.856165061,0.588505087,3.131239678,0.0017407,0.031068248
746,lipl-1,1118.222983,-1.76563223,0.449915361,-3.92417582,8.70E-05,0.004131172
747,lipl-4,194.7014091,1.65559995,0.549419466,3.01326405,0.002584539,0.039445823
748,lipl-8,18.36181718,-2.321069203,0.792995052,-3.314403442,0.000918389,0.020727878
749,lips-17,984.5566564,-2.195999662,0.638616217,-3.446249651,0.000568425,0.015135811
750,lron-6,74.84156659,-2.029135771,0.53722649,-3.768670376,0.000164119,0.006415184
751,lsy-27,110.5868797,-2.23309323,0.760486005,-2.998515756,0.002712981,0.040685728
752,lys-3,459.7828941,1.531350908,0.442834964,3.457729515,0.000544748,0.014695207
753,math-48,139.708537,-1.757525029,0.58370198,-3.011326468,0.00260109,0.039598264
754,meg-4,33.97719376,-3.015619363,0.782446712,-3.919940868,8.86E-05,0.004153415
755,mir-238,60.9151913,2.08389069,0.593125384,3.513906702,0.000441568,0.0128498
756,msd-1,95.21752684,-1.939900286,0.641295378,-3.031134549,0.002436367,0.037844434
757,msd-2,654.6886748,-1.92120123,0.567957168,-3.384947463,0.000711919,0.017623822
758,msp-10,599.6460959,-2.260866329,0.586107784,-3.861911075,0.000112504,0.004918904
759,msp-113,2276.502292,-1.862635465,0.550470514,-3.385442901,0.000710635,0.017620826
760,msp-152,10754.36931,-1.713316046,0.577731694,-2.9675137,0.003002189,0.043543769
761,msp-33,8482.315617,-1.657450962,0.565527527,-2.932298158,0.003364636,0.04702955
762,msp-38,7073.317354,-1.788404662,0.584502159,-3.062091217,0.002197965,0.035364762
763,msp-49,7248.604688,-1.883316575,0.565205815,-3.334260324,0.000855266,0.01997062
764,msp-50,14711.83609,-1.66778195,0.545885493,-3.056367536,0.002240364,0.035824061
765,msp-51,1974.455403,-1.909406693,0.548922737,-3.480247753,0.00050095,0.013968773
766,msp-55,4101.476989,-1.962226792,0.564300076,-3.479675547,0.000502021,0.013968773
767,msp-59,19720.96534,-1.689197072,0.553126191,-3.055253983,0.0022487,0.035906287
768,msp-63,176.3930676,-3.468959637,0.468042054,-7.371005218,1.69E-13,1.53E-10
769,msp-64,3463.82444,-1.827660126,0.552440218,-3.310028924,0.000932863,0.020866857
770,msp-65,3425.580334,-2.422181557,0.605111905,-4.010489906,6.06E-05,0.003188349
771,msp-76,4560.64625,-1.777238675,0.568265868,-3.129380259,0.001751755,0.031075173
772,msp-77,1860.032319,-1.669075371,0.57254886,-2.916877374,0.003535547,0.048778158
773,msp-78,2144.353227,-2.057270892,0.560288409,-3.674415148,0.000238395,0.008411667
774,msp-79,630.0130374,-1.962046534,0.529198005,-3.708869933,0.000208186,0.007551865
775,msrp-5,2876.600258,-1.753738972,0.569373864,-3.081957846,0.00205644,0.034001072
776,mup-4,8900.815008,-1.862905311,0.608642405,-3.064371363,0.00218128,0.035334902
777,nas-1,845.5161868,-2.488804477,0.677230527,-3.695260108,0.000219662,0.007857901
778,nas-13,74.2666102,-1.913881974,0.549788516,-3.473394699,0.000513919,0.014165264
779,nas-20,925.7436776,-2.188402935,0.789148114,-4.0134945,5.98E-05,0.003157194
780,nas-22,1396.270468,-2.029725183,0.792720531,-2.995046293,0.002744032,0.04101546
781,nas-27,97.94717048,-3.022553053,0.746832475,-4.13312139,3.58E-05,0.002166487
782,nas-30,1068.691444,-2.694484351,0.643278427,-4.204260237,2.62E-05,0.001705514
783,nas-38,1560.711269,-1.743162988,0.51106539,-3.411542556,0.000645964,0.016468447
784,nas-7,448.728695,-2.279000891,0.632759911,-3.608689117,0.000307748,0.010073325
785,nep-10,351.7257467,-1.98051283,0.373594061,-5.298819024,1.17E-07,2.74E-05
786,nep-4,212.0640875,-2.129866949,0.69649546,-3.072215968,0.002124759,0.034680134
787,nex-3,248.9501108,-1.89980374,0.55914733,-3.398310962,0.000678033,0.017022297
788,nhr-120,159.6155801,1.533772958,0.442331762,3.465872175,0.000528514,0.014451119
789,nhr-127,23.72224744,-2.816230576,0.572800895,-4.770084425,1.84E-06,0.000226753
790,nhr-155,51.82695226,2.35451749,0.624568253,3.746958185,0.000178992,0.006849752
791,nhr-225,84.30032216,-1.614275614,0.515023898,-3.127502072,0.001762986,0.031103548
792,nhr-253,4.113104174,2.371466815,0.793499591,3.144876621,0.001661569,0.0299861
793,nhx-6,13.82793887,-3.433807383,0.777716239,-4.41842242,9.94E-06,0.000810664
794,nos-2,635.3085428,-2.325826989,0.7023953,-3.337267215,0.000846066,0.019880659
795,nspa-1,33.72013338,-2.115845202,0.685137983,-3.094444895,0.001971816,0.033124916
796,nspa-3,32.82453993,-2.292888792,0.672866787,-3.403825549,0.000664492,0.016752041
797,nspa-5,416.2148064,-2.220429538,0.696774577,-3.208224099,0.001335574,0.025883536
798,nspa-8,589.7122396,-4.331633803,0.582467966,-7.438630192,1.02E-13,9.69E-11
799,nspb-1,79.096974,-3.037941829,0.626207147,-4.810892455,1.50E-06,0.000194273
800,nspb-10,510.5824306,-3.324698101,0.621477969,-5.363557304,8.16E-08,2.20E-05
801,nspb-11,690.6536979,-2.500569694,0.613568096,-4.082004295,4.46E-05,0.002590356
802,nspb-12,1985.955542,-2.353487258,0.610265682,-3.863238926,0.000111893,0.004918904
803,nspb-2,372.125409,-3.653448389,0.643355055,-5.69072854,1.26E-08,4.49E-06
804,nspb-3,254.7549549,-3.837461441,0.627584744,-6.10451784,1.03E-09,4.91E-07
805,nspb-4,118.0448627,-2.731853751,0.489868756,-5.550331837,2.85E-08,9.22E-06
806,nspb-5,15.09034008,-3.310817119,0.711051478,-4.153580833,3.27E-05,0.002015199
807,nspb-6,1550.221909,-2.164204536,0.578877467,-3.741644474,0.00018282,0.00696679
808,nspb-7,364.731336,-3.924751657,0.597937337,-6.555380282,5.55E-11,3.14E-08
809,nspb-8,827.9655731,-3.1822206,0.59866033,-5.326000845,1.00E-07,2.56E-05
810,nspb-9,180.1649139,-2.914231143,0.645692092,-4.51857098,6.23E-06,0.000577454
811,nspd-10,2973.191619,-2.107921679,0.59051384,-3.57376672,0.000351882,0.011096422
812,nspd-9,107.3633618,-2.557053701,0.55945833,-4.560771858,5.10E-06,0.000509687
813,nspe-1,965.1342384,-1.911099522,0.36453401,-5.241757758,1.59E-07,3.48E-05
814,nspe-5,112.3217209,-2.272728805,0.432168045,-5.241308419,1.59E-07,3.48E-05
815,nspe-7,805.7022262,-2.570214938,0.568916248,-4.521045367,6.15E-06,0.000577454
816,oac-10,813.2167793,-2.16482602,0.647432514,-3.353145257,0.000798988,0.019206474
817,oac-12,156.0358162,-1.820445829,0.543030469,-3.350539649,0.000806543,0.019289503
818,oac-21,16.03514621,1.998540185,0.666827096,2.960745442,0.003068955,0.044100329
819,oac-30,372.9848925,-2.318278539,0.595139982,-3.900080837,9.62E-05,0.004406589
820,oac-32,16.76826373,-2.383298458,0.771699733,-3.128875758,0.001754765,0.031079255
821,oac-51,341.7286193,-1.656068805,0.536474506,-3.085910978,0.002029296,0.033823463
822,oac-54,53.05380835,2.531279619,0.655016116,3.846522139,0.000119806,0.00517569
823,oac-56,12.70842305,-3.09164157,0.703776189,-3.977212019,6.97E-05,0.003505962
824,oma-2,485.2515431,-1.934830173,0.586052977,-3.303524196,0.000954777,0.021127658
825,otpl-7,44.95644665,-2.266100838,0.78610345,-3.038913931,0.002374327,0.037177932
826,otpl-8,57.10909541,-2.290825873,0.453688014,-5.018565036,5.21E-07,8.73E-05
827,pals-32,61.82110387,1.93533709,0.599325823,3.221776086,0.001273987,0.025065685
828,perm-2,6955.723383,-2.736243005,0.707493196,-3.91608682,9.00E-05,0.004209434
829,perm-4,8714.480482,-3.177088806,0.706328774,-4.574787714,4.77E-06,0.000482056
830,pes-23,529.003673,-3.42710415,0.750595638,-4.792175725,1.65E-06,0.000207385
831,phat-5,50.18971603,2.603279443,0.499874156,5.16671209,2.38E-07,4.74E-05
832,piit-1,645.5856158,-2.552779666,0.577885324,-4.420063416,9.87E-06,0.000808172
833,pitr-2,8.532155521,2.618461442,0.788795179,3.330186118,0.00086788,0.020088858
834,pitr-3,408.1670065,-2.183313958,0.691527116,-3.173443852,0.00150642,0.028107099
835,pos-1,386.792739,-1.829888247,0.609186499,-3.006390406,0.002643693,0.040145548
836,pqn-2,716.7365576,-3.313910514,0.697008701,-4.824117515,1.41E-06,0.000185799
837,pqn-54,1335.010889,-2.588343647,0.635085373,-4.088454792,4.34E-05,0.002542691
838,pqn-71,890.2971266,-2.064333077,0.643397632,-3.215194395,0.001303562,0.025453914
839,pqn-72,375.8932218,-2.077630774,0.68698736,-3.036679551,0.002391996,0.037357653
840,pqn-8,301.373736,-1.64890304,0.4646934,-3.546833512,0.000389891,0.011891751
841,ptr-23,1485.669559,-1.893603998,0.578375363,-3.276226137,0.001052043,0.022162851
842,ptr-3,324.1922574,-2.177859455,0.593410048,-3.672702101,0.000239999,0.008451801
843,pud-3,45.57661272,-2.353602426,0.551423378,-4.230554709,2.33E-05,0.001557058
844,puf-5,1045.656138,-2.266430191,0.675155641,-3.373181328,0.00074305,0.018203311
845,puf-6,174.9712126,-1.660693782,0.552037922,-3.008141095,0.002628511,0.039982078
846,puf-7,159.7741199,-1.582450434,0.469954933,-3.365055929,0.000765281,0.018668948
847,pzf-1,44.95638571,-2.431599179,0.793268262,-3.524223573,0.000424726,0.012514188
848,ram-5,91.60819869,-2.289139501,0.601842713,-3.794238005,0.000148098,0.005997123
849,rgs-11,94.9878727,-2.355824543,0.717897903,-3.309370937,0.000935059,0.020866857
850,rmd-1,3973.62186,-1.887851117,0.575572498,-3.282409474,0.00102924,0.021969668
851,scl-24,42.55989078,2.868328438,0.715284223,4.051779264,5.08E-05,0.002848504
852,scl-25,28.78328245,2.304140794,0.758892521,3.061236541,0.002204249,0.035434376
853,scvp-1,137.3113105,-2.384951419,0.694100658,-3.45141709,0.000557651,0.014932015
854,sek-6,273.8335788,1.578858992,0.475444589,3.319935265,0.000900383,0.020548033
855,sex-1,150.7501374,-1.872680432,0.510052618,-3.66756298,0.000244873,0.008504544
856,skpo-1,607.7898351,-3.357639424,0.699399374,-4.869864987,1.12E-06,0.000157451
857,slc-28.1,59.67909544,-2.242068355,0.548516834,-4.072573816,4.65E-05,0.002654992
858,slc-36.5,325.7126213,2.240181366,0.495590065,4.518590434,6.23E-06,0.000577454
859,slcf-2,476.3204265,-1.737032924,0.430577642,-4.033969893,5.48E-05,0.002990064
860,snf-10,445.4331603,-1.79715979,0.428899716,-4.189870041,2.79E-05,0.001785246
861,snf-9,2493.150789,-1.857146477,0.54331152,-3.419742457,0.000626804,0.016129037
862,snpc-1.3,87.10144228,2.104312892,0.491351216,4.273512377,1.92E-05,0.001350227
863,sod-3,96.78972152,-1.538165556,0.405281553,-3.789588606,0.000150897,0.006033445
864,spe-12,190.7821798,-2.031098391,0.408681244,-4.96466967,6.88E-07,0.000110237
865,spsb-2,879.2970855,-2.110297074,0.666504952,-3.177266161,0.001486705,0.027858025
866,sra-3,20.80778115,-2.886859523,0.725157983,-3.847319607,0.000119417,0.005171219
867,srbc-67,24.61161888,-2.240322568,0.750940019,-2.978258095,0.002898918,0.042633505
868,srd-12,28.38528013,1.594063351,0.541800345,2.933946681,0.003346817,0.046958561
869,srd-28,132.0755416,3.255993738,0.723320465,4.558158563,5.16E-06,0.000510429
870,sre-10,16.52218651,2.77089899,0.666321727,4.020093675,5.82E-05,0.003101604
871,sre-51,6.09201497,-2.276526361,0.792765537,-3.127951723,0.001760291,0.031103548
872,srg-17,9.924434509,2.649142347,0.793480537,3.733536118,0.00018881,0.007129432
873,srh-2,62.66112109,2.631787047,0.656436121,4.013849917,5.97E-05,0.003157194
874,srh-282,9.584085155,1.832887948,0.776765196,3.101912077,0.001922751,0.0326643
875,srh-30,78.89016803,1.795177742,0.603977903,2.974893752,0.0029309,0.04295727
876,srh-59,6.274082053,-2.577576837,0.777144571,-3.127498062,0.00176301,0.031103548
877,srh-75,68.91915397,2.134806352,0.606242913,3.515338793,0.000439193,0.012842164
878,sri-40,707.0004578,-2.83800594,0.619302807,-4.593457031,4.36E-06,0.000453527
879,srj-25,11.2564299,2.485705163,0.749228194,3.243116238,0.0011823,0.023927671
880,srp-1,1198.631901,-2.53542688,0.386053309,-6.566487793,5.15E-11,3.03E-08
881,srsx-40,26.64235228,-2.097580059,0.650933825,-3.215597353,0.001301733,0.025445654
882,srt-67,22.86111044,-1.759918152,0.526074019,-3.319769627,0.000900918,0.020548033
883,sru-12,9.049208454,1.82893806,0.776753016,3.06850703,0.002151313,0.034987341
884,sru-4,8.981396671,2.48114571,0.78734293,3.097492715,0.001951652,0.032892785
885,srw-17,37.36317036,2.029730406,0.650437802,3.109395258,0.001874707,0.032410773
886,srw-67,11.80577742,2.714338964,0.687291427,3.793468158,0.000148558,0.005999747
887,srw-71,49.46077272,2.282926224,0.532244728,4.266393705,1.99E-05,0.001372485
888,srx-42,6.129778268,2.227879326,0.791134884,3.184488907,0.001450099,0.027485064
889,ssp-19,723.0724586,-2.840902841,0.641144688,-4.449303828,8.61E-06,0.000725295
890,ssp-33,256.9454843,-1.996646093,0.679236435,-2.951335848,0.003164027,0.045096101
891,sss-1,7027.740779,-2.160380642,0.54966932,-3.932974406,8.39E-05,0.004007111
892,stdh-3,85.26865133,2.663958626,0.637812099,4.179237946,2.92E-05,0.00185116
893,str-112,38.97793766,3.174716801,0.542027434,5.742131381,9.35E-09,3.58E-06
894,str-138,11.39503799,-2.62298666,0.717694926,-3.471440287,0.000517674,0.014219158
895,str-143,9.550918246,-2.700727693,0.778184088,-3.412062257,0.000644734,0.016460265
896,str-146,92.4961631,-2.595919325,0.744271251,-3.532445839,0.000411735,0.012257907
897,str-204,120.4773398,2.098562823,0.587987493,3.57331436,0.000352491,0.011096422
898,str-262,18.35023277,-2.607469863,0.5906318,-4.274617185,1.91E-05,0.001350227
899,str-33,5.199019909,2.37202518,0.793241805,3.23321202,0.001224067,0.024369782
900,sul-1,477.4623166,-1.627912908,0.411859929,-3.952272026,7.74E-05,0.003787153
901,suro-1,2175.621034,-1.892953542,0.631529925,-3.002429901,0.002678336,0.040404145
